Messung;GPS;RMC;Jahr;Monat;Tag;GPS_1;GGA;Stunde;Minute;Sekunde;Longitude;Latitud;X;XX;Height;XXX;RTCMEZ;Jahr_Gerät;Monat_Gerät;Tag_Gerät;Stunde_Gerät;Minute_Gerät;Sekunde_Gerät;SENSORDATA;Sensor 0.5m;Sensor1_LF;Sensor 1m;Sensor2_LF;Sensor 2m;Sensor3_LF;Sensor 3m;Sensor4_LF;Sensor stationär;END;Time
4573;GPS;RMC;2024;12;12;GPS;GGA;10;55;45;7.43717;46.95168;18;0.7;572.6;49.5;RTCMEZ;2024;12;12;12;55;28;SENSORDATA;1.57;78.18;1.7;79.44;1.39;77.59;1.22;79.14;1.49;END;42928
4574;GPS;RMC;2024;12;12;GPS;GGA;10;55;46;7.43717;46.95168;18;0.7;572.6;49.5;RTCMEZ;2024;12;12;12;55;29;SENSORDATA;1.57;78.24;1.74;79.48;1.41;77.59;1.24;79.14;1.49;END;42929
4575;GPS;RMC;2024;12;12;GPS;GGA;10;55;48;7.43717;46.95168;18;0.7;572.6;49.5;RTCMEZ;2024;12;12;12;55;30;SENSORDATA;1.61;78.25;1.7;79.47;1.44;77.58;1.28;79.16;1.49;END;42930
4576;GPS;RMC;2024;12;12;GPS;GGA;10;55;49;7.43717;46.95168;18;0.7;572.6;49.5;RTCMEZ;2024;12;12;12;55;32;SENSORDATA;1.57;78.29;1.71;79.57;1.41;77.61;1.22;79.19;1.49;END;42932
4577;GPS;RMC;2024;12;12;GPS;GGA;10;55;50;7.43717;46.95168;18;0.7;572.6;49.5;RTCMEZ;2024;12;12;12;55;33;SENSORDATA;1.57;78.31;1.74;79.51;1.4;77.56;1.25;79.24;1.49;END;42933
4578;GPS;RMC;2024;12;12;GPS;GGA;10;55;51;7.43717;46.95168;18;0.7;572.6;49.5;RTCMEZ;2024;12;12;12;55;34;SENSORDATA;1.58;78.26;1.71;79.48;1.37;77.52;1.25;79.27;1.49;END;42934
4579;GPS;RMC;2024;12;12;GPS;GGA;10;55;52;7.43717;46.95168;18;0.7;572.6;49.5;RTCMEZ;2024;12;12;12;55;35;SENSORDATA;1.58;78.17;1.68;79.48;1.4;77.58;1.22;79.22;1.49;END;42935
4580;GPS;RMC;2024;12;12;GPS;GGA;10;55;54;7.43717;46.95168;18;0.7;572.6;49.5;RTCMEZ;2024;12;12;12;55;36;SENSORDATA;1.61;78.17;1.71;79.41;1.34;77.55;1.22;79.26;1.49;END;42936
4581;GPS;RMC;2024;12;12;GPS;GGA;10;55;55;7.43717;46.95168;18;0.7;572.6;49.5;RTCMEZ;2024;12;12;12;55;38;SENSORDATA;1.61;78.13;1.72;79.44;1.36;77.57;1.24;79.29;1.49;END;42938
4582;GPS;RMC;2024;12;12;GPS;GGA;10;55;56;7.43717;46.95168;18;0.7;572.6;49.5;RTCMEZ;2024;12;12;12;55;39;SENSORDATA;1.57;78.1;1.72;79.43;1.36;77.57;1.19;79.29;1.49;END;42939
4583;GPS;RMC;2024;12;12;GPS;GGA;10;55;57;7.43717;46.95168;18;0.7;572.6;49.5;RTCMEZ;2024;12;12;12;55;40;SENSORDATA;1.59;78.01;1.71;79.4;1.37;77.6;1.24;79.3;1.49;END;42940
4584;GPS;RMC;2024;12;12;GPS;GGA;10;55;58;7.43717;46.95168;18;0.7;572.6;49.5;RTCMEZ;2024;12;12;12;55;41;SENSORDATA;1.58;78.02;1.7;79.41;1.4;77.62;1.21;79.36;1.49;END;42941
4585;GPS;RMC;2024;12;12;GPS;GGA;10;56;0;7.43717;46.95168;18;0.7;572.7;49.5;RTCMEZ;2024;12;12;12;55;42;SENSORDATA;1.54;78.05;1.72;79.36;1.41;77.56;1.25;79.33;1.49;END;42942
4586;GPS;RMC;2024;12;12;GPS;GGA;10;56;1;7.43717;46.95168;18;0.7;572.7;49.5;RTCMEZ;2024;12;12;12;55;44;SENSORDATA;1.54;77.87;1.67;79.34;1.34;77.58;1.22;79.34;1.49;END;42944
4587;GPS;RMC;2024;12;12;GPS;GGA;10;56;2;7.43718;46.95168;18;0.7;572.7;49.5;RTCMEZ;2024;12;12;12;55;45;SENSORDATA;1.61;77.79;1.72;79.19;1.36;77.61;1.19;79.39;1.49;END;42945
4588;GPS;RMC;2024;12;12;GPS;GGA;10;56;3;7.43718;46.95168;18;0.7;572.7;49.5;RTCMEZ;2024;12;12;12;55;46;SENSORDATA;1.59;77.65;1.65;79.09;1.37;77.59;1.22;79.37;1.49;END;42946
4589;GPS;RMC;2024;12;12;GPS;GGA;10;56;4;7.43718;46.95168;18;0.7;572.7;49.5;RTCMEZ;2024;12;12;12;55;47;SENSORDATA;1.58;77.64;1.72;79.04;1.39;77.6;1.18;79.34;1.49;END;42947
4590;GPS;RMC;2024;12;12;GPS;GGA;10;56;6;7.43718;46.95168;18;0.7;572.7;49.5;RTCMEZ;2024;12;12;12;55;48;SENSORDATA;1.57;77.55;1.67;78.97;1.33;77.59;1.22;79.37;1.49;END;42948
4591;GPS;RMC;2024;12;12;GPS;GGA;10;56;7;7.43718;46.95168;18;0.7;572.7;49.5;RTCMEZ;2024;12;12;12;55;50;SENSORDATA;1.52;77.4;1.68;78.88;1.37;77.53;1.21;79.42;1.49;END;42950
4592;GPS;RMC;2024;12;12;GPS;GGA;10;56;8;7.43718;46.95168;18;0.7;572.7;49.5;RTCMEZ;2024;12;12;12;55;51;SENSORDATA;1.55;77.38;1.68;78.83;1.39;77.62;1.19;79.37;1.49;END;42951
4593;GPS;RMC;2024;12;12;GPS;GGA;10;56;9;7.43718;46.95168;18;0.7;572.7;49.5;RTCMEZ;2024;12;12;12;55;52;SENSORDATA;1.61;77.3;1.74;78.81;1.43;77.59;1.19;79.41;1.49;END;42952
4594;GPS;RMC;2024;12;12;GPS;GGA;10;56;10;7.43718;46.95168;18;0.7;572.7;49.5;RTCMEZ;2024;12;12;12;55;53;SENSORDATA;1.58;77.21;1.67;78.71;1.41;77.61;1.22;79.39;1.49;END;42953
4595;GPS;RMC;2024;12;12;GPS;GGA;10;56;12;7.43718;46.95168;18;0.7;572.7;49.5;RTCMEZ;2024;12;12;12;55;55;SENSORDATA;1.57;77.2;1.65;78.72;1.33;77.59;1.21;79.32;1.49;END;42955
4596;GPS;RMC;2024;12;12;GPS;GGA;10;56;13;7.43718;46.95168;18;0.7;572.7;49.5;RTCMEZ;2024;12;12;12;55;56;SENSORDATA;1.54;77.11;1.64;78.6;1.36;77.55;1.17;79.36;1.49;END;42956
4597;GPS;RMC;2024;12;12;GPS;GGA;10;56;14;7.43718;46.95168;18;0.7;572.5;49.5;RTCMEZ;2024;12;12;12;55;57;SENSORDATA;1.55;77.04;1.68;78.66;1.37;77.6;1.24;79.3;1.49;END;42957
4598;GPS;RMC;2024;12;12;GPS;GGA;10;56;15;7.43718;46.95168;18;0.7;572.4;49.5;RTCMEZ;2024;12;12;12;55;58;SENSORDATA;1.58;77.03;1.67;78.61;1.37;77.58;1.25;79.32;1.49;END;42958
4599;GPS;RMC;2024;12;12;GPS;GGA;10;56;17;7.43718;46.95168;18;0.7;572.4;49.5;RTCMEZ;2024;12;12;12;55;59;SENSORDATA;1.63;76.98;1.71;78.56;1.36;77.54;1.22;79.26;1.49;END;42959
4600;GPS;RMC;2024;12;12;GPS;GGA;10;56;18;7.43718;46.95168;19;0.7;572.4;49.5;RTCMEZ;2024;12;12;12;56;1;SENSORDATA;1.59;76.96;1.72;78.59;1.36;77.56;1.21;79.16;1.49;END;42961
4601;GPS;RMC;2024;12;12;GPS;GGA;10;56;19;7.43719;46.95168;19;0.7;572.3;49.5;RTCMEZ;2024;12;12;12;56;2;SENSORDATA;1.55;76.9;1.75;78.65;1.37;77.55;1.21;79.23;1.49;END;42962
4602;GPS;RMC;2024;12;12;GPS;GGA;10;56;20;7.4372;46.95168;19;0.7;572.1;49.5;RTCMEZ;2024;12;12;12;56;3;SENSORDATA;1.57;76.98;1.64;78.72;1.37;77.54;1.24;79.23;1.49;END;42963
4603;GPS;RMC;2024;12;12;GPS;GGA;10;56;21;7.43721;46.95168;19;0.7;572.1;49.5;RTCMEZ;2024;12;12;12;56;4;SENSORDATA;1.52;77.08;1.68;78.66;1.37;77.55;1.25;79.19;1.49;END;42964
4604;GPS;RMC;2024;12;12;GPS;GGA;10;56;23;7.43723;46.95168;19;0.7;571.2;49.5;RTCMEZ;2024;12;12;12;56;5;SENSORDATA;1.57;77.01;1.68;78.69;1.32;77.59;1.22;79.16;1.49;END;42965
4605;GPS;RMC;2024;12;12;GPS;GGA;10;56;24;7.43724;46.95168;19;0.7;570.6;49.5;RTCMEZ;2024;12;12;12;56;7;SENSORDATA;1.61;77.02;1.68;78.64;1.39;77.56;1.21;79.24;1.49;END;42967
4606;GPS;RMC;2024;12;12;GPS;GGA;10;56;25;7.43725;46.95167;19;0.7;570.2;49.5;RTCMEZ;2024;12;12;12;56;8;SENSORDATA;1.57;76.97;1.67;78.71;1.37;77.5;1.21;79.24;1.49;END;42968
4607;GPS;RMC;2024;12;12;GPS;GGA;10;56;26;7.43726;46.95167;19;0.7;569.8;49.5;RTCMEZ;2024;12;12;12;56;9;SENSORDATA;1.54;76.97;1.67;78.66;1.33;77.47;1.25;79.16;1.49;END;42969
4608;GPS;RMC;2024;12;12;GPS;GGA;10;56;27;7.43727;46.95167;19;0.7;569.7;49.5;RTCMEZ;2024;12;12;12;56;10;SENSORDATA;1.54;76.95;1.7;78.64;1.36;77.46;1.25;79.19;1.49;END;42970
4609;GPS;RMC;2024;12;12;GPS;GGA;10;56;29;7.43729;46.95167;19;0.7;569.5;49.5;RTCMEZ;2024;12;12;12;56;12;SENSORDATA;1.52;76.97;1.7;78.64;1.37;77.46;1.22;79.2;1.49;END;42972
4610;GPS;RMC;2024;12;12;GPS;GGA;10;56;30;7.4373;46.95167;19;0.7;569.7;49.5;RTCMEZ;2024;12;12;12;56;13;SENSORDATA;1.58;76.97;1.67;78.59;1.29;77.43;1.27;79.11;1.49;END;42973
4611;GPS;RMC;2024;12;12;GPS;GGA;10;56;31;7.43731;46.95167;19;0.7;569.9;49.5;RTCMEZ;2024;12;12;12;56;14;SENSORDATA;1.61;76.97;1.67;78.63;1.39;77.49;1.19;79.18;1.49;END;42974
4612;GPS;RMC;2024;12;12;GPS;GGA;10;56;32;7.43731;46.95167;19;0.7;569.9;49.5;RTCMEZ;2024;12;12;12;56;15;SENSORDATA;1.59;77.07;1.67;78.66;1.34;77.41;1.24;79.17;1.49;END;42975
4613;GPS;RMC;2024;12;12;GPS;GGA;10;56;33;7.43731;46.95167;19;0.7;569.9;49.5;RTCMEZ;2024;12;12;12;56;16;SENSORDATA;1.55;77.04;1.67;78.66;1.37;77.47;1.19;79.16;1.49;END;42976
4614;GPS;RMC;2024;12;12;GPS;GGA;10;56;35;7.43731;46.95167;19;0.7;569.9;49.5;RTCMEZ;2024;12;12;12;56;18;SENSORDATA;1.58;77.13;1.68;78.82;1.34;77.51;1.24;79.15;1.49;END;42978
4615;GPS;RMC;2024;12;12;GPS;GGA;10;56;36;7.43732;46.95167;19;0.7;569.9;49.5;RTCMEZ;2024;12;12;12;56;19;SENSORDATA;1.58;77.2;1.68;78.85;1.34;77.62;1.17;79.17;1.49;END;42979
4616;GPS;RMC;2024;12;12;GPS;GGA;10;56;37;7.43732;46.95167;19;0.7;569.9;49.5;RTCMEZ;2024;12;12;12;56;20;SENSORDATA;1.57;77.23;1.68;78.92;1.37;77.63;1.24;79.19;1.49;END;42980
4617;GPS;RMC;2024;12;12;GPS;GGA;10;56;38;7.43732;46.95167;19;0.7;569.9;49.5;RTCMEZ;2024;12;12;12;56;21;SENSORDATA;1.55;77.22;1.67;78.93;1.34;77.72;1.22;79.25;1.49;END;42981
4618;GPS;RMC;2024;12;12;GPS;GGA;10;56;40;7.43732;46.95168;19;0.7;569.5;49.5;RTCMEZ;2024;12;12;12;56;22;SENSORDATA;1.55;77.26;1.72;79.04;1.36;77.8;1.17;79.32;1.49;END;42982
4619;GPS;RMC;2024;12;12;GPS;GGA;10;56;41;7.43731;46.95169;19;0.7;569.6;49.5;RTCMEZ;2024;12;12;12;56;24;SENSORDATA;1.58;77.32;1.71;79.06;1.36;77.88;1.22;79.37;1.49;END;42984
4620;GPS;RMC;2024;12;12;GPS;GGA;10;56;42;7.4373;46.95169;19;0.7;569.7;49.5;RTCMEZ;2024;12;12;12;56;25;SENSORDATA;1.59;77.28;1.67;79.03;1.32;77.94;1.19;79.43;1.49;END;42985
4621;GPS;RMC;2024;12;12;GPS;GGA;10;56;43;7.43729;46.9517;19;0.7;569.7;49.5;RTCMEZ;2024;12;12;12;56;26;SENSORDATA;1.55;77.34;1.68;79.12;1.34;78.02;1.19;79.51;1.49;END;42986
4622;GPS;RMC;2024;12;12;GPS;GGA;10;56;44;7.43728;46.9517;19;0.7;569.8;49.5;RTCMEZ;2024;12;12;12;56;27;SENSORDATA;1.57;77.31;1.68;79.09;1.34;78.11;1.21;79.57;1.49;END;42987
4623;GPS;RMC;2024;12;12;GPS;GGA;10;56;46;7.43726;46.95172;19;0.7;569.5;49.5;RTCMEZ;2024;12;12;12;56;29;SENSORDATA;1.55;77.32;1.65;79.07;1.34;78.15;1.18;79.56;1.49;END;42989
4624;GPS;RMC;2024;12;12;GPS;GGA;10;56;47;7.43725;46.95172;19;0.7;569.1;49.5;RTCMEZ;2024;12;12;12;56;30;SENSORDATA;1.58;77.33;1.67;79.1;1.33;78.2;1.19;79.53;1.49;END;42990
4625;GPS;RMC;2024;12;12;GPS;GGA;10;56;48;7.43724;46.95173;19;0.7;568.8;49.5;RTCMEZ;2024;12;12;12;56;31;SENSORDATA;1.55;77.36;1.62;79.12;1.34;78.25;1.21;79.58;1.49;END;42991
4626;GPS;RMC;2024;12;12;GPS;GGA;10;56;49;7.43724;46.95173;19;0.7;568.4;49.5;RTCMEZ;2024;12;12;12;56;32;SENSORDATA;1.59;77.33;1.68;79.16;1.36;78.33;1.21;79.61;1.49;END;42992
4627;GPS;RMC;2024;12;12;GPS;GGA;10;56;50;7.43723;46.95174;19;0.7;568.1;49.5;RTCMEZ;2024;12;12;12;56;33;SENSORDATA;1.59;77.44;1.68;79.1;1.37;78.39;1.18;79.69;1.49;END;42993
4628;GPS;RMC;2024;12;12;GPS;GGA;10;56;52;7.43721;46.95175;19;0.7;567.2;49.5;RTCMEZ;2024;12;12;12;56;35;SENSORDATA;1.55;77.37;1.7;79.13;1.3;78.47;1.18;79.71;1.49;END;42995
4629;GPS;RMC;2024;12;12;GPS;GGA;10;56;53;7.4372;46.95176;19;0.7;567;49.5;RTCMEZ;2024;12;12;12;56;36;SENSORDATA;1.54;77.32;1.61;79.1;1.4;78.41;1.22;79.72;1.49;END;42996
4630;GPS;RMC;2024;12;12;GPS;GGA;10;56;54;7.43719;46.95177;19;0.7;566.8;49.5;RTCMEZ;2024;12;12;12;56;37;SENSORDATA;1.55;77.33;1.67;79.08;1.34;78.49;1.15;79.77;1.49;END;42997
4631;GPS;RMC;2024;12;12;GPS;GGA;10;56;55;7.43718;46.95177;19;0.7;566.6;49.5;RTCMEZ;2024;12;12;12;56;38;SENSORDATA;1.54;77.26;1.65;79.07;1.36;78.54;1.18;79.76;1.49;END;42998
4632;GPS;RMC;2024;12;12;GPS;GGA;10;56;56;7.43717;46.95178;19;0.7;566.2;49.5;RTCMEZ;2024;12;12;12;56;39;SENSORDATA;1.54;77.27;1.68;78.98;1.29;78.54;1.19;79.81;1.49;END;42999
4633;GPS;RMC;2024;12;12;GPS;GGA;10;56;58;7.43716;46.95179;19;0.7;565.6;49.5;RTCMEZ;2024;12;12;12;56;41;SENSORDATA;1.54;77.23;1.67;79.05;1.3;78.49;1.18;79.86;1.49;END;43001
4634;GPS;RMC;2024;12;12;GPS;GGA;10;56;59;7.43715;46.9518;19;0.7;565.8;49.5;RTCMEZ;2024;12;12;12;56;42;SENSORDATA;1.55;77.27;1.64;79.02;1.36;78.53;1.19;79.92;1.49;END;43002
4635;GPS;RMC;2024;12;12;GPS;GGA;10;57;0;7.43714;46.9518;19;0.7;565.8;49.5;RTCMEZ;2024;12;12;12;56;43;SENSORDATA;1.55;77.17;1.68;78.99;1.33;78.6;1.24;79.98;1.49;END;43003
4636;GPS;RMC;2024;12;12;GPS;GGA;10;57;1;7.43713;46.95181;19;0.7;565.9;49.5;RTCMEZ;2024;12;12;12;56;44;SENSORDATA;1.54;77.21;1.67;79.07;1.34;78.61;1.22;80.05;1.49;END;43004
4637;GPS;RMC;2024;12;12;GPS;GGA;10;57;3;7.43711;46.95182;18;0.7;565.8;49.5;RTCMEZ;2024;12;12;12;56;46;SENSORDATA;1.52;77.15;1.67;79.03;1.32;78.67;1.17;80.08;1.49;END;43006
4638;GPS;RMC;2024;12;12;GPS;GGA;10;57;4;7.4371;46.95182;18;0.7;565.7;49.5;RTCMEZ;2024;12;12;12;56;47;SENSORDATA;1.54;77.24;1.64;79.05;1.32;78.67;1.21;80.06;1.49;END;43007
4639;GPS;RMC;2024;12;12;GPS;GGA;10;57;5;7.43709;46.95183;18;0.7;565.7;49.5;RTCMEZ;2024;12;12;12;56;48;SENSORDATA;1.57;77.19;1.61;79.04;1.33;78.68;1.15;80.09;1.49;END;43008
4640;GPS;RMC;2024;12;12;GPS;GGA;10;57;6;7.43708;46.95183;19;0.7;565.8;49.5;RTCMEZ;2024;12;12;12;56;49;SENSORDATA;1.52;77.14;1.62;79.02;1.36;78.65;1.22;80.17;1.49;END;43009
4641;GPS;RMC;2024;12;12;GPS;GGA;10;57;7;7.43707;46.95183;19;0.7;566;49.5;RTCMEZ;2024;12;12;12;56;50;SENSORDATA;1.57;77.17;1.67;79.01;1.3;78.64;1.14;80.11;1.49;END;43010
4642;GPS;RMC;2024;12;12;GPS;GGA;10;57;9;7.43706;46.95185;19;0.7;566;49.5;RTCMEZ;2024;12;12;12;56;52;SENSORDATA;1.55;77.12;1.6;78.99;1.32;78.61;1.19;80.09;1.49;END;43012
4643;GPS;RMC;2024;12;12;GPS;GGA;10;57;10;7.43705;46.95185;19;0.7;566;49.5;RTCMEZ;2024;12;12;12;56;53;SENSORDATA;1.49;77.06;1.62;78.96;1.29;78.65;1.14;80.1;1.49;END;43013
4644;GPS;RMC;2024;12;12;GPS;GGA;10;57;11;7.43704;46.95186;19;0.7;566;49.5;RTCMEZ;2024;12;12;12;56;54;SENSORDATA;1.54;77.07;1.58;78.94;1.32;78.58;1.14;80.13;1.49;END;43014
4645;GPS;RMC;2024;12;12;GPS;GGA;10;57;12;7.43703;46.95186;19;0.7;566;49.5;RTCMEZ;2024;12;12;12;56;55;SENSORDATA;1.51;77.03;1.61;78.94;1.32;78.64;1.17;80.08;1.49;END;43015
4646;GPS;RMC;2024;12;12;GPS;GGA;10;57;13;7.43702;46.95187;19;0.7;566;49.5;RTCMEZ;2024;12;12;12;56;56;SENSORDATA;1.52;77.01;1.58;78.92;1.27;78.65;1.17;80.06;1.49;END;43016
4647;GPS;RMC;2024;12;12;GPS;GGA;10;57;15;7.43701;46.95188;18;0.7;566.1;49.5;RTCMEZ;2024;12;12;12;56;58;SENSORDATA;1.51;76.98;1.61;78.92;1.29;78.6;1.18;80.12;1.49;END;43018
4648;GPS;RMC;2024;12;12;GPS;GGA;10;57;16;7.437;46.95189;18;0.7;566.1;49.5;RTCMEZ;2024;12;12;12;56;59;SENSORDATA;1.47;77.01;1.64;78.88;1.3;78.62;1.18;80.05;1.49;END;43019
4649;GPS;RMC;2024;12;12;GPS;GGA;10;57;17;7.437;46.9519;18;0.7;566.3;49.5;RTCMEZ;2024;12;12;12;57;0;SENSORDATA;1.48;76.98;1.6;78.88;1.3;78.52;1.17;80.07;1.49;END;43020
4650;GPS;RMC;2024;12;12;GPS;GGA;10;57;18;7.43699;46.9519;18;0.7;566.4;49.5;RTCMEZ;2024;12;12;12;57;1;SENSORDATA;1.47;77.02;1.58;78.86;1.29;78.47;1.15;80.04;1.49;END;43021
4651;GPS;RMC;2024;12;12;GPS;GGA;10;57;19;7.43698;46.95191;18;0.7;566.4;49.5;RTCMEZ;2024;12;12;12;57;3;SENSORDATA;1.47;76.94;1.58;78.87;1.34;78.45;1.12;80;1.49;END;43023
4652;GPS;RMC;2024;12;12;GPS;GGA;10;57;21;7.43697;46.95192;19;0.7;566.3;49.5;RTCMEZ;2024;12;12;12;57;4;SENSORDATA;1.52;76.91;1.58;78.82;1.27;78.48;1.15;79.93;1.49;END;43024
4653;GPS;RMC;2024;12;12;GPS;GGA;10;57;22;7.43696;46.95192;19;0.7;566.2;49.5;RTCMEZ;2024;12;12;12;57;5;SENSORDATA;1.49;76.94;1.61;78.81;1.29;78.41;1.14;80;1.49;END;43025
4654;GPS;RMC;2024;12;12;GPS;GGA;10;57;23;7.43696;46.95193;19;0.7;566.2;49.5;RTCMEZ;2024;12;12;12;57;6;SENSORDATA;1.45;76.92;1.58;78.78;1.24;78.47;1.12;79.96;1.49;END;43026
4655;GPS;RMC;2024;12;12;GPS;GGA;10;57;24;7.43695;46.95193;19;0.7;566.2;49.5;RTCMEZ;2024;12;12;12;57;7;SENSORDATA;1.48;76.96;1.61;78.83;1.27;78.4;1.12;79.96;1.49;END;43027
4656;GPS;RMC;2024;12;12;GPS;GGA;10;57;26;7.43693;46.95195;19;0.7;566.1;49.5;RTCMEZ;2024;12;12;12;57;9;SENSORDATA;1.49;76.89;1.6;78.76;1.29;78.38;1.17;80.03;1.49;END;43029
4657;GPS;RMC;2024;12;12;GPS;GGA;10;57;27;7.43692;46.95195;19;0.7;566;49.5;RTCMEZ;2024;12;12;12;57;10;SENSORDATA;1.52;76.85;1.55;78.8;1.32;78.42;1.11;80.05;1.49;END;43030
4658;GPS;RMC;2024;12;12;GPS;GGA;10;57;28;7.43692;46.95196;19;0.7;565.7;49.5;RTCMEZ;2024;12;12;12;57;11;SENSORDATA;1.49;76.96;1.58;78.78;1.29;78.48;1.18;80.06;1.49;END;43031
4659;GPS;RMC;2024;12;12;GPS;GGA;10;57;29;7.43691;46.95196;19;0.7;565.4;49.5;RTCMEZ;2024;12;12;12;57;12;SENSORDATA;1.48;76.9;1.57;78.82;1.3;78.54;1.17;80.18;1.49;END;43032
4660;GPS;RMC;2024;12;12;GPS;GGA;10;57;30;7.4369;46.95197;19;0.7;565.2;49.5;RTCMEZ;2024;12;12;12;57;13;SENSORDATA;1.49;76.98;1.54;78.86;1.29;78.59;1.15;80.21;1.49;END;43033
4661;GPS;RMC;2024;12;12;GPS;GGA;10;57;32;7.43688;46.95199;18;0.7;565.4;49.5;RTCMEZ;2024;12;12;12;57;15;SENSORDATA;1.45;77.02;1.58;78.9;1.29;78.68;1.19;80.36;1.49;END;43035
4662;GPS;RMC;2024;12;12;GPS;GGA;10;57;33;7.43687;46.95199;18;0.7;565.3;49.5;RTCMEZ;2024;12;12;12;57;16;SENSORDATA;1.49;77.09;1.6;78.95;1.27;78.76;1.15;80.34;1.49;END;43036
4663;GPS;RMC;2024;12;12;GPS;GGA;10;57;34;7.43686;46.952;18;0.7;565.3;49.5;RTCMEZ;2024;12;12;12;57;17;SENSORDATA;1.47;77.1;1.55;78.93;1.29;78.72;1.18;80.38;1.49;END;43037
4664;GPS;RMC;2024;12;12;GPS;GGA;10;57;35;7.43684;46.95201;18;0.7;565.1;49.5;RTCMEZ;2024;12;12;12;57;18;SENSORDATA;1.45;77.17;1.55;78.97;1.26;78.73;1.15;80.4;1.49;END;43038
4665;GPS;RMC;2024;12;12;GPS;GGA;10;57;36;7.43683;46.95201;19;0.7;565;49.5;RTCMEZ;2024;12;12;12;57;20;SENSORDATA;1.48;77.07;1.57;78.93;1.29;78.67;1.18;80.4;1.49;END;43040
4666;GPS;RMC;2024;12;12;GPS;GGA;10;57;38;7.43681;46.95203;18;0.7;564.4;49.5;RTCMEZ;2024;12;12;12;57;21;SENSORDATA;1.49;77.04;1.6;78.92;1.27;78.71;1.18;80.41;1.49;END;43041
4667;GPS;RMC;2024;12;12;GPS;GGA;10;57;39;7.4368;46.95203;18;0.7;564.1;49.5;RTCMEZ;2024;12;12;12;57;22;SENSORDATA;1.44;77.06;1.57;78.89;1.29;78.69;1.18;80.35;1.49;END;43042
4668;GPS;RMC;2024;12;12;GPS;GGA;10;57;40;7.43679;46.95204;18;0.7;563.6;49.5;RTCMEZ;2024;12;12;12;57;23;SENSORDATA;1.49;76.99;1.58;78.89;1.29;78.68;1.18;80.32;1.49;END;43043
4669;GPS;RMC;2024;12;12;GPS;GGA;10;57;41;7.43678;46.95204;18;0.7;563.3;49.5;RTCMEZ;2024;12;12;12;57;24;SENSORDATA;1.45;77.03;1.54;78.83;1.3;78.61;1.15;80.3;1.49;END;43044
4670;GPS;RMC;2024;12;12;GPS;GGA;10;57;42;7.43677;46.95205;18;0.7;563;49.5;RTCMEZ;2024;12;12;12;57;26;SENSORDATA;1.42;77.01;1.6;78.83;1.29;78.63;1.15;80.29;1.49;END;43046
4671;GPS;RMC;2024;12;12;GPS;GGA;10;57;44;7.43675;46.95207;18;0.7;562.7;49.5;RTCMEZ;2024;12;12;12;57;27;SENSORDATA;1.49;76.94;1.6;78.76;1.27;78.58;1.17;80.3;1.49;END;43047
4672;GPS;RMC;2024;12;12;GPS;GGA;10;57;45;7.43674;46.95207;18;0.7;562.8;49.5;RTCMEZ;2024;12;12;12;57;28;SENSORDATA;1.41;76.96;1.55;78.76;1.29;78.7;1.12;80.34;1.49;END;43048
4673;GPS;RMC;2024;12;12;GPS;GGA;10;57;46;7.43673;46.95208;18;0.7;562.7;49.5;RTCMEZ;2024;12;12;12;57;29;SENSORDATA;1.44;76.94;1.57;78.76;1.3;78.68;1.18;80.35;1.49;END;43049
4674;GPS;RMC;2024;12;12;GPS;GGA;10;57;47;7.43672;46.95209;18;0.7;562.6;49.5;RTCMEZ;2024;12;12;12;57;30;SENSORDATA;1.45;76.98;1.57;78.81;1.32;78.79;1.17;80.44;1.49;END;43050
4675;GPS;RMC;2024;12;12;GPS;GGA;10;57;49;7.43669;46.9521;18;0.7;562.3;49.5;RTCMEZ;2024;12;12;12;57;32;SENSORDATA;1.44;77.02;1.55;78.9;1.3;78.86;1.18;80.46;1.49;END;43052
4676;GPS;RMC;2024;12;12;GPS;GGA;10;57;50;7.43668;46.95211;18;0.7;562.2;49.5;RTCMEZ;2024;12;12;12;57;33;SENSORDATA;1.41;77.08;1.55;78.96;1.26;78.87;1.14;80.45;1.49;END;43053
4677;GPS;RMC;2024;12;12;GPS;GGA;10;57;51;7.43667;46.95211;18;0.7;562.1;49.5;RTCMEZ;2024;12;12;12;57;34;SENSORDATA;1.44;77.16;1.54;78.96;1.32;78.88;1.11;80.34;1.49;END;43054
4678;GPS;RMC;2024;12;12;GPS;GGA;10;57;52;7.43666;46.95212;18;0.7;562.1;49.5;RTCMEZ;2024;12;12;12;57;35;SENSORDATA;1.41;77.21;1.55;78.96;1.29;78.83;1.11;80.34;1.49;END;43055
4679;GPS;RMC;2024;12;12;GPS;GGA;10;57;53;7.43665;46.95212;18;0.7;562;49.5;RTCMEZ;2024;12;12;12;57;37;SENSORDATA;1.48;77.19;1.54;79.01;1.24;78.78;1.14;80.34;1.49;END;43057
4680;GPS;RMC;2024;12;12;GPS;GGA;10;57;55;7.43663;46.95214;18;0.7;561.3;49.5;RTCMEZ;2024;12;12;12;57;38;SENSORDATA;1.44;77.15;1.53;78.97;1.26;78.76;1.12;80.28;1.49;END;43058
4681;GPS;RMC;2024;12;12;GPS;GGA;10;57;56;7.43662;46.95214;18;0.7;560.9;49.5;RTCMEZ;2024;12;12;12;57;39;SENSORDATA;1.41;77.09;1.53;78.94;1.26;78.72;1.14;80.2;1.49;END;43059
