Messung;GPS;RMC;Jahr;Monat;Tag;GPS_1;GGA;Stunde;Minute;Sekunde;Longitude;Latitud;X;XX;Height;XXX;RTCMEZ;Jahr_Gerät;Monat_Gerät;Tag_Gerät;Stunde_Gerät;Minute_Gerät;Sekunde_Gerät;SENSORDATA;Sensor 0.5m;Sensor1_LF;Sensor 1m;Sensor2_LF;Sensor 2m;Sensor3_LF;Sensor 3m;Sensor4_LF;Sensor stationär;END;Time
4487;GPS;RMC;2024;12;12;GPS;GGA;10;54;1;7.43714;46.95168;17;0.7;573.7;49.5;RTCMEZ;2024;12;12;12;53;44;SENSORDATA;1.52;78.34;1.71;79.95;1.47;79.13;1.43;79.08;1.47;END;42824
4488;GPS;RMC;2024;12;12;GPS;GGA;10;54;2;7.43714;46.95168;17;0.7;573.7;49.5;RTCMEZ;2024;12;12;12;53;45;SENSORDATA;1.54;78.29;1.72;79.94;1.5;78.97;1.43;79.01;1.47;END;42825
4489;GPS;RMC;2024;12;12;GPS;GGA;10;54;4;7.43714;46.95168;17;0.7;573.7;49.5;RTCMEZ;2024;12;12;12;53;46;SENSORDATA;1.57;78.27;1.67;79.9;1.5;78.84;1.4;79.04;1.47;END;42826
4490;GPS;RMC;2024;12;12;GPS;GGA;10;54;5;7.43714;46.95168;17;0.7;573.7;49.5;RTCMEZ;2024;12;12;12;53;47;SENSORDATA;1.52;78.18;1.71;79.84;1.53;78.78;1.39;78.93;1.47;END;42827
4491;GPS;RMC;2024;12;12;GPS;GGA;10;54;6;7.43714;46.95168;17;0.7;573.7;49.5;RTCMEZ;2024;12;12;12;53;49;SENSORDATA;1.52;78.12;1.68;79.79;1.49;78.62;1.43;78.94;1.47;END;42829
4492;GPS;RMC;2024;12;12;GPS;GGA;10;54;7;7.43714;46.95168;17;0.7;573.7;49.5;RTCMEZ;2024;12;12;12;53;50;SENSORDATA;1.51;77.95;1.68;79.7;1.49;78.5;1.36;78.87;1.47;END;42830
4493;GPS;RMC;2024;12;12;GPS;GGA;10;54;8;7.43715;46.95168;17;0.7;573.4;49.5;RTCMEZ;2024;12;12;12;53;51;SENSORDATA;1.51;77.88;1.74;79.66;1.51;78.45;1.35;78.82;1.47;END;42831
4494;GPS;RMC;2024;12;12;GPS;GGA;10;54;10;7.43716;46.95168;17;0.7;573.1;49.5;RTCMEZ;2024;12;12;12;53;52;SENSORDATA;1.52;77.83;1.68;79.59;1.47;78.33;1.38;78.82;1.47;END;42832
4495;GPS;RMC;2024;12;12;GPS;GGA;10;54;11;7.43717;46.95168;17;0.7;572.7;49.5;RTCMEZ;2024;12;12;12;53;53;SENSORDATA;1.54;77.79;1.71;79.52;1.49;78.2;1.36;78.76;1.47;END;42833
4496;GPS;RMC;2024;12;12;GPS;GGA;10;54;12;7.43719;46.95167;17;0.7;572.3;49.5;RTCMEZ;2024;12;12;12;53;55;SENSORDATA;1.51;77.73;1.74;79.49;1.5;78.15;1.38;78.77;1.47;END;42835
4497;GPS;RMC;2024;12;12;GPS;GGA;10;54;13;7.4372;46.95167;17;0.7;572.1;49.5;RTCMEZ;2024;12;12;12;53;56;SENSORDATA;1.59;77.65;1.65;79.45;1.49;78.11;1.4;78.73;1.47;END;42836
4498;GPS;RMC;2024;12;12;GPS;GGA;10;54;15;7.43723;46.95167;18;0.7;571.6;49.5;RTCMEZ;2024;12;12;12;53;57;SENSORDATA;1.51;77.61;1.72;79.44;1.51;78.13;1.36;78.76;1.47;END;42837
4499;GPS;RMC;2024;12;12;GPS;GGA;10;54;16;7.43725;46.95166;18;0.7;571.5;49.5;RTCMEZ;2024;12;12;12;53;58;SENSORDATA;1.55;77.63;1.75;79.42;1.47;78.1;1.34;78.86;1.47;END;42838
4500;GPS;RMC;2024;12;12;GPS;GGA;10;54;17;7.43727;46.95166;18;0.7;571.6;49.5;RTCMEZ;2024;12;12;12;53;59;SENSORDATA;1.52;77.57;1.68;79.42;1.49;78.12;1.38;78.89;1.47;END;42839
4501;GPS;RMC;2024;12;12;GPS;GGA;10;54;18;7.43728;46.95166;18;0.7;571.6;49.5;RTCMEZ;2024;12;12;12;54;1;SENSORDATA;1.52;77.57;1.72;79.46;1.49;78.12;1.34;78.84;1.49;END;42841
4502;GPS;RMC;2024;12;12;GPS;GGA;10;54;19;7.4373;46.95166;18;0.7;571.7;49.5;RTCMEZ;2024;12;12;12;54;2;SENSORDATA;1.57;77.63;1.7;79.4;1.5;78.02;1.36;78.9;1.49;END;42842
4503;GPS;RMC;2024;12;12;GPS;GGA;10;54;21;7.43731;46.95167;18;0.7;571.7;49.5;RTCMEZ;2024;12;12;12;54;3;SENSORDATA;1.54;77.58;1.72;79.45;1.44;78.02;1.34;78.88;1.49;END;42843
4504;GPS;RMC;2024;12;12;GPS;GGA;10;54;22;7.43731;46.95167;18;0.7;571.7;49.5;RTCMEZ;2024;12;12;12;54;4;SENSORDATA;1.55;77.56;1.72;79.43;1.46;77.96;1.36;78.87;1.49;END;42844
4505;GPS;RMC;2024;12;12;GPS;GGA;10;54;23;7.43731;46.95167;18;0.7;571.6;49.5;RTCMEZ;2024;12;12;12;54;5;SENSORDATA;1.57;77.58;1.72;79.43;1.49;77.87;1.34;78.9;1.49;END;42845
4506;GPS;RMC;2024;12;12;GPS;GGA;10;54;24;7.43731;46.95167;18;0.7;571.6;49.5;RTCMEZ;2024;12;12;12;54;7;SENSORDATA;1.54;77.67;1.7;79.47;1.46;77.91;1.29;79;1.49;END;42847
4507;GPS;RMC;2024;12;12;GPS;GGA;10;54;25;7.4373;46.95166;18;0.7;571.9;49.5;RTCMEZ;2024;12;12;12;54;8;SENSORDATA;1.58;77.67;1.7;79.45;1.41;77.96;1.34;78.96;1.49;END;42848
4508;GPS;RMC;2024;12;12;GPS;GGA;10;54;27;7.43728;46.95166;18;0.7;571.9;49.5;RTCMEZ;2024;12;12;12;54;9;SENSORDATA;1.54;77.72;1.7;79.53;1.44;77.95;1.29;78.93;1.49;END;42849
4509;GPS;RMC;2024;12;12;GPS;GGA;10;54;28;7.43728;46.95166;18;0.7;571.9;49.5;RTCMEZ;2024;12;12;12;54;10;SENSORDATA;1.55;77.77;1.7;79.53;1.46;77.98;1.32;79.04;1.49;END;42850
4510;GPS;RMC;2024;12;12;GPS;GGA;10;54;29;7.43728;46.95166;18;0.7;571.9;49.5;RTCMEZ;2024;12;12;12;54;12;SENSORDATA;1.51;77.8;1.74;79.57;1.51;77.94;1.31;79.05;1.49;END;42852
4511;GPS;RMC;2024;12;12;GPS;GGA;10;54;30;7.43728;46.95166;18;0.7;571.9;49.5;RTCMEZ;2024;12;12;12;54;13;SENSORDATA;1.55;77.82;1.67;79.59;1.49;77.98;1.29;79.07;1.49;END;42853
4512;GPS;RMC;2024;12;12;GPS;GGA;10;54;31;7.43728;46.95166;18;0.7;571.9;49.5;RTCMEZ;2024;12;12;12;54;14;SENSORDATA;1.54;77.89;1.71;79.55;1.44;77.9;1.32;79.12;1.49;END;42854
4513;GPS;RMC;2024;12;12;GPS;GGA;10;54;33;7.43726;46.95166;18;0.7;572.1;49.5;RTCMEZ;2024;12;12;12;54;15;SENSORDATA;1.55;77.86;1.7;79.55;1.44;77.98;1.32;79.11;1.49;END;42855
4514;GPS;RMC;2024;12;12;GPS;GGA;10;54;34;7.43725;46.95167;18;0.7;572.1;49.5;RTCMEZ;2024;12;12;12;54;16;SENSORDATA;1.49;77.92;1.7;79.52;1.44;77.98;1.31;79.06;1.49;END;42856
4515;GPS;RMC;2024;12;12;GPS;GGA;10;54;35;7.43723;46.95167;18;0.7;572.1;49.5;RTCMEZ;2024;12;12;12;54;18;SENSORDATA;1.57;77.92;1.68;79.52;1.41;77.95;1.28;79.17;1.49;END;42858
4516;GPS;RMC;2024;12;12;GPS;GGA;10;54;36;7.43721;46.95168;18;0.7;572.2;49.5;RTCMEZ;2024;12;12;12;54;19;SENSORDATA;1.54;77.89;1.74;79.52;1.41;77.88;1.29;79.04;1.49;END;42859
4517;GPS;RMC;2024;12;12;GPS;GGA;10;54;37;7.4372;46.95168;18;0.7;572.1;49.5;RTCMEZ;2024;12;12;12;54;20;SENSORDATA;1.55;77.9;1.68;79.54;1.41;77.88;1.27;79.07;1.49;END;42860
4518;GPS;RMC;2024;12;12;GPS;GGA;10;54;39;7.43718;46.95169;18;0.7;572.1;49.5;RTCMEZ;2024;12;12;12;54;21;SENSORDATA;1.57;77.95;1.75;79.52;1.43;77.85;1.27;79.05;1.49;END;42861
4519;GPS;RMC;2024;12;12;GPS;GGA;10;54;40;7.43718;46.95169;18;0.7;572.2;49.5;RTCMEZ;2024;12;12;12;54;22;SENSORDATA;1.52;77.9;1.72;79.54;1.4;77.89;1.28;79.05;1.49;END;42862
4520;GPS;RMC;2024;12;12;GPS;GGA;10;54;41;7.43718;46.95169;18;0.7;572.1;49.5;RTCMEZ;2024;12;12;12;54;24;SENSORDATA;1.58;77.9;1.71;79.53;1.44;77.95;1.29;79.09;1.49;END;42864
4521;GPS;RMC;2024;12;12;GPS;GGA;10;54;42;7.43718;46.95169;18;0.7;572.2;49.5;RTCMEZ;2024;12;12;12;54;25;SENSORDATA;1.57;77.86;1.7;79.42;1.41;77.95;1.29;79.16;1.49;END;42865
4522;GPS;RMC;2024;12;12;GPS;GGA;10;54;44;7.43718;46.95169;18;0.7;572.2;49.5;RTCMEZ;2024;12;12;12;54;26;SENSORDATA;1.54;77.85;1.68;79.43;1.41;78;1.29;79.31;1.49;END;42866
4523;GPS;RMC;2024;12;12;GPS;GGA;10;54;45;7.43718;46.95169;18;0.7;572.2;49.5;RTCMEZ;2024;12;12;12;54;27;SENSORDATA;1.55;77.79;1.68;79.45;1.47;78.11;1.28;79.31;1.49;END;42867
4524;GPS;RMC;2024;12;12;GPS;GGA;10;54;46;7.43718;46.95169;17;0.7;572.2;49.5;RTCMEZ;2024;12;12;12;54;29;SENSORDATA;1.57;77.79;1.68;79.36;1.43;78.19;1.28;79.4;1.49;END;42869
4525;GPS;RMC;2024;12;12;GPS;GGA;10;54;47;7.43718;46.95169;17;0.7;572.2;49.5;RTCMEZ;2024;12;12;12;54;30;SENSORDATA;1.55;77.67;1.7;79.31;1.46;78.24;1.29;79.43;1.49;END;42870
4526;GPS;RMC;2024;12;12;GPS;GGA;10;54;48;7.43718;46.95169;17;0.7;572.1;49.5;RTCMEZ;2024;12;12;12;54;31;SENSORDATA;1.57;77.67;1.71;79.33;1.43;78.41;1.28;79.62;1.49;END;42871
4527;GPS;RMC;2024;12;12;GPS;GGA;10;54;50;7.43718;46.95169;17;0.7;572.1;49.5;RTCMEZ;2024;12;12;12;54;32;SENSORDATA;1.55;77.61;1.67;79.25;1.46;78.46;1.32;79.67;1.49;END;42872
4528;GPS;RMC;2024;12;12;GPS;GGA;10;54;51;7.43718;46.95169;17;0.7;572;49.5;RTCMEZ;2024;12;12;12;54;33;SENSORDATA;1.57;77.61;1.74;79.25;1.46;78.63;1.28;79.83;1.49;END;42873
4529;GPS;RMC;2024;12;12;GPS;GGA;10;54;52;7.43718;46.95169;17;0.7;572;49.5;RTCMEZ;2024;12;12;12;54;35;SENSORDATA;1.55;77.54;1.72;79.25;1.41;78.78;1.27;79.84;1.49;END;42875
4530;GPS;RMC;2024;12;12;GPS;GGA;10;54;53;7.43718;46.95169;17;0.7;572;49.5;RTCMEZ;2024;12;12;12;54;36;SENSORDATA;1.57;77.56;1.7;79.21;1.47;78.89;1.27;79.82;1.49;END;42876
4531;GPS;RMC;2024;12;12;GPS;GGA;10;54;54;7.43718;46.95169;17;0.7;571.9;49.5;RTCMEZ;2024;12;12;12;54;37;SENSORDATA;1.54;77.53;1.7;79.25;1.46;79.04;1.28;79.72;1.49;END;42877
4532;GPS;RMC;2024;12;12;GPS;GGA;10;54;56;7.43718;46.95169;17;0.7;571.9;49.5;RTCMEZ;2024;12;12;12;54;38;SENSORDATA;1.58;77.6;1.75;79.22;1.46;79.07;1.31;79.69;1.49;END;42878
4533;GPS;RMC;2024;12;12;GPS;GGA;10;54;57;7.43718;46.95168;17;0.7;571.9;49.5;RTCMEZ;2024;12;12;12;54;39;SENSORDATA;1.52;77.54;1.71;79.28;1.41;79.12;1.27;79.67;1.49;END;42879
4534;GPS;RMC;2024;12;12;GPS;GGA;10;54;58;7.43718;46.95168;17;0.7;571.9;49.5;RTCMEZ;2024;12;12;12;54;41;SENSORDATA;1.57;77.58;1.74;79.31;1.47;79.15;1.28;79.65;1.49;END;42881
4535;GPS;RMC;2024;12;12;GPS;GGA;10;54;59;7.43718;46.95168;17;0.7;571.9;49.5;RTCMEZ;2024;12;12;12;54;42;SENSORDATA;1.57;77.64;1.68;79.27;1.49;79.14;1.29;79.58;1.49;END;42882
4536;GPS;RMC;2024;12;12;GPS;GGA;10;55;0;7.43718;46.95168;17;0.7;571.9;49.5;RTCMEZ;2024;12;12;12;54;43;SENSORDATA;1.58;77.71;1.72;79.31;1.5;79.06;1.28;79.57;1.49;END;42883
4537;GPS;RMC;2024;12;12;GPS;GGA;10;55;2;7.43718;46.95168;18;0.7;572;49.5;RTCMEZ;2024;12;12;12;54;44;SENSORDATA;1.59;77.76;1.7;79.33;1.44;79.04;1.29;79.5;1.49;END;42884
4538;GPS;RMC;2024;12;12;GPS;GGA;10;55;3;7.43718;46.95168;18;0.7;572;49.5;RTCMEZ;2024;12;12;12;54;45;SENSORDATA;1.57;77.82;1.7;79.34;1.47;78.98;1.32;79.54;1.49;END;42885
4539;GPS;RMC;2024;12;12;GPS;GGA;10;55;4;7.43718;46.95168;18;0.7;572;49.5;RTCMEZ;2024;12;12;12;54;47;SENSORDATA;1.61;77.88;1.72;79.37;1.46;78.88;1.29;79.5;1.49;END;42887
4540;GPS;RMC;2024;12;12;GPS;GGA;10;55;5;7.43718;46.95168;18;0.7;572;49.5;RTCMEZ;2024;12;12;12;54;48;SENSORDATA;1.58;77.9;1.71;79.4;1.47;78.84;1.28;79.47;1.49;END;42888
4541;GPS;RMC;2024;12;12;GPS;GGA;10;55;6;7.43718;46.95168;18;0.7;572.1;49.5;RTCMEZ;2024;12;12;12;54;49;SENSORDATA;1.59;77.91;1.7;79.48;1.47;78.77;1.27;79.39;1.49;END;42889
4542;GPS;RMC;2024;12;12;GPS;GGA;10;55;8;7.43718;46.95168;18;0.7;572.1;49.5;RTCMEZ;2024;12;12;12;54;50;SENSORDATA;1.57;77.94;1.74;79.41;1.41;78.65;1.27;79.39;1.49;END;42890
4543;GPS;RMC;2024;12;12;GPS;GGA;10;55;9;7.43718;46.95168;18;0.7;572.1;49.5;RTCMEZ;2024;12;12;12;54;52;SENSORDATA;1.59;78.04;1.7;79.43;1.43;78.59;1.29;79.37;1.49;END;42892
4544;GPS;RMC;2024;12;12;GPS;GGA;10;55;10;7.43718;46.95168;18;0.7;572.2;49.5;RTCMEZ;2024;12;12;12;54;53;SENSORDATA;1.61;78.1;1.71;79.45;1.43;78.52;1.34;79.3;1.49;END;42893
4545;GPS;RMC;2024;12;12;GPS;GGA;10;55;11;7.43718;46.95168;18;0.7;572.2;49.5;RTCMEZ;2024;12;12;12;54;54;SENSORDATA;1.59;78.1;1.72;79.53;1.41;78.43;1.25;79.34;1.49;END;42894
4546;GPS;RMC;2024;12;12;GPS;GGA;10;55;13;7.43718;46.95168;18;0.7;572.3;49.5;RTCMEZ;2024;12;12;12;54;55;SENSORDATA;1.57;78.18;1.75;79.54;1.43;78.39;1.25;79.25;1.49;END;42895
4547;GPS;RMC;2024;12;12;GPS;GGA;10;55;14;7.43718;46.95168;18;0.7;572.3;49.5;RTCMEZ;2024;12;12;12;54;56;SENSORDATA;1.55;78.17;1.7;79.55;1.46;78.39;1.28;79.28;1.49;END;42896
4548;GPS;RMC;2024;12;12;GPS;GGA;10;55;15;7.43718;46.95168;18;0.7;572.3;49.5;RTCMEZ;2024;12;12;12;54;58;SENSORDATA;1.57;78.2;1.78;79.58;1.44;78.31;1.25;79.24;1.49;END;42898
4549;GPS;RMC;2024;12;12;GPS;GGA;10;55;16;7.43718;46.95168;18;0.7;572.3;49.5;RTCMEZ;2024;12;12;12;54;59;SENSORDATA;1.61;78.15;1.68;79.57;1.44;78.25;1.29;79.23;1.49;END;42899
4550;GPS;RMC;2024;12;12;GPS;GGA;10;55;17;7.43718;46.95168;18;0.7;572.4;49.5;RTCMEZ;2024;12;12;12;55;0;SENSORDATA;1.52;78.22;1.7;79.62;1.43;78.19;1.25;79.22;1.49;END;42900
4551;GPS;RMC;2024;12;12;GPS;GGA;10;55;19;7.43718;46.95168;18;0.7;572.4;49.5;RTCMEZ;2024;12;12;12;55;1;SENSORDATA;1.55;78.2;1.71;79.59;1.49;78.12;1.29;79.26;1.49;END;42901
4552;GPS;RMC;2024;12;12;GPS;GGA;10;55;20;7.43718;46.95168;18;0.7;572.4;49.5;RTCMEZ;2024;12;12;12;55;2;SENSORDATA;1.57;78.18;1.7;79.56;1.46;78.1;1.27;79.2;1.49;END;42902
4553;GPS;RMC;2024;12;12;GPS;GGA;10;55;21;7.43718;46.95168;18;0.7;572.4;49.5;RTCMEZ;2024;12;12;12;55;4;SENSORDATA;1.59;78.15;1.75;79.51;1.4;77.97;1.25;79.19;1.49;END;42904
4554;GPS;RMC;2024;12;12;GPS;GGA;10;55;22;7.43718;46.95168;18;0.7;572.4;49.5;RTCMEZ;2024;12;12;12;55;5;SENSORDATA;1.55;78.08;1.72;79.53;1.41;77.96;1.28;79.2;1.49;END;42905
4555;GPS;RMC;2024;12;12;GPS;GGA;10;55;23;7.43718;46.95168;18;0.7;572.4;49.5;RTCMEZ;2024;12;12;12;55;6;SENSORDATA;1.59;78.1;1.72;79.52;1.37;77.96;1.28;79.19;1.49;END;42906
4556;GPS;RMC;2024;12;12;GPS;GGA;10;55;25;7.43718;46.95168;18;0.7;572.4;49.5;RTCMEZ;2024;12;12;12;55;7;SENSORDATA;1.57;78.02;1.74;79.43;1.46;77.89;1.28;79.17;1.49;END;42907
4557;GPS;RMC;2024;12;12;GPS;GGA;10;55;26;7.43718;46.95168;18;0.7;572.4;49.5;RTCMEZ;2024;12;12;12;55;8;SENSORDATA;1.57;78.05;1.72;79.4;1.46;77.78;1.28;79.22;1.49;END;42908
4558;GPS;RMC;2024;12;12;GPS;GGA;10;55;27;7.43718;46.95168;18;0.7;572.4;49.5;RTCMEZ;2024;12;12;12;55;10;SENSORDATA;1.59;78.02;1.74;79.37;1.41;77.8;1.21;79.16;1.49;END;42910
4559;GPS;RMC;2024;12;12;GPS;GGA;10;55;28;7.43718;46.95168;18;0.7;572.5;49.5;RTCMEZ;2024;12;12;12;55;11;SENSORDATA;1.58;78;1.7;79.28;1.4;77.74;1.24;79.16;1.49;END;42911
4560;GPS;RMC;2024;12;12;GPS;GGA;10;55;29;7.43718;46.95168;18;0.7;572.5;49.5;RTCMEZ;2024;12;12;12;55;12;SENSORDATA;1.59;78.01;1.71;79.28;1.4;77.79;1.25;79.21;1.49;END;42912
4561;GPS;RMC;2024;12;12;GPS;GGA;10;55;31;7.43718;46.95168;18;0.7;572.5;49.5;RTCMEZ;2024;12;12;12;55;13;SENSORDATA;1.58;78.02;1.71;79.27;1.39;77.75;1.27;79.14;1.49;END;42913
4562;GPS;RMC;2024;12;12;GPS;GGA;10;55;32;7.43718;46.95168;18;0.7;572.5;49.5;RTCMEZ;2024;12;12;12;55;15;SENSORDATA;1.59;77.99;1.71;79.27;1.4;77.74;1.27;79.15;1.49;END;42915
4563;GPS;RMC;2024;12;12;GPS;GGA;10;55;33;7.43718;46.95168;18;0.7;572.5;49.5;RTCMEZ;2024;12;12;12;55;16;SENSORDATA;1.59;78.02;1.71;79.3;1.41;77.76;1.25;79.08;1.49;END;42916
4564;GPS;RMC;2024;12;12;GPS;GGA;10;55;34;7.43718;46.95168;18;0.7;572.5;49.5;RTCMEZ;2024;12;12;12;55;17;SENSORDATA;1.58;77.99;1.71;79.29;1.37;77.68;1.29;79.14;1.49;END;42917
4565;GPS;RMC;2024;12;12;GPS;GGA;10;55;35;7.43718;46.95168;18;0.7;572.6;49.5;RTCMEZ;2024;12;12;12;55;18;SENSORDATA;1.59;78.08;1.74;79.3;1.4;77.67;1.22;79.12;1.49;END;42918
4566;GPS;RMC;2024;12;12;GPS;GGA;10;55;37;7.43718;46.95168;18;0.7;572.6;49.5;RTCMEZ;2024;12;12;12;55;19;SENSORDATA;1.57;78.05;1.71;79.3;1.36;77.63;1.27;79.14;1.49;END;42919
4567;GPS;RMC;2024;12;12;GPS;GGA;10;55;38;7.43718;46.95168;18;0.7;572.6;49.5;RTCMEZ;2024;12;12;12;55;21;SENSORDATA;1.54;78.05;1.74;79.36;1.39;77.64;1.19;79.13;1.49;END;42921
4568;GPS;RMC;2024;12;12;GPS;GGA;10;55;39;7.43718;46.95168;18;0.7;572.6;49.5;RTCMEZ;2024;12;12;12;55;22;SENSORDATA;1.57;78.08;1.7;79.35;1.41;77.61;1.19;79.09;1.49;END;42922
4569;GPS;RMC;2024;12;12;GPS;GGA;10;55;40;7.43718;46.95168;18;0.7;572.6;49.5;RTCMEZ;2024;12;12;12;55;23;SENSORDATA;1.58;78.08;1.7;79.31;1.39;77.55;1.21;79.14;1.49;END;42923
4570;GPS;RMC;2024;12;12;GPS;GGA;10;55;41;7.43718;46.95168;18;0.7;572.6;49.5;RTCMEZ;2024;12;12;12;55;24;SENSORDATA;1.57;78.1;1.7;79.32;1.41;77.61;1.27;79.11;1.49;END;42924
4571;GPS;RMC;2024;12;12;GPS;GGA;10;55;43;7.43718;46.95168;18;0.7;572.6;49.5;RTCMEZ;2024;12;12;12;55;25;SENSORDATA;1.62;78.09;1.71;79.37;1.4;77.63;1.21;79.17;1.49;END;42925
4572;GPS;RMC;2024;12;12;GPS;GGA;10;55;44;7.43718;46.95168;18;0.7;572.6;49.5;RTCMEZ;2024;12;12;12;55;27;SENSORDATA;1.59;78.18;1.71;79.44;1.41;77.56;1.24;79.14;1.49;END;42927
