Messung;GPS;RMC;Jahr;Monat;Tag;GPS_1;GGA;Stunde;Minute;Sekunde;Longitude;Latitud;X;XX;Height;XXX;RTCMEZ;Jahr_Gerät;Monat_Gerät;Tag_Gerät;Stunde_Gerät;Minute_Gerät;Sekunde_Gerät;SENSORDATA;Sensor 0.5m;Sensor1_LF;Sensor 1m;Sensor2_LF;Sensor 2m;Sensor3_LF;Sensor 3m;Sensor4_LF;Sensor stationär;END;Time
4971;GPS;RMC;2024;12;12;GPS;GGA;11;3;49;7.43735;46.95168;19;0.7;569.9;49.5;RTCMEZ;2024;12;12;13;3;31;SENSORDATA;1.34;77.54;1.42;79.57;1.24;78.44;1.22;79.82;1.49;END;43411
4972;GPS;RMC;2024;12;12;GPS;GGA;11;3;50;7.43736;46.95169;19;0.7;569.9;49.5;RTCMEZ;2024;12;12;13;3;32;SENSORDATA;1.37;77.58;1.42;79.59;1.24;78.48;1.17;79.82;1.49;END;43412
4973;GPS;RMC;2024;12;12;GPS;GGA;11;3;51;7.43735;46.9517;19;0.7;569.8;49.5;RTCMEZ;2024;12;12;13;3;34;SENSORDATA;1.35;77.47;1.4;79.54;1.23;78.47;1.21;79.85;1.49;END;43414
4974;GPS;RMC;2024;12;12;GPS;GGA;11;3;53;7.43734;46.95172;19;0.7;569.8;49.5;RTCMEZ;2024;12;12;13;3;35;SENSORDATA;1.35;77.46;1.39;79.46;1.3;78.44;1.17;79.73;1.49;END;43415
4975;GPS;RMC;2024;12;12;GPS;GGA;11;3;54;7.43734;46.95172;19;0.7;569.8;49.5;RTCMEZ;2024;12;12;13;3;36;SENSORDATA;1.37;77.43;1.37;79.4;1.23;78.45;1.14;79.8;1.49;END;43416
4976;GPS;RMC;2024;12;12;GPS;GGA;11;3;55;7.43734;46.95172;19;0.7;569.8;49.5;RTCMEZ;2024;12;12;13;3;37;SENSORDATA;1.35;77.53;1.44;79.49;1.27;78.51;1.18;79.82;1.49;END;43417
4977;GPS;RMC;2024;12;12;GPS;GGA;11;3;56;7.43734;46.95172;19;0.7;569.8;49.5;RTCMEZ;2024;12;12;13;3;38;SENSORDATA;1.37;77.5;1.44;79.45;1.24;78.48;1.18;79.84;1.49;END;43418
4978;GPS;RMC;2024;12;12;GPS;GGA;11;3;57;7.43733;46.95173;19;0.7;569.2;49.5;RTCMEZ;2024;12;12;13;3;40;SENSORDATA;1.34;77.47;1.43;79.54;1.27;78.45;1.19;79.86;1.49;END;43420
4979;GPS;RMC;2024;12;12;GPS;GGA;11;3;59;7.4373;46.95175;19;0.7;568;49.5;RTCMEZ;2024;12;12;13;3;41;SENSORDATA;1.35;77.55;1.43;79.51;1.24;78.49;1.19;79.98;1.49;END;43421
4980;GPS;RMC;2024;12;12;GPS;GGA;11;4;0;7.43729;46.95175;19;0.7;567.3;49.5;RTCMEZ;2024;12;12;13;3;42;SENSORDATA;1.37;77.51;1.4;79.52;1.29;78.47;1.21;79.98;1.49;END;43422
4981;GPS;RMC;2024;12;12;GPS;GGA;11;4;1;7.43727;46.95176;19;0.7;567.1;49.5;RTCMEZ;2024;12;12;13;3;43;SENSORDATA;1.35;77.51;1.42;79.52;1.24;78.58;1.18;79.98;1.49;END;43423
4982;GPS;RMC;2024;12;12;GPS;GGA;11;4;2;7.43726;46.95177;19;0.7;566.7;49.5;RTCMEZ;2024;12;12;13;3;45;SENSORDATA;1.32;77.54;1.43;79.55;1.26;78.59;1.19;80.07;1.49;END;43425
4983;GPS;RMC;2024;12;12;GPS;GGA;11;4;3;7.43724;46.95177;19;0.7;566.2;49.5;RTCMEZ;2024;12;12;13;3;46;SENSORDATA;1.39;77.53;1.4;79.54;1.27;78.63;1.21;80.13;1.49;END;43426
4984;GPS;RMC;2024;12;12;GPS;GGA;11;4;5;7.43721;46.95179;19;0.7;565.2;49.5;RTCMEZ;2024;12;12;13;3;47;SENSORDATA;1.37;77.59;1.4;79.55;1.29;78.68;1.25;80.17;1.49;END;43427
4985;GPS;RMC;2024;12;12;GPS;GGA;11;4;6;7.4372;46.95179;19;0.7;565;49.5;RTCMEZ;2024;12;12;13;3;48;SENSORDATA;1.34;77.6;1.43;79.59;1.27;78.74;1.25;80.21;1.49;END;43428
4986;GPS;RMC;2024;12;12;GPS;GGA;11;4;7;7.43719;46.9518;19;0.7;564.9;49.5;RTCMEZ;2024;12;12;13;3;49;SENSORDATA;1.37;77.54;1.42;79.51;1.24;78.78;1.24;80.25;1.49;END;43429
4987;GPS;RMC;2024;12;12;GPS;GGA;11;4;8;7.43717;46.95181;19;0.7;564.7;49.5;RTCMEZ;2024;12;12;13;3;51;SENSORDATA;1.38;77.49;1.36;79.62;1.3;78.7;1.18;80.3;1.49;END;43431
4988;GPS;RMC;2024;12;12;GPS;GGA;11;4;9;7.43715;46.95182;19;0.7;564.7;49.5;RTCMEZ;2024;12;12;13;3;52;SENSORDATA;1.34;77.59;1.43;79.58;1.3;78.73;1.24;80.24;1.49;END;43432
4989;GPS;RMC;2024;12;12;GPS;GGA;11;4;11;7.43713;46.95183;19;0.7;564.8;49.5;RTCMEZ;2024;12;12;13;3;53;SENSORDATA;1.37;77.54;1.4;79.57;1.22;78.78;1.22;80.32;1.49;END;43433
4990;GPS;RMC;2024;12;12;GPS;GGA;11;4;12;7.43712;46.95184;19;0.7;564.5;49.5;RTCMEZ;2024;12;12;13;3;54;SENSORDATA;1.35;77.55;1.44;79.58;1.32;78.78;1.18;80.26;1.49;END;43434
4991;GPS;RMC;2024;12;12;GPS;GGA;11;4;13;7.4371;46.95185;19;0.7;564.5;49.5;RTCMEZ;2024;12;12;13;3;55;SENSORDATA;1.34;77.56;1.39;79.55;1.3;78.81;1.24;80.26;1.49;END;43435
4992;GPS;RMC;2024;12;12;GPS;GGA;11;4;14;7.43709;46.95186;19;0.7;564.1;49.5;RTCMEZ;2024;12;12;13;3;57;SENSORDATA;1.35;77.62;1.39;79.5;1.24;78.78;1.18;80.26;1.49;END;43437
4993;GPS;RMC;2024;12;12;GPS;GGA;11;4;16;7.43706;46.95188;19;0.7;564;49.5;RTCMEZ;2024;12;12;13;3;58;SENSORDATA;1.32;77.46;1.42;79.48;1.26;78.74;1.19;80.31;1.49;END;43438
4994;GPS;RMC;2024;12;12;GPS;GGA;11;4;17;7.43704;46.95188;19;0.7;563.7;49.5;RTCMEZ;2024;12;12;13;3;59;SENSORDATA;1.38;77.52;1.4;79.54;1.3;78.8;1.18;80.27;1.49;END;43439
4995;GPS;RMC;2024;12;12;GPS;GGA;11;4;18;7.43703;46.95189;19;0.7;563.7;49.5;RTCMEZ;2024;12;12;13;4;0;SENSORDATA;1.38;77.44;1.39;79.53;1.27;78.77;1.21;80.41;1.65;END;43440
4996;GPS;RMC;2024;12;12;GPS;GGA;11;4;19;7.43701;46.9519;19;0.7;563.6;49.5;RTCMEZ;2024;12;12;13;4;2;SENSORDATA;1.34;77.5;1.39;79.55;1.27;78.81;1.18;80.39;1.65;END;43442
4997;GPS;RMC;2024;12;12;GPS;GGA;11;4;20;7.437;46.95191;19;0.7;563.5;49.5;RTCMEZ;2024;12;12;13;4;3;SENSORDATA;1.32;77.48;1.42;79.55;1.34;78.85;1.22;80.55;1.65;END;43443
4998;GPS;RMC;2024;12;12;GPS;GGA;11;4;22;7.437;46.95191;19;0.7;563.7;49.5;RTCMEZ;2024;12;12;13;4;4;SENSORDATA;1.35;77.47;1.39;79.57;1.27;78.92;1.21;80.55;1.65;END;43444
4999;GPS;RMC;2024;12;12;GPS;GGA;11;4;23;7.437;46.95191;19;0.7;563.8;49.5;RTCMEZ;2024;12;12;13;4;5;SENSORDATA;1.35;77.53;1.42;79.56;1.26;78.96;1.22;80.67;1.65;END;43445
5000;GPS;RMC;2024;12;12;GPS;GGA;11;4;24;7.43698;46.95192;19;0.7;563.9;49.5;RTCMEZ;2024;12;12;13;4;6;SENSORDATA;1.37;77.56;1.42;79.59;1.27;78.99;1.25;80.67;1.65;END;43446
5001;GPS;RMC;2024;12;12;GPS;GGA;11;4;25;7.43697;46.95193;19;0.7;563.7;49.5;RTCMEZ;2024;12;12;13;4;8;SENSORDATA;1.34;77.54;1.4;79.61;1.32;79.01;1.22;80.66;1.65;END;43448
5002;GPS;RMC;2024;12;12;GPS;GGA;11;4;26;7.43695;46.95194;19;0.7;563.2;49.5;RTCMEZ;2024;12;12;13;4;9;SENSORDATA;1.34;77.61;1.34;79.63;1.3;79.07;1.24;80.64;1.65;END;43449
5003;GPS;RMC;2024;12;12;GPS;GGA;11;4;28;7.43692;46.95195;19;0.7;562.4;49.5;RTCMEZ;2024;12;12;13;4;10;SENSORDATA;1.35;77.65;1.44;79.7;1.29;79.08;1.24;80.64;1.65;END;43450
5004;GPS;RMC;2024;12;12;GPS;GGA;11;4;29;7.4369;46.95196;19;0.7;562.3;49.5;RTCMEZ;2024;12;12;13;4;11;SENSORDATA;1.32;77.7;1.39;79.76;1.33;79.09;1.24;80.64;1.65;END;43451
5005;GPS;RMC;2024;12;12;GPS;GGA;11;4;30;7.43689;46.95198;19;0.7;562.3;49.5;RTCMEZ;2024;12;12;13;4;12;SENSORDATA;1.34;77.8;1.43;79.83;1.27;79.18;1.19;80.68;1.65;END;43452
5006;GPS;RMC;2024;12;12;GPS;GGA;11;4;31;7.43687;46.95198;19;0.7;562.1;49.5;RTCMEZ;2024;12;12;13;4;14;SENSORDATA;1.35;77.86;1.37;79.81;1.32;79.24;1.24;80.68;1.65;END;43454
5007;GPS;RMC;2024;12;12;GPS;GGA;11;4;32;7.43685;46.95199;19;0.7;561.5;49.5;RTCMEZ;2024;12;12;13;4;15;SENSORDATA;1.26;77.84;1.34;79.8;1.32;79.25;1.22;80.7;1.65;END;43455
5008;GPS;RMC;2024;12;12;GPS;GGA;11;4;34;7.43682;46.952;19;0.7;560.8;49.5;RTCMEZ;2024;12;12;13;4;16;SENSORDATA;1.35;77.82;1.4;79.82;1.3;79.21;1.24;80.6;1.65;END;43456
5009;GPS;RMC;2024;12;12;GPS;GGA;11;4;35;7.43681;46.952;19;0.7;560.4;49.5;RTCMEZ;2024;12;12;13;4;17;SENSORDATA;1.35;77.79;1.4;79.83;1.29;79.2;1.24;80.62;1.65;END;43457
5010;GPS;RMC;2024;12;12;GPS;GGA;11;4;36;7.43679;46.95201;19;0.7;559.9;49.5;RTCMEZ;2024;12;12;13;4;19;SENSORDATA;1.34;77.73;1.39;79.81;1.26;79.22;1.18;80.6;1.65;END;43459
5011;GPS;RMC;2024;12;12;GPS;GGA;11;4;37;7.43678;46.95202;19;0.7;559.5;49.5;RTCMEZ;2024;12;12;13;4;20;SENSORDATA;1.31;77.74;1.36;79.72;1.27;79.15;1.21;80.58;1.65;END;43460
5012;GPS;RMC;2024;12;12;GPS;GGA;11;4;39;7.43675;46.95204;19;0.7;559.1;49.5;RTCMEZ;2024;12;12;13;4;21;SENSORDATA;1.35;77.73;1.36;79.71;1.27;79.05;1.19;80.51;1.65;END;43461
5013;GPS;RMC;2024;12;12;GPS;GGA;11;4;40;7.43674;46.95205;19;0.7;559;49.5;RTCMEZ;2024;12;12;13;4;22;SENSORDATA;1.37;77.73;1.39;79.74;1.29;79.07;1.19;80.44;1.65;END;43462
5014;GPS;RMC;2024;12;12;GPS;GGA;11;4;41;7.43672;46.95206;19;0.7;558.9;49.5;RTCMEZ;2024;12;12;13;4;23;SENSORDATA;1.31;77.69;1.37;79.73;1.26;78.99;1.19;80.39;1.65;END;43463
5015;GPS;RMC;2024;12;12;GPS;GGA;11;4;42;7.4367;46.95207;19;0.7;558.8;49.5;RTCMEZ;2024;12;12;13;4;25;SENSORDATA;1.32;77.58;1.39;79.66;1.27;78.94;1.19;80.37;1.65;END;43465
5016;GPS;RMC;2024;12;12;GPS;GGA;11;4;43;7.43669;46.95208;19;0.7;558.5;49.5;RTCMEZ;2024;12;12;13;4;26;SENSORDATA;1.34;77.61;1.42;79.63;1.27;78.86;1.21;80.24;1.65;END;43466
5017;GPS;RMC;2024;12;12;GPS;GGA;11;4;45;7.43666;46.95209;19;0.7;558.3;49.5;RTCMEZ;2024;12;12;13;4;27;SENSORDATA;1.32;77.59;1.4;79.66;1.3;78.87;1.19;80.22;1.65;END;43467
5018;GPS;RMC;2024;12;12;GPS;GGA;11;4;46;7.43664;46.9521;19;0.7;558.2;49.5;RTCMEZ;2024;12;12;13;4;28;SENSORDATA;1.35;77.65;1.39;79.66;1.26;78.83;1.22;80.24;1.65;END;43468
5019;GPS;RMC;2024;12;12;GPS;GGA;11;4;47;7.43663;46.95211;19;0.7;557.9;49.5;RTCMEZ;2024;12;12;13;4;29;SENSORDATA;1.3;77.57;1.42;79.62;1.27;78.77;1.18;80.24;1.65;END;43469
5020;GPS;RMC;2024;12;12;GPS;GGA;11;4;48;7.43661;46.95211;19;0.7;557.5;49.5;RTCMEZ;2024;12;12;13;4;31;SENSORDATA;1.32;77.61;1.37;79.64;1.29;78.8;1.19;80.19;1.65;END;43471
5021;GPS;RMC;2024;12;12;GPS;GGA;11;4;49;7.4366;46.95212;19;0.7;557.2;49.5;RTCMEZ;2024;12;12;13;4;32;SENSORDATA;1.32;77.62;1.34;79.59;1.26;78.77;1.17;80.17;1.65;END;43472
5022;GPS;RMC;2024;12;12;GPS;GGA;11;4;51;7.43658;46.95214;19;0.7;555.9;49.5;RTCMEZ;2024;12;12;13;4;33;SENSORDATA;1.35;77.62;1.42;79.69;1.27;78.87;1.21;80.18;1.65;END;43473
5023;GPS;RMC;2024;12;12;GPS;GGA;11;4;52;7.43657;46.95215;19;0.7;555.1;49.5;RTCMEZ;2024;12;12;13;4;34;SENSORDATA;1.37;77.71;1.36;79.71;1.26;78.87;1.21;80.27;1.65;END;43474
5024;GPS;RMC;2024;12;12;GPS;GGA;11;4;53;7.43655;46.95215;19;0.7;554.2;49.5;RTCMEZ;2024;12;12;13;4;36;SENSORDATA;1.32;77.68;1.39;79.78;1.27;78.95;1.21;80.24;1.65;END;43476
5025;GPS;RMC;2024;12;12;GPS;GGA;11;4;54;7.43654;46.95216;19;0.7;553.2;49.5;RTCMEZ;2024;12;12;13;4;37;SENSORDATA;1.31;77.8;1.37;79.85;1.32;79.06;1.22;80.21;1.65;END;43477
5026;GPS;RMC;2024;12;12;GPS;GGA;11;4;55;7.43652;46.95217;19;0.7;552.2;49.5;RTCMEZ;2024;12;12;13;4;38;SENSORDATA;1.32;77.82;1.37;79.91;1.27;79.04;1.22;80.19;1.65;END;43478
5027;GPS;RMC;2024;12;12;GPS;GGA;11;4;57;7.4365;46.95218;19;0.7;551.2;49.5;RTCMEZ;2024;12;12;13;4;39;SENSORDATA;1.32;77.85;1.42;79.93;1.27;79.08;1.22;80.23;1.65;END;43479
5028;GPS;RMC;2024;12;12;GPS;GGA;11;4;58;7.43649;46.95218;19;0.7;551;49.5;RTCMEZ;2024;12;12;13;4;40;SENSORDATA;1.38;77.93;1.4;79.98;1.23;79.01;1.19;80.2;1.65;END;43480
5029;GPS;RMC;2024;12;12;GPS;GGA;11;4;59;7.43647;46.95219;19;0.7;550.5;49.5;RTCMEZ;2024;12;12;13;4;42;SENSORDATA;1.37;77.87;1.4;79.83;1.24;78.96;1.22;80.18;1.65;END;43482
5030;GPS;RMC;2024;12;12;GPS;GGA;11;5;0;7.43646;46.9522;19;0.7;550.3;49.5;RTCMEZ;2024;12;12;13;4;43;SENSORDATA;1.32;77.85;1.4;79.91;1.26;78.98;1.27;80.18;1.65;END;43483
5031;GPS;RMC;2024;12;12;GPS;GGA;11;5;2;7.43643;46.95222;19;0.7;550.1;49.5;RTCMEZ;2024;12;12;13;4;44;SENSORDATA;1.35;77.79;1.4;79.91;1.26;78.92;1.19;80.11;1.65;END;43484
5032;GPS;RMC;2024;12;12;GPS;GGA;11;5;3;7.43641;46.95222;19;0.7;550.1;49.5;RTCMEZ;2024;12;12;13;4;45;SENSORDATA;1.34;77.87;1.42;79.89;1.29;78.94;1.22;80.16;1.65;END;43485
5033;GPS;RMC;2024;12;12;GPS;GGA;11;5;4;7.4364;46.95223;19;0.7;549.8;49.5;RTCMEZ;2024;12;12;13;4;46;SENSORDATA;1.3;77.8;1.37;79.84;1.26;78.92;1.17;80.06;1.65;END;43486
5034;GPS;RMC;2024;12;12;GPS;GGA;11;5;5;7.43638;46.95224;19;0.7;549.4;49.5;RTCMEZ;2024;12;12;13;4;48;SENSORDATA;1.35;77.78;1.36;79.86;1.29;78.86;1.21;80.1;1.65;END;43488
5035;GPS;RMC;2024;12;12;GPS;GGA;11;5;6;7.43637;46.95224;19;0.7;549.1;49.5;RTCMEZ;2024;12;12;13;4;49;SENSORDATA;1.37;77.83;1.36;79.78;1.3;78.88;1.18;80.01;1.65;END;43489
5036;GPS;RMC;2024;12;12;GPS;GGA;11;5;8;7.43634;46.95225;19;0.7;548.3;49.5;RTCMEZ;2024;12;12;13;4;50;SENSORDATA;1.32;77.76;1.33;79.86;1.32;78.78;1.19;80;1.65;END;43490
5037;GPS;RMC;2024;12;12;GPS;GGA;11;5;9;7.43633;46.95226;19;0.7;548.1;49.5;RTCMEZ;2024;12;12;13;4;51;SENSORDATA;1.31;77.78;1.39;79.8;1.24;78.72;1.22;79.92;1.65;END;43491
5038;GPS;RMC;2024;12;12;GPS;GGA;11;5;10;7.43631;46.95227;19;0.7;547.8;49.5;RTCMEZ;2024;12;12;13;4;53;SENSORDATA;1.35;77.72;1.39;79.75;1.26;78.73;1.25;79.92;1.65;END;43493
5039;GPS;RMC;2024;12;12;GPS;GGA;11;5;11;7.4363;46.95228;19;0.7;547.9;49.5;RTCMEZ;2024;12;12;13;4;54;SENSORDATA;1.3;77.7;1.37;79.73;1.29;78.67;1.21;79.97;1.65;END;43494
5040;GPS;RMC;2024;12;12;GPS;GGA;11;5;12;7.43628;46.95228;19;0.7;547.9;49.5;RTCMEZ;2024;12;12;13;4;55;SENSORDATA;1.37;77.69;1.36;79.69;1.23;78.7;1.21;79.94;1.65;END;43495
5041;GPS;RMC;2024;12;12;GPS;GGA;11;5;14;7.43626;46.9523;19;0.7;547.9;49.5;RTCMEZ;2024;12;12;13;4;56;SENSORDATA;1.34;77.67;1.37;79.69;1.27;78.67;1.19;79.91;1.65;END;43496
5042;GPS;RMC;2024;12;12;GPS;GGA;11;5;15;7.43625;46.9523;19;0.7;548.1;49.5;RTCMEZ;2024;12;12;13;4;57;SENSORDATA;1.34;77.63;1.34;79.67;1.29;78.66;1.27;79.97;1.65;END;43497
5043;GPS;RMC;2024;12;12;GPS;GGA;11;5;16;7.43623;46.95231;19;0.7;548.1;49.5;RTCMEZ;2024;12;12;13;4;59;SENSORDATA;1.34;77.54;1.39;79.65;1.27;78.67;1.21;79.86;1.65;END;43499
5044;GPS;RMC;2024;12;12;GPS;GGA;11;5;17;7.43622;46.95232;19;0.7;548.3;49.5;RTCMEZ;2024;12;12;13;5;0;SENSORDATA;1.34;77.6;1.37;79.58;1.24;78.57;1.25;79.89;1.65;END;43500
5045;GPS;RMC;2024;12;12;GPS;GGA;11;5;18;7.4362;46.95233;19;0.7;548.4;49.5;RTCMEZ;2024;12;12;13;5;1;SENSORDATA;1.35;77.57;1.4;79.61;1.23;78.59;1.17;79.87;1.65;END;43501
5046;GPS;RMC;2024;12;12;GPS;GGA;11;5;20;7.43617;46.95235;19;0.7;548.5;49.5;RTCMEZ;2024;12;12;13;5;2;SENSORDATA;1.32;77.56;1.4;79.59;1.27;78.63;1.19;79.8;1.65;END;43502
5047;GPS;RMC;2024;12;12;GPS;GGA;11;5;21;7.43615;46.95236;19;0.7;548.5;49.5;RTCMEZ;2024;12;12;13;5;3;SENSORDATA;1.31;77.51;1.39;79.58;1.24;78.57;1.22;79.86;1.65;END;43503
5048;GPS;RMC;2024;12;12;GPS;GGA;11;5;22;7.43613;46.95237;19;0.7;548.6;49.5;RTCMEZ;2024;12;12;13;5;5;SENSORDATA;1.32;77.52;1.37;79.6;1.23;78.63;1.18;79.81;1.65;END;43505
5049;GPS;RMC;2024;12;12;GPS;GGA;11;5;23;7.43611;46.95238;19;0.7;548.6;49.5;RTCMEZ;2024;12;12;13;5;6;SENSORDATA;1.31;77.48;1.34;79.57;1.27;78.61;1.25;79.84;1.65;END;43506
5050;GPS;RMC;2024;12;12;GPS;GGA;11;5;25;7.43608;46.9524;19;0.7;548.5;49.5;RTCMEZ;2024;12;12;13;5;7;SENSORDATA;1.32;77.49;1.37;79.56;1.32;78.59;1.21;79.84;1.65;END;43507
5051;GPS;RMC;2024;12;12;GPS;GGA;11;5;26;7.43607;46.9524;19;0.7;548.1;49.5;RTCMEZ;2024;12;12;13;5;8;SENSORDATA;1.39;77.51;1.36;79.54;1.23;78.57;1.19;79.79;1.65;END;43508
5052;GPS;RMC;2024;12;12;GPS;GGA;11;5;27;7.43606;46.95241;19;0.7;548.7;49.5;RTCMEZ;2024;12;12;13;5;10;SENSORDATA;1.32;77.59;1.4;79.59;1.29;78.59;1.22;79.81;1.65;END;43510
5053;GPS;RMC;2024;12;12;GPS;GGA;11;5;28;7.43605;46.95241;19;0.7;548.9;49.5;RTCMEZ;2024;12;12;13;5;11;SENSORDATA;1.35;77.56;1.37;79.61;1.24;78.59;1.25;79.81;1.65;END;43511
5054;GPS;RMC;2024;12;12;GPS;GGA;11;5;29;7.43605;46.95242;19;0.7;548.9;49.5;RTCMEZ;2024;12;12;13;5;12;SENSORDATA;1.32;77.61;1.39;79.57;1.26;78.64;1.24;79.86;1.65;END;43512
5055;GPS;RMC;2024;12;12;GPS;GGA;11;5;31;7.43605;46.95242;19;0.7;549.3;49.5;RTCMEZ;2024;12;12;13;5;13;SENSORDATA;1.35;77.55;1.37;79.57;1.27;78.59;1.24;79.82;1.65;END;43513
5056;GPS;RMC;2024;12;12;GPS;GGA;11;5;32;7.43604;46.95242;19;0.7;549.4;49.5;RTCMEZ;2024;12;12;13;5;14;SENSORDATA;1.35;77.51;1.4;79.62;1.26;78.57;1.24;79.9;1.65;END;43514
5057;GPS;RMC;2024;12;12;GPS;GGA;11;5;33;7.43603;46.95243;19;0.7;549.5;49.5;RTCMEZ;2024;12;12;13;5;16;SENSORDATA;1.3;77.53;1.39;79.58;1.3;78.58;1.22;79.86;1.65;END;43516
5058;GPS;RMC;2024;12;12;GPS;GGA;11;5;34;7.43601;46.95244;19;0.7;548.9;49.5;RTCMEZ;2024;12;12;13;5;17;SENSORDATA;1.34;77.58;1.43;79.61;1.27;78.61;1.24;79.91;1.65;END;43517
5059;GPS;RMC;2024;12;12;GPS;GGA;11;5;35;7.436;46.95245;19;0.7;549;49.5;RTCMEZ;2024;12;12;13;5;18;SENSORDATA;1.35;77.64;1.39;79.61;1.3;78.65;1.21;79.87;1.65;END;43518
5060;GPS;RMC;2024;12;12;GPS;GGA;11;5;37;7.43597;46.95246;19;0.7;548.8;49.5;RTCMEZ;2024;12;12;13;5;19;SENSORDATA;1.34;77.59;1.37;79.68;1.3;78.69;1.19;79.91;1.65;END;43519
5061;GPS;RMC;2024;12;12;GPS;GGA;11;5;38;7.43595;46.95247;19;0.7;548.6;49.5;RTCMEZ;2024;12;12;13;5;20;SENSORDATA;1.32;77.64;1.42;79.68;1.26;78.68;1.24;79.95;1.65;END;43520
5062;GPS;RMC;2024;12;12;GPS;GGA;11;5;39;7.43593;46.95248;19;0.7;548.6;49.5;RTCMEZ;2024;12;12;13;5;22;SENSORDATA;1.28;77.65;1.43;79.7;1.27;78.71;1.28;79.93;1.65;END;43522
