Messung;GPS;RMC;Jahr;Monat;Tag;GPS_1;GGA;Stunde;Minute;Sekunde;Longitude;Latitud;X;XX;Height;XXX;RTCMEZ;Jahr_Gerät;Monat_Gerät;Tag_Gerät;Stunde_Gerät;Minute_Gerät;Sekunde_Gerät;SENSORDATA;Sensor 0.5m;Sensor1_LF;Sensor 1m;Sensor2_LF;Sensor 2m;Sensor3_LF;Sensor 3m;Sensor4_LF;Sensor stationär;END;Time
5063;GPS;RMC;2024;12;12;GPS;GGA;11;5;40;7.43591;46.95248;19;0.7;548.6;49.5;RTCMEZ;2024;12;12;13;5;23;SENSORDATA;1.31;77.64;1.44;79.78;1.24;78.65;1.22;79.97;1.65;END;43523
5064;GPS;RMC;2024;12;12;GPS;GGA;11;5;41;7.43588;46.95249;19;0.7;548.4;49.5;RTCMEZ;2024;12;12;13;5;24;SENSORDATA;1.34;77.72;1.4;79.77;1.3;78.72;1.24;79.94;1.65;END;43524
5065;GPS;RMC;2024;12;12;GPS;GGA;11;5;43;7.43584;46.9525;18;0.7;548.2;49.5;RTCMEZ;2024;12;12;13;5;25;SENSORDATA;1.31;77.66;1.4;79.8;1.26;78.75;1.25;80;1.65;END;43525
5066;GPS;RMC;2024;12;12;GPS;GGA;11;5;44;7.43583;46.95251;18;0.7;548;49.5;RTCMEZ;2024;12;12;13;5;27;SENSORDATA;1.35;77.69;1.44;79.87;1.33;78.77;1.27;80.06;1.65;END;43527
5067;GPS;RMC;2024;12;12;GPS;GGA;11;5;45;7.43581;46.95252;18;0.7;548;49.5;RTCMEZ;2024;12;12;13;5;28;SENSORDATA;1.34;77.72;1.37;79.78;1.29;78.82;1.28;80.08;1.65;END;43528
5068;GPS;RMC;2024;12;12;GPS;GGA;11;5;46;7.43579;46.95253;18;0.7;547.9;49.5;RTCMEZ;2024;12;12;13;5;29;SENSORDATA;1.34;77.76;1.4;79.85;1.29;78.77;1.24;80.01;1.65;END;43529
5069;GPS;RMC;2024;12;12;GPS;GGA;11;5;48;7.43577;46.95254;18;0.7;548;49.5;RTCMEZ;2024;12;12;13;5;30;SENSORDATA;1.37;77.79;1.43;79.92;1.32;78.76;1.31;80.08;1.65;END;43530
5070;GPS;RMC;2024;12;12;GPS;GGA;11;5;49;7.43577;46.95254;18;0.7;548.1;49.5;RTCMEZ;2024;12;12;13;5;31;SENSORDATA;1.32;77.85;1.4;79.89;1.26;78.73;1.27;80.09;1.65;END;43531
5071;GPS;RMC;2024;12;12;GPS;GGA;11;5;50;7.43577;46.95254;19;0.7;548.3;49.5;RTCMEZ;2024;12;12;13;5;33;SENSORDATA;1.37;77.85;1.37;79.95;1.3;78.78;1.27;80.09;1.65;END;43533
5072;GPS;RMC;2024;12;12;GPS;GGA;11;5;51;7.43576;46.95254;19;0.7;548.4;49.5;RTCMEZ;2024;12;12;13;5;34;SENSORDATA;1.35;77.8;1.42;79.97;1.3;78.8;1.27;80.09;1.65;END;43534
5073;GPS;RMC;2024;12;12;GPS;GGA;11;5;52;7.43576;46.95254;19;0.7;548.6;49.5;RTCMEZ;2024;12;12;13;5;35;SENSORDATA;1.34;77.81;1.42;79.95;1.32;78.8;1.27;80.14;1.65;END;43535
5074;GPS;RMC;2024;12;12;GPS;GGA;11;5;54;7.43575;46.95254;19;0.7;548.9;49.5;RTCMEZ;2024;12;12;13;5;36;SENSORDATA;1.35;77.82;1.43;79.99;1.3;78.88;1.25;80.2;1.65;END;43536
5075;GPS;RMC;2024;12;12;GPS;GGA;11;5;55;7.43574;46.95253;19;0.7;549;49.5;RTCMEZ;2024;12;12;13;5;37;SENSORDATA;1.35;77.84;1.44;80.03;1.29;78.93;1.27;80.27;1.65;END;43537
5076;GPS;RMC;2024;12;12;GPS;GGA;11;5;56;7.43574;46.95253;19;0.7;549.2;49.5;RTCMEZ;2024;12;12;13;5;39;SENSORDATA;1.32;77.8;1.46;79.98;1.29;78.97;1.25;80.25;1.65;END;43539
5077;GPS;RMC;2024;12;12;GPS;GGA;11;5;57;7.43574;46.95253;19;0.7;549.3;49.5;RTCMEZ;2024;12;12;13;5;40;SENSORDATA;1.39;77.84;1.4;79.99;1.32;79.03;1.22;80.32;1.65;END;43540
5078;GPS;RMC;2024;12;12;GPS;GGA;11;5;58;7.43573;46.95253;19;0.7;549.4;49.5;RTCMEZ;2024;12;12;13;5;41;SENSORDATA;1.34;77.82;1.47;79.94;1.3;79.12;1.25;80.3;1.65;END;43541
5079;GPS;RMC;2024;12;12;GPS;GGA;11;6;0;7.43573;46.95253;18;0.7;549.7;49.5;RTCMEZ;2024;12;12;13;5;42;SENSORDATA;1.32;77.82;1.42;79.97;1.33;79.16;1.24;80.28;1.65;END;43542
5080;GPS;RMC;2024;12;12;GPS;GGA;11;6;1;7.43572;46.95253;18;0.7;549.9;49.5;RTCMEZ;2024;12;12;13;5;44;SENSORDATA;1.35;77.83;1.44;79.95;1.32;79.19;1.27;80.32;1.65;END;43544
5081;GPS;RMC;2024;12;12;GPS;GGA;11;6;2;7.43572;46.95254;18;0.7;550;49.5;RTCMEZ;2024;12;12;13;5;45;SENSORDATA;1.37;77.82;1.42;79.94;1.33;79.29;1.25;80.38;1.65;END;43545
5082;GPS;RMC;2024;12;12;GPS;GGA;11;6;3;7.43572;46.95254;19;0.7;550.2;49.5;RTCMEZ;2024;12;12;13;5;46;SENSORDATA;1.35;77.84;1.43;80.02;1.32;79.26;1.27;80.39;1.65;END;43546
5083;GPS;RMC;2024;12;12;GPS;GGA;11;6;4;7.4357;46.95253;19;0.7;549.1;49.5;RTCMEZ;2024;12;12;13;5;47;SENSORDATA;1.37;77.85;1.46;80.05;1.34;79.33;1.28;80.42;1.65;END;43547
5084;GPS;RMC;2024;12;12;GPS;GGA;11;6;6;7.43567;46.95252;19;0.7;547.4;49.5;RTCMEZ;2024;12;12;13;5;48;SENSORDATA;1.32;77.83;1.47;80.17;1.3;79.34;1.22;80.44;1.65;END;43548
5085;GPS;RMC;2024;12;12;GPS;GGA;11;6;7;7.43566;46.95253;19;0.7;546.6;49.5;RTCMEZ;2024;12;12;13;5;50;SENSORDATA;1.38;77.99;1.44;80.21;1.3;79.32;1.25;80.44;1.65;END;43550
5086;GPS;RMC;2024;12;12;GPS;GGA;11;6;8;7.43564;46.95253;19;0.7;545.9;49.5;RTCMEZ;2024;12;12;13;5;51;SENSORDATA;1.34;78.04;1.46;80.3;1.33;79.32;1.22;80.49;1.65;END;43551
5087;GPS;RMC;2024;12;12;GPS;GGA;11;6;9;7.43562;46.95254;19;0.7;545.4;49.5;RTCMEZ;2024;12;12;13;5;52;SENSORDATA;1.42;78.05;1.44;80.24;1.33;79.35;1.28;80.56;1.65;END;43552
5088;GPS;RMC;2024;12;12;GPS;GGA;11;6;11;7.43561;46.95254;19;0.7;546.2;49.5;RTCMEZ;2024;12;12;13;5;53;SENSORDATA;1.35;78.12;1.51;80.34;1.36;79.26;1.31;80.67;1.65;END;43553
5089;GPS;RMC;2024;12;12;GPS;GGA;11;6;12;7.4356;46.95254;19;0.7;546.6;49.5;RTCMEZ;2024;12;12;13;5;54;SENSORDATA;1.35;78.07;1.44;80.3;1.37;79.29;1.29;80.76;1.65;END;43554
5090;GPS;RMC;2024;12;12;GPS;GGA;11;6;13;7.43559;46.95253;19;0.7;546.6;49.5;RTCMEZ;2024;12;12;13;5;56;SENSORDATA;1.39;78.13;1.49;80.34;1.33;79.24;1.24;80.72;1.65;END;43556
5091;GPS;RMC;2024;12;12;GPS;GGA;11;6;14;7.43558;46.95253;19;0.7;546.6;49.5;RTCMEZ;2024;12;12;13;5;57;SENSORDATA;1.39;78.08;1.46;80.22;1.34;79.16;1.21;80.69;1.65;END;43557
5092;GPS;RMC;2024;12;12;GPS;GGA;11;6;15;7.43556;46.95252;19;0.7;546.5;49.5;RTCMEZ;2024;12;12;13;5;58;SENSORDATA;1.38;78.15;1.44;80.29;1.33;79.17;1.28;80.67;1.65;END;43558
5093;GPS;RMC;2024;12;12;GPS;GGA;11;6;17;7.43553;46.95251;19;0.7;546.4;49.5;RTCMEZ;2024;12;12;13;5;59;SENSORDATA;1.38;78.08;1.46;80.21;1.39;79.14;1.31;80.64;1.65;END;43559
5094;GPS;RMC;2024;12;12;GPS;GGA;11;6;18;7.43552;46.9525;19;0.7;546.7;49.5;RTCMEZ;2024;12;12;13;6;1;SENSORDATA;1.41;78.04;1.49;80.16;1.32;79.12;1.24;80.51;1.65;END;43561
5095;GPS;RMC;2024;12;12;GPS;GGA;11;6;19;7.43551;46.9525;19;0.7;546.9;49.5;RTCMEZ;2024;12;12;13;6;2;SENSORDATA;1.39;78.05;1.5;80.2;1.37;79.05;1.31;80.49;1.65;END;43562
5096;GPS;RMC;2024;12;12;GPS;GGA;11;6;20;7.4355;46.9525;19;0.7;547;49.5;RTCMEZ;2024;12;12;13;6;3;SENSORDATA;1.38;78.15;1.46;80.23;1.33;79.02;1.28;80.4;1.65;END;43563
5097;GPS;RMC;2024;12;12;GPS;GGA;11;6;21;7.43549;46.95249;19;0.7;547.1;49.5;RTCMEZ;2024;12;12;13;6;4;SENSORDATA;1.34;78.18;1.47;80.22;1.33;78.98;1.27;80.38;1.65;END;43564
5098;GPS;RMC;2024;12;12;GPS;GGA;11;6;23;7.43546;46.95249;18;0.7;547.4;49.5;RTCMEZ;2024;12;12;13;6;5;SENSORDATA;1.37;78.12;1.51;80.27;1.39;78.91;1.31;80.41;1.65;END;43565
5099;GPS;RMC;2024;12;12;GPS;GGA;11;6;24;7.43545;46.9525;18;0.7;547.6;49.5;RTCMEZ;2024;12;12;13;6;7;SENSORDATA;1.38;78.14;1.5;80.17;1.39;78.97;1.28;80.37;1.65;END;43567
5100;GPS;RMC;2024;12;12;GPS;GGA;11;6;25;7.43544;46.9525;19;0.7;548;49.5;RTCMEZ;2024;12;12;13;6;8;SENSORDATA;1.39;78.13;1.46;80.24;1.36;78.92;1.29;80.32;1.65;END;43568
5101;GPS;RMC;2024;12;12;GPS;GGA;11;6;26;7.43543;46.95249;19;0.7;548.4;49.5;RTCMEZ;2024;12;12;13;6;9;SENSORDATA;1.41;78.04;1.49;80.24;1.36;78.92;1.25;80.31;1.65;END;43569
5102;GPS;RMC;2024;12;12;GPS;GGA;11;6;28;7.43541;46.95248;19;0.7;549.5;49.5;RTCMEZ;2024;12;12;13;6;10;SENSORDATA;1.42;78.11;1.51;80.19;1.34;78.9;1.31;80.3;1.65;END;43570
5103;GPS;RMC;2024;12;12;GPS;GGA;11;6;29;7.4354;46.95247;19;0.7;549.5;49.5;RTCMEZ;2024;12;12;13;6;11;SENSORDATA;1.42;78.13;1.49;80.21;1.37;78.79;1.29;80.23;1.65;END;43571
5104;GPS;RMC;2024;12;12;GPS;GGA;11;6;30;7.43539;46.95246;19;0.7;549.5;49.5;RTCMEZ;2024;12;12;13;6;13;SENSORDATA;1.41;78.12;1.44;80.22;1.34;78.85;1.31;80.26;1.65;END;43573
5105;GPS;RMC;2024;12;12;GPS;GGA;11;6;31;7.43538;46.95245;19;0.7;549.6;49.5;RTCMEZ;2024;12;12;13;6;14;SENSORDATA;1.41;78.06;1.5;80.18;1.36;78.76;1.31;80.24;1.65;END;43574
5106;GPS;RMC;2024;12;12;GPS;GGA;11;6;32;7.43537;46.95243;19;0.7;549.6;49.5;RTCMEZ;2024;12;12;13;6;15;SENSORDATA;1.42;77.99;1.5;80.14;1.34;78.72;1.29;80.17;1.65;END;43575
5107;GPS;RMC;2024;12;12;GPS;GGA;11;6;34;7.43535;46.95241;19;0.7;549.8;49.5;RTCMEZ;2024;12;12;13;6;16;SENSORDATA;1.47;77.99;1.5;80.13;1.39;78.81;1.32;80.16;1.65;END;43576
5108;GPS;RMC;2024;12;12;GPS;GGA;11;6;35;7.43534;46.95239;19;0.7;550;49.5;RTCMEZ;2024;12;12;13;6;18;SENSORDATA;1.44;78;1.51;80.11;1.33;78.7;1.28;80.06;1.65;END;43578
5109;GPS;RMC;2024;12;12;GPS;GGA;11;6;36;7.43532;46.95238;19;0.7;550.4;49.5;RTCMEZ;2024;12;12;13;6;19;SENSORDATA;1.39;77.89;1.5;80.06;1.37;78.64;1.31;80.1;1.65;END;43579
5110;GPS;RMC;2024;12;12;GPS;GGA;11;6;37;7.43531;46.95237;19;0.7;550.9;49.5;RTCMEZ;2024;12;12;13;6;20;SENSORDATA;1.44;77.89;1.5;80.08;1.36;78.69;1.35;80;1.65;END;43580
5111;GPS;RMC;2024;12;12;GPS;GGA;11;6;38;7.4353;46.95236;19;0.7;550.9;49.5;RTCMEZ;2024;12;12;13;6;21;SENSORDATA;1.45;77.88;1.54;80;1.33;78.63;1.28;80.03;1.65;END;43581
5112;GPS;RMC;2024;12;12;GPS;GGA;11;6;40;7.43528;46.95233;19;0.7;550.9;49.5;RTCMEZ;2024;12;12;13;6;22;SENSORDATA;1.41;77.84;1.51;79.92;1.34;78.58;1.35;80.02;1.65;END;43582
5113;GPS;RMC;2024;12;12;GPS;GGA;11;6;41;7.43527;46.95232;19;0.7;550.9;49.5;RTCMEZ;2024;12;12;13;6;24;SENSORDATA;1.41;77.77;1.49;79.95;1.34;78.54;1.31;79.9;1.65;END;43584
5114;GPS;RMC;2024;12;12;GPS;GGA;11;6;42;7.43526;46.95231;19;0.7;550.9;49.5;RTCMEZ;2024;12;12;13;6;25;SENSORDATA;1.39;77.81;1.5;79.95;1.39;78.56;1.32;79.86;1.65;END;43585
5115;GPS;RMC;2024;12;12;GPS;GGA;11;6;43;7.43525;46.9523;19;0.7;551;49.5;RTCMEZ;2024;12;12;13;6;26;SENSORDATA;1.39;77.72;1.51;79.91;1.36;78.57;1.27;79.96;1.65;END;43586
5116;GPS;RMC;2024;12;12;GPS;GGA;11;6;44;7.43524;46.95229;19;0.7;551.6;49.5;RTCMEZ;2024;12;12;13;6;27;SENSORDATA;1.41;77.69;1.51;79.9;1.34;78.45;1.32;79.85;1.65;END;43587
5117;GPS;RMC;2024;12;12;GPS;GGA;11;6;46;7.43523;46.95226;19;0.7;552.1;49.5;RTCMEZ;2024;12;12;13;6;28;SENSORDATA;1.39;77.71;1.51;79.83;1.37;78.42;1.31;79.84;1.65;END;43588
5118;GPS;RMC;2024;12;12;GPS;GGA;11;6;47;7.43523;46.95225;19;0.7;552.2;49.5;RTCMEZ;2024;12;12;13;6;30;SENSORDATA;1.42;77.68;1.53;79.79;1.36;78.49;1.31;79.78;1.65;END;43590
5119;GPS;RMC;2024;12;12;GPS;GGA;11;6;48;7.43522;46.95224;19;0.7;552.2;49.5;RTCMEZ;2024;12;12;13;6;31;SENSORDATA;1.42;77.63;1.5;79.79;1.36;78.37;1.32;79.72;1.65;END;43591
5120;GPS;RMC;2024;12;12;GPS;GGA;11;6;49;7.43522;46.95223;19;0.7;552.5;49.5;RTCMEZ;2024;12;12;13;6;32;SENSORDATA;1.41;77.56;1.54;79.79;1.34;78.38;1.25;79.68;1.65;END;43592
5121;GPS;RMC;2024;12;12;GPS;GGA;11;6;51;7.43521;46.95223;19;0.7;553.9;49.5;RTCMEZ;2024;12;12;13;6;33;SENSORDATA;1.38;77.54;1.54;79.75;1.32;78.38;1.31;79.64;1.65;END;43593
5122;GPS;RMC;2024;12;12;GPS;GGA;11;6;52;7.43521;46.95222;19;0.7;554.4;49.5;RTCMEZ;2024;12;12;13;6;35;SENSORDATA;1.44;77.55;1.51;79.71;1.37;78.28;1.31;79.62;1.65;END;43595
5123;GPS;RMC;2024;12;12;GPS;GGA;11;6;53;7.43521;46.95222;19;0.7;554.6;49.5;RTCMEZ;2024;12;12;13;6;36;SENSORDATA;1.44;77.47;1.55;79.67;1.37;78.3;1.28;79.62;1.65;END;43596
5124;GPS;RMC;2024;12;12;GPS;GGA;11;6;54;7.43521;46.95221;19;0.7;554.8;49.5;RTCMEZ;2024;12;12;13;6;37;SENSORDATA;1.42;77.49;1.51;79.64;1.4;78.29;1.32;79.63;1.65;END;43597
5125;GPS;RMC;2024;12;12;GPS;GGA;11;6;55;7.43521;46.95221;19;0.7;555;49.5;RTCMEZ;2024;12;12;13;6;38;SENSORDATA;1.42;77.43;1.51;79.57;1.37;78.28;1.31;79.57;1.65;END;43598
5126;GPS;RMC;2024;12;12;GPS;GGA;11;6;57;7.4352;46.95219;19;0.7;556.5;49.5;RTCMEZ;2024;12;12;13;6;39;SENSORDATA;1.44;77.45;1.51;79.51;1.32;78.22;1.25;79.52;1.65;END;43599
5127;GPS;RMC;2024;12;12;GPS;GGA;11;6;58;7.4352;46.95218;19;0.7;557.3;49.5;RTCMEZ;2024;12;12;13;6;41;SENSORDATA;1.41;77.39;1.54;79.49;1.33;78.25;1.34;79.51;1.65;END;43601
5128;GPS;RMC;2024;12;12;GPS;GGA;11;6;59;7.43519;46.95216;19;0.7;557.8;49.5;RTCMEZ;2024;12;12;13;6;42;SENSORDATA;1.45;77.46;1.51;79.44;1.37;78.22;1.31;79.48;1.65;END;43602
5129;GPS;RMC;2024;12;12;GPS;GGA;11;7;0;7.43518;46.95215;19;0.7;558.3;49.5;RTCMEZ;2024;12;12;13;6;43;SENSORDATA;1.39;77.44;1.54;79.46;1.36;78.23;1.32;79.5;1.65;END;43603
5130;GPS;RMC;2024;12;12;GPS;GGA;11;7;1;7.43517;46.95214;19;0.7;558.7;49.5;RTCMEZ;2024;12;12;13;6;44;SENSORDATA;1.39;77.42;1.55;79.38;1.34;78.28;1.31;79.5;1.65;END;43604
5131;GPS;RMC;2024;12;12;GPS;GGA;11;7;3;7.43516;46.95212;19;0.7;559.2;49.5;RTCMEZ;2024;12;12;13;6;45;SENSORDATA;1.49;77.43;1.57;79.44;1.37;78.33;1.34;79.51;1.65;END;43605
5132;GPS;RMC;2024;12;12;GPS;GGA;11;7;4;7.43515;46.9521;19;0.7;559.3;49.5;RTCMEZ;2024;12;12;13;6;47;SENSORDATA;1.45;77.44;1.57;79.42;1.4;78.44;1.32;79.5;1.65;END;43607
5133;GPS;RMC;2024;12;12;GPS;GGA;11;7;5;7.43514;46.95209;19;0.7;559.5;49.5;RTCMEZ;2024;12;12;13;6;48;SENSORDATA;1.47;77.46;1.6;79.48;1.4;78.41;1.31;79.53;1.65;END;43608
5134;GPS;RMC;2024;12;12;GPS;GGA;11;7;6;7.43513;46.95207;19;0.7;559.7;49.5;RTCMEZ;2024;12;12;13;6;49;SENSORDATA;1.47;77.47;1.54;79.46;1.4;78.46;1.31;79.52;1.65;END;43609
5135;GPS;RMC;2024;12;12;GPS;GGA;11;7;7;7.43512;46.95206;19;0.7;559.7;49.5;RTCMEZ;2024;12;12;13;6;50;SENSORDATA;1.47;77.52;1.55;79.49;1.36;78.43;1.32;79.52;1.65;END;43610
5136;GPS;RMC;2024;12;12;GPS;GGA;11;7;9;7.43511;46.95203;19;0.7;560.4;49.5;RTCMEZ;2024;12;12;13;6;52;SENSORDATA;1.48;77.46;1.57;79.52;1.41;78.46;1.28;79.57;1.65;END;43612
5137;GPS;RMC;2024;12;12;GPS;GGA;11;7;10;7.43511;46.95201;19;0.7;560.8;49.5;RTCMEZ;2024;12;12;13;6;53;SENSORDATA;1.48;77.46;1.57;79.45;1.41;78.45;1.31;79.58;1.65;END;43613
5138;GPS;RMC;2024;12;12;GPS;GGA;11;7;11;7.4351;46.95201;19;0.7;561.3;49.5;RTCMEZ;2024;12;12;13;6;54;SENSORDATA;1.48;77.5;1.57;79.44;1.37;78.4;1.28;79.52;1.65;END;43614
5139;GPS;RMC;2024;12;12;GPS;GGA;11;7;12;7.4351;46.952;19;0.7;561.7;49.5;RTCMEZ;2024;12;12;13;6;55;SENSORDATA;1.47;77.4;1.55;79.45;1.37;78.34;1.31;79.48;1.65;END;43615
5140;GPS;RMC;2024;12;12;GPS;GGA;11;7;14;7.4351;46.95199;19;0.7;562.4;49.5;RTCMEZ;2024;12;12;13;6;56;SENSORDATA;1.44;77.45;1.58;79.41;1.41;78.32;1.32;79.48;1.65;END;43616
5141;GPS;RMC;2024;12;12;GPS;GGA;11;7;15;7.4351;46.95199;19;0.7;562.9;49.5;RTCMEZ;2024;12;12;13;6;58;SENSORDATA;1.48;77.37;1.57;79.4;1.39;78.32;1.35;79.51;1.65;END;43618
5142;GPS;RMC;2024;12;12;GPS;GGA;11;7;16;7.43511;46.95199;19;0.7;563;49.5;RTCMEZ;2024;12;12;13;6;59;SENSORDATA;1.49;77.43;1.64;79.43;1.37;78.3;1.32;79.47;1.65;END;43619
5143;GPS;RMC;2024;12;12;GPS;GGA;11;7;17;7.43512;46.95198;19;0.7;562.9;49.5;RTCMEZ;2024;12;12;13;7;0;SENSORDATA;1.44;77.43;1.58;79.35;1.41;78.31;1.31;79.43;1.65;END;43620
5144;GPS;RMC;2024;12;12;GPS;GGA;11;7;18;7.43514;46.95198;19;0.7;563;49.5;RTCMEZ;2024;12;12;13;7;1;SENSORDATA;1.48;77.4;1.58;79.32;1.39;78.28;1.34;79.46;1.65;END;43621
5145;GPS;RMC;2024;12;12;GPS;GGA;11;7;20;7.43517;46.95196;19;0.7;564;49.5;RTCMEZ;2024;12;12;13;7;2;SENSORDATA;1.49;77.4;1.61;79.31;1.36;78.24;1.32;79.44;1.65;END;43622
5146;GPS;RMC;2024;12;12;GPS;GGA;11;7;21;7.43519;46.95196;19;0.7;564.7;49.5;RTCMEZ;2024;12;12;13;7;4;SENSORDATA;1.45;77.39;1.57;79.34;1.39;78.24;1.34;79.47;1.65;END;43624
5147;GPS;RMC;2024;12;12;GPS;GGA;11;7;22;7.43521;46.95195;19;0.7;565.2;49.5;RTCMEZ;2024;12;12;13;7;5;SENSORDATA;1.42;77.4;1.6;79.3;1.39;78.22;1.32;79.5;1.65;END;43625
5148;GPS;RMC;2024;12;12;GPS;GGA;11;7;23;7.43523;46.95195;19;0.7;565.8;49.5;RTCMEZ;2024;12;12;13;7;6;SENSORDATA;1.47;77.38;1.58;79.36;1.37;78.19;1.29;79.43;1.65;END;43626
5149;GPS;RMC;2024;12;12;GPS;GGA;11;7;24;7.43525;46.95194;19;0.7;566.4;49.5;RTCMEZ;2024;12;12;13;7;7;SENSORDATA;1.47;77.41;1.58;79.3;1.37;78.21;1.31;79.45;1.65;END;43627
5150;GPS;RMC;2024;12;12;GPS;GGA;11;7;26;7.43529;46.95194;19;0.7;567.4;49.5;RTCMEZ;2024;12;12;13;7;9;SENSORDATA;1.48;77.4;1.6;79.26;1.3;78.23;1.31;79.43;1.65;END;43629
5151;GPS;RMC;2024;12;12;GPS;GGA;11;7;27;7.43531;46.95193;19;0.7;568;49.5;RTCMEZ;2024;12;12;13;7;10;SENSORDATA;1.48;77.38;1.58;79.36;1.4;78.19;1.32;79.41;1.65;END;43630
5152;GPS;RMC;2024;12;12;GPS;GGA;11;7;28;7.43532;46.95193;19;0.7;568.5;49.5;RTCMEZ;2024;12;12;13;7;11;SENSORDATA;1.49;77.48;1.6;79.36;1.33;78.16;1.29;79.49;1.65;END;43631
5153;GPS;RMC;2024;12;12;GPS;GGA;11;7;29;7.43534;46.95192;19;0.7;569.2;49.5;RTCMEZ;2024;12;12;13;7;12;SENSORDATA;1.48;77.46;1.61;79.41;1.32;78.17;1.31;79.46;1.65;END;43632
5154;GPS;RMC;2024;12;12;GPS;GGA;11;7;30;7.43535;46.95192;19;0.7;569.6;49.5;RTCMEZ;2024;12;12;13;7;13;SENSORDATA;1.48;77.54;1.6;79.44;1.4;78.29;1.32;79.43;1.65;END;43633
5155;GPS;RMC;2024;12;12;GPS;GGA;11;7;32;7.43537;46.95191;19;0.7;569.8;49.5;RTCMEZ;2024;12;12;13;7;15;SENSORDATA;1.48;77.51;1.6;79.47;1.36;78.21;1.32;79.49;1.65;END;43635
5156;GPS;RMC;2024;12;12;GPS;GGA;11;7;33;7.43537;46.95191;19;0.7;569.9;49.5;RTCMEZ;2024;12;12;13;7;16;SENSORDATA;1.47;77.47;1.62;79.48;1.36;78.18;1.34;79.53;1.65;END;43636
5157;GPS;RMC;2024;12;12;GPS;GGA;11;7;34;7.43539;46.95191;19;0.7;570.3;49.5;RTCMEZ;2024;12;12;13;7;17;SENSORDATA;1.45;77.49;1.58;79.5;1.39;78.18;1.28;79.49;1.65;END;43637
5158;GPS;RMC;2024;12;12;GPS;GGA;11;7;35;7.43542;46.9519;19;0.7;571.1;49.5;RTCMEZ;2024;12;12;13;7;18;SENSORDATA;1.48;77.5;1.61;79.46;1.37;78.19;1.29;79.46;1.65;END;43638
5159;GPS;RMC;2024;12;12;GPS;GGA;11;7;37;7.43547;46.95189;19;0.7;571.8;49.5;RTCMEZ;2024;12;12;13;7;19;SENSORDATA;1.48;77.47;1.58;79.46;1.37;78.18;1.28;79.49;1.65;END;43639
5160;GPS;RMC;2024;12;12;GPS;GGA;11;7;38;7.43549;46.95188;19;0.7;571.9;49.5;RTCMEZ;2024;12;12;13;7;21;SENSORDATA;1.42;77.46;1.55;79.36;1.36;78.23;1.31;79.46;1.65;END;43641
5161;GPS;RMC;2024;12;12;GPS;GGA;11;7;39;7.43551;46.95188;19;0.7;572;49.5;RTCMEZ;2024;12;12;13;7;22;SENSORDATA;1.48;77.47;1.6;79.34;1.37;78.25;1.25;79.47;1.65;END;43642
5162;GPS;RMC;2024;12;12;GPS;GGA;11;7;40;7.43553;46.95187;19;0.7;572.2;49.5;RTCMEZ;2024;12;12;13;7;23;SENSORDATA;1.45;77.4;1.58;79.33;1.32;78.22;1.35;79.49;1.65;END;43643
5163;GPS;RMC;2024;12;12;GPS;GGA;11;7;41;7.43556;46.95187;19;0.7;572.1;49.5;RTCMEZ;2024;12;12;13;7;24;SENSORDATA;1.45;77.41;1.61;79.34;1.36;78.27;1.32;79.55;1.65;END;43644
5164;GPS;RMC;2024;12;12;GPS;GGA;11;7;43;7.4356;46.95186;19;0.7;572.6;49.5;RTCMEZ;2024;12;12;13;7;26;SENSORDATA;1.48;77.45;1.61;79.28;1.33;78.25;1.31;79.51;1.65;END;43646
5165;GPS;RMC;2024;12;12;GPS;GGA;11;7;44;7.43562;46.95186;19;0.7;572.9;49.5;RTCMEZ;2024;12;12;13;7;27;SENSORDATA;1.48;77.38;1.61;79.3;1.34;78.23;1.32;79.54;1.65;END;43647
5166;GPS;RMC;2024;12;12;GPS;GGA;11;7;45;7.43565;46.95186;19;0.7;573.1;49.5;RTCMEZ;2024;12;12;13;7;28;SENSORDATA;1.48;77.37;1.61;79.28;1.34;78.29;1.31;79.51;1.65;END;43648
5167;GPS;RMC;2024;12;12;GPS;GGA;11;7;46;7.43567;46.95186;19;0.7;573.5;49.5;RTCMEZ;2024;12;12;13;7;29;SENSORDATA;1.51;77.44;1.61;79.23;1.36;78.26;1.36;79.62;1.65;END;43649
5168;GPS;RMC;2024;12;12;GPS;GGA;11;7;47;7.43569;46.95185;19;0.7;574;49.5;RTCMEZ;2024;12;12;13;7;30;SENSORDATA;1.45;77.4;1.62;79.21;1.37;78.33;1.34;79.64;1.65;END;43650
5169;GPS;RMC;2024;12;12;GPS;GGA;11;7;49;7.43575;46.95185;19;0.7;574.7;49.5;RTCMEZ;2024;12;12;13;7;32;SENSORDATA;1.47;77.38;1.6;79.26;1.37;78.4;1.34;79.66;1.65;END;43652
5170;GPS;RMC;2024;12;12;GPS;GGA;11;7;50;7.43577;46.95184;19;0.7;575;49.5;RTCMEZ;2024;12;12;13;7;33;SENSORDATA;1.48;77.42;1.64;79.24;1.39;78.43;1.32;79.73;1.65;END;43653
5171;GPS;RMC;2024;12;12;GPS;GGA;11;7;51;7.43579;46.95183;19;0.7;575.3;49.5;RTCMEZ;2024;12;12;13;7;34;SENSORDATA;1.47;77.47;1.6;79.22;1.39;78.42;1.34;79.71;1.65;END;43654
