Messung;GPS;RMC;Jahr;Monat;Tag;GPS;GGA;Stunde;Minute;Sekunde;Longitude;Latitud;X;XX;Height;XXX;RTCMEZ;Jahr_Gerät;Monat_Gerät;Tag_Gerät;Stunde_Gerät;Minute_Gerät;Sekunde_Gerät;SENSORDATA;Sensor1_T;Sensor1_LF;Sensor2_T;Sensor2_LF;Sensor3_T;Sensor3_LF;Sensor4_T;Sensor4_LF;END;;
1;GPS;RMC;2024;12;12;GPS;GGA;9;23;19;7.43725;46.95164;7;2.3;623.8;49.5;RTCMEZ;2024;12;12;11;23;2;SENSORDATA;8.32;43.63;9.33;42.75;8.44;43.41;8.44;43.88;END;;
2;GPS;RMC;2024;12;12;GPS;GGA;9;23;20;7.43725;46.95164;8;1.7;623.8;49.5;RTCMEZ;2024;12;12;11;23;3;SENSORDATA;8.32;43.6;9.3;42.79;8.44;43.45;8.41;43.88;END;;
3;GPS;RMC;2024;12;12;GPS;GGA;9;23;21;7.43725;46.95165;8;1.7;623.6;49.5;RTCMEZ;2024;12;12;11;23;4;SENSORDATA;8.33;43.63;9.38;42.8;8.5;43.45;8.41;43.88;END;;
4;GPS;RMC;2024;12;12;GPS;GGA;9;23;23;7.43725;46.95166;9;1.5;623.1;49.5;RTCMEZ;2024;12;12;11;23;6;SENSORDATA;8.29;43.77;9.31;42.85;8.44;43.57;8.41;44.03;END;;
5;GPS;RMC;2024;12;12;GPS;GGA;9;23;24;7.43724;46.95166;9;1.5;622.7;49.5;RTCMEZ;2024;12;12;11;23;7;SENSORDATA;8.3;43.71;9.18;42.8;8.37;43.65;8.4;44.12;END;;
6;GPS;RMC;2024;12;12;GPS;GGA;9;23;25;7.43724;46.95167;9;1.5;622.3;49.5;RTCMEZ;2024;12;12;11;23;8;SENSORDATA;8.26;43.79;9.18;42.89;8.4;43.72;8.34;44.16;END;;
7;GPS;RMC;2024;12;12;GPS;GGA;9;23;26;7.43723;46.95168;9;1.5;620.2;49.5;RTCMEZ;2024;12;12;11;23;9;SENSORDATA;8.26;43.84;9.14;42.95;8.34;43.75;8.33;44.16;END;;
8;GPS;RMC;2024;12;12;GPS;GGA;9;23;27;7.43723;46.95169;9;1.5;619.9;49.5;RTCMEZ;2024;12;12;11;23;10;SENSORDATA;8.25;43.89;9.13;42.97;8.32;43.83;8.34;44.19;END;;
9;GPS;RMC;2024;12;12;GPS;GGA;9;23;29;7.43721;46.95171;9;1.5;618.9;49.5;RTCMEZ;2024;12;12;11;23;12;SENSORDATA;8.22;43.9;9.1;43.04;8.27;43.81;8.3;44.21;END;;
10;GPS;RMC;2024;12;12;GPS;GGA;9;23;30;7.4372;46.95171;9;1.5;618.6;49.5;RTCMEZ;2024;12;12;11;23;13;SENSORDATA;8.19;44.04;9.13;43.09;8.29;43.99;8.27;44.25;END;;
11;GPS;RMC;2024;12;12;GPS;GGA;9;23;31;7.4372;46.95171;9;1.5;618.6;49.5;RTCMEZ;2024;12;12;11;23;14;SENSORDATA;8.19;44;9.11;43.16;8.26;44.02;8.31;44.32;END;;
12;GPS;RMC;2024;12;12;GPS;GGA;9;23;32;7.43719;46.95171;9;1.5;618.3;49.5;RTCMEZ;2024;12;12;11;23;15;SENSORDATA;8.2;44.11;9.06;43.21;8.29;44.08;8.27;44.36;END;;
13;GPS;RMC;2024;12;12;GPS;GGA;9;23;33;7.43719;46.95171;9;1.5;618.2;49.5;RTCMEZ;2024;12;12;11;23;16;SENSORDATA;8.16;44.08;9.08;43.21;8.29;44.15;8.24;44.37;END;;
14;GPS;RMC;2024;12;12;GPS;GGA;9;23;35;7.43719;46.95171;9;1.5;617.5;49.5;RTCMEZ;2024;12;12;11;23;18;SENSORDATA;8.17;44.16;9.02;43.26;8.22;44.14;8.2;44.49;END;;
15;GPS;RMC;2024;12;12;GPS;GGA;9;23;37;7.43718;46.95171;9;1.5;617.3;49.5;RTCMEZ;2024;12;12;11;23;19;SENSORDATA;8.12;44.22;8.97;43.32;8.2;44.22;8.2;44.48;END;;
16;GPS;RMC;2024;12;12;GPS;GGA;9;23;38;7.43718;46.95171;9;1.5;617.1;49.5;RTCMEZ;2024;12;12;11;23;20;SENSORDATA;8.09;44.18;8.99;43.38;8.16;44.22;8.18;44.58;END;;
17;GPS;RMC;2024;12;12;GPS;GGA;9;23;39;7.43718;46.95171;9;1.5;616.9;49.5;RTCMEZ;2024;12;12;11;23;21;SENSORDATA;8.06;44.31;8.89;43.41;8.22;44.32;8.16;44.68;END;;
18;GPS;RMC;2024;12;12;GPS;GGA;9;23;40;7.43718;46.95171;9;1.5;616.8;49.5;RTCMEZ;2024;12;12;11;23;22;SENSORDATA;8.03;44.37;8.94;43.58;8.17;44.32;8.13;44.74;END;;
19;GPS;RMC;2024;12;12;GPS;GGA;9;23;42;7.43718;46.95171;9;1.5;616.7;49.5;RTCMEZ;2024;12;12;11;23;24;SENSORDATA;8.08;44.43;8.87;43.61;8.12;44.45;8.14;44.79;END;;
20;GPS;RMC;2024;12;12;GPS;GGA;9;23;43;7.43718;46.95171;9;1.5;616.6;49.5;RTCMEZ;2024;12;12;11;23;25;SENSORDATA;8.05;44.48;8.89;43.56;8.1;44.44;8.03;44.89;END;;
21;GPS;RMC;2024;12;12;GPS;GGA;9;23;44;7.43718;46.95172;9;1.5;616.5;49.5;RTCMEZ;2024;12;12;11;23;26;SENSORDATA;8.02;44.56;8.89;43.72;8.02;44.56;8.04;44.95;END;;
22;GPS;RMC;2024;12;12;GPS;GGA;9;23;45;7.43718;46.95172;11;1;616.3;49.5;RTCMEZ;2024;12;12;11;23;27;SENSORDATA;8.02;44.56;8.87;43.72;7.97;44.57;8.03;44.93;END;;
23;GPS;RMC;2024;12;12;GPS;GGA;9;23;46;7.43718;46.95172;11;1;616.1;49.5;RTCMEZ;2024;12;12;11;23;29;SENSORDATA;7.99;44.61;8.87;43.76;8.02;44.63;8;45.02;END;;
24;GPS;RMC;2024;12;12;GPS;GGA;9;23;48;7.43717;46.95172;12;0.9;615.5;49.5;RTCMEZ;2024;12;12;11;23;30;SENSORDATA;7.93;44.76;8.86;43.88;7.89;44.71;7.86;45.12;END;;
25;GPS;RMC;2024;12;12;GPS;GGA;9;23;49;7.43717;46.95172;12;0.9;615.2;49.5;RTCMEZ;2024;12;12;11;23;31;SENSORDATA;7.95;44.72;8.78;43.86;7.88;44.81;7.83;45.26;END;;
26;GPS;RMC;2024;12;12;GPS;GGA;9;23;50;7.43717;46.95172;12;0.9;614.9;49.5;RTCMEZ;2024;12;12;11;23;32;SENSORDATA;7.88;44.82;8.73;43.95;7.82;44.87;7.78;45.3;END;;
27;GPS;RMC;2024;12;12;GPS;GGA;9;23;51;7.43717;46.95172;12;0.9;614.6;49.5;RTCMEZ;2024;12;12;11;23;33;SENSORDATA;7.85;44.82;8.79;43.95;7.79;45.05;7.72;45.4;END;;
28;GPS;RMC;2024;12;12;GPS;GGA;9;23;52;7.43717;46.95172;12;0.9;614.4;49.5;RTCMEZ;2024;12;12;11;23;35;SENSORDATA;7.77;44.91;8.78;44.13;7.75;45.05;7.61;45.56;END;;
29;GPS;RMC;2024;12;12;GPS;GGA;9;23;54;7.43717;46.95172;12;0.9;613.9;49.5;RTCMEZ;2024;12;12;11;23;36;SENSORDATA;7.81;44.96;8.66;44.07;7.69;45.12;7.62;45.61;END;;
30;GPS;RMC;2024;12;12;GPS;GGA;9;23;55;7.43717;46.95172;12;0.9;613.7;49.5;RTCMEZ;2024;12;12;11;23;37;SENSORDATA;7.75;45.06;8.69;44.18;7.68;45.27;7.63;45.73;END;;
31;GPS;RMC;2024;12;12;GPS;GGA;9;23;56;7.43717;46.95172;12;0.9;613.6;49.5;RTCMEZ;2024;12;12;11;23;38;SENSORDATA;7.72;45.11;8.62;44.22;7.64;45.38;7.54;45.81;END;;
32;GPS;RMC;2024;12;12;GPS;GGA;9;23;57;7.43717;46.95172;12;0.9;613.4;49.5;RTCMEZ;2024;12;12;11;23;39;SENSORDATA;7.75;45.15;8.6;44.28;7.58;45.41;7.52;45.89;END;;
33;GPS;RMC;2024;12;12;GPS;GGA;9;23;59;7.43717;46.95172;13;0.9;613;49.5;RTCMEZ;2024;12;12;11;23;41;SENSORDATA;7.68;45.21;8.58;44.4;7.5;45.54;7.48;46.08;END;;
34;GPS;RMC;2024;12;12;GPS;GGA;9;24;0;7.43716;46.95172;13;0.9;612.3;49.5;RTCMEZ;2024;12;12;11;23;42;SENSORDATA;7.65;45.28;8.52;44.44;7.47;45.65;7.43;46.13;END;;
35;GPS;RMC;2024;12;12;GPS;GGA;9;24;1;7.43716;46.95172;13;0.9;611.9;49.5;RTCMEZ;2024;12;12;11;23;43;SENSORDATA;7.61;45.49;8.48;44.52;7.43;45.78;7.37;46.21;END;;
36;GPS;RMC;2024;12;12;GPS;GGA;9;24;2;7.43716;46.95172;13;0.9;611.5;49.5;RTCMEZ;2024;12;12;11;23;44;SENSORDATA;7.58;45.46;8.48;44.56;7.44;45.91;7.37;46.41;END;;
37;GPS;RMC;2024;12;12;GPS;GGA;9;24;3;7.43716;46.95172;13;0.9;611.2;49.5;RTCMEZ;2024;12;12;11;23;45;SENSORDATA;7.59;45.54;8.47;44.61;7.37;45.99;7.35;46.43;END;;
38;GPS;RMC;2024;12;12;GPS;GGA;9;24;5;7.43716;46.95172;13;0.9;611;49.5;RTCMEZ;2024;12;12;11;23;47;SENSORDATA;7.61;45.65;8.42;44.77;7.28;46.06;7.33;46.52;END;;
39;GPS;RMC;2024;12;12;GPS;GGA;9;24;6;7.43716;46.95172;13;0.9;610.2;49.5;RTCMEZ;2024;12;12;11;23;48;SENSORDATA;7.57;45.65;8.38;44.77;7.27;46.2;7.31;46.65;END;;
40;GPS;RMC;2024;12;12;GPS;GGA;9;24;7;7.43716;46.95172;13;0.9;609.8;49.5;RTCMEZ;2024;12;12;11;23;49;SENSORDATA;7.54;45.75;8.35;44.84;7.24;46.26;7.2;46.76;END;;
41;GPS;RMC;2024;12;12;GPS;GGA;9;24;8;7.43716;46.95172;13;0.9;609.5;49.5;RTCMEZ;2024;12;12;11;23;50;SENSORDATA;7.54;45.81;8.34;44.86;7.24;46.43;7.11;46.76;END;;
42;GPS;RMC;2024;12;12;GPS;GGA;9;24;9;7.43715;46.95172;13;0.9;609.2;49.5;RTCMEZ;2024;12;12;11;23;51;SENSORDATA;7.48;45.8;8.24;45.01;7.16;46.47;7.13;47.05;END;;
43;GPS;RMC;2024;12;12;GPS;GGA;9;24;11;7.43715;46.95172;13;0.9;608.6;49.5;RTCMEZ;2024;12;12;11;23;53;SENSORDATA;7.46;45.91;8.22;45.06;7.11;46.69;7.06;47.06;END;;
44;GPS;RMC;2024;12;12;GPS;GGA;9;24;12;7.43715;46.95172;13;0.9;608.4;49.5;RTCMEZ;2024;12;12;11;23;54;SENSORDATA;7.41;46.04;8.24;45.16;7.1;46.68;7;47.21;END;;
45;GPS;RMC;2024;12;12;GPS;GGA;9;24;13;7.43715;46.95172;13;0.9;608.1;49.5;RTCMEZ;2024;12;12;11;23;55;SENSORDATA;7.44;45.99;8.14;45.22;7.02;46.85;6.97;47.34;END;;
46;GPS;RMC;2024;12;12;GPS;GGA;9;24;14;7.43715;46.95172;13;0.9;607.8;49.5;RTCMEZ;2024;12;12;11;23;56;SENSORDATA;7.34;46.11;8.15;45.35;6.97;46.93;6.95;47.53;END;;
47;GPS;RMC;2024;12;12;GPS;GGA;9;24;15;7.43715;46.95173;13;0.9;607.6;49.5;RTCMEZ;2024;12;12;11;23;58;SENSORDATA;7.33;46.14;8.08;45.47;6.99;46.94;6.93;47.6;END;;
48;GPS;RMC;2024;12;12;GPS;GGA;9;24;17;7.43715;46.95173;13;0.9;607.3;49.5;RTCMEZ;2024;12;12;11;23;59;SENSORDATA;7.33;46.18;8.11;45.46;6.92;47.05;6.83;47.76;END;;
49;GPS;RMC;2024;12;12;GPS;GGA;9;24;18;7.43715;46.95173;13;0.9;607.2;49.5;RTCMEZ;2024;12;12;11;24;0;SENSORDATA;7.35;46.28;8.11;45.52;6.89;47.1;6.72;47.77;END;;
50;GPS;RMC;2024;12;12;GPS;GGA;9;24;19;7.43715;46.95173;13;0.9;607.1;49.5;RTCMEZ;2024;12;12;11;24;1;SENSORDATA;7.34;46.3;8.1;45.61;6.85;47.2;6.71;47.91;END;;
51;GPS;RMC;2024;12;12;GPS;GGA;9;24;20;7.43715;46.95173;13;0.9;607;49.5;RTCMEZ;2024;12;12;11;24;2;SENSORDATA;7.29;46.28;8.05;45.6;6.83;47.42;6.71;47.97;END;;
52;GPS;RMC;2024;12;12;GPS;GGA;9;24;21;7.43715;46.95173;12;0.9;606.9;49.5;RTCMEZ;2024;12;12;11;24;4;SENSORDATA;7.3;46.39;8.08;45.71;6.72;47.52;6.69;48.21;END;;
53;GPS;RMC;2024;12;12;GPS;GGA;9;24;23;7.43715;46.95173;12;0.9;606.8;49.5;RTCMEZ;2024;12;12;11;24;5;SENSORDATA;7.29;46.51;8;45.77;6.69;47.53;6.59;48.27;END;;
54;GPS;RMC;2024;12;12;GPS;GGA;9;24;24;7.43716;46.95173;12;0.9;606.7;49.5;RTCMEZ;2024;12;12;11;24;6;SENSORDATA;7.26;46.39;8.01;45.82;6.68;47.68;6.58;48.3;END;;
55;GPS;RMC;2024;12;12;GPS;GGA;9;24;25;7.43716;46.95173;12;0.9;606.6;49.5;RTCMEZ;2024;12;12;11;24;7;SENSORDATA;7.3;46.52;7.97;45.88;6.66;47.83;6.58;48.54;END;;
56;GPS;RMC;2024;12;12;GPS;GGA;9;24;26;7.43716;46.95173;12;0.9;606.4;49.5;RTCMEZ;2024;12;12;11;24;8;SENSORDATA;7.23;46.55;7.96;46;6.64;47.97;6.44;48.69;END;;
57;GPS;RMC;2024;12;12;GPS;GGA;9;24;27;7.43716;46.95173;12;0.9;606.3;49.5;RTCMEZ;2024;12;12;11;24;10;SENSORDATA;7.27;46.52;7.9;46.08;6.65;48.03;6.42;48.87;END;;
58;GPS;RMC;2024;12;12;GPS;GGA;9;24;29;7.43716;46.95173;12;0.9;606.2;49.5;RTCMEZ;2024;12;12;11;24;11;SENSORDATA;7.23;46.49;7.92;46.11;6.61;48.09;6.42;48.89;END;;
59;GPS;RMC;2024;12;12;GPS;GGA;9;24;30;7.43716;46.95173;12;0.9;606;49.5;RTCMEZ;2024;12;12;11;24;12;SENSORDATA;7.2;46.63;7.9;46.16;6.56;48.27;6.32;49.02;END;;
60;GPS;RMC;2024;12;12;GPS;GGA;9;24;31;7.43716;46.95173;12;0.9;606;49.5;RTCMEZ;2024;12;12;11;24;13;SENSORDATA;7.2;46.58;7.87;46.24;6.51;48.39;6.34;49.19;END;;
61;GPS;RMC;2024;12;12;GPS;GGA;9;24;32;7.43716;46.95173;12;0.9;605.9;49.5;RTCMEZ;2024;12;12;11;24;14;SENSORDATA;7.24;46.6;7.8;46.35;6.47;48.48;6.25;49.38;END;;
62;GPS;RMC;2024;12;12;GPS;GGA;9;24;33;7.43716;46.95173;12;0.9;605.8;49.5;RTCMEZ;2024;12;12;11;24;16;SENSORDATA;7.17;46.62;7.8;46.42;6.44;48.57;6.22;49.53;END;;
63;GPS;RMC;2024;12;12;GPS;GGA;9;24;35;7.43716;46.95173;12;0.9;605.6;49.5;RTCMEZ;2024;12;12;11;24;17;SENSORDATA;7.13;46.65;7.72;46.39;6.47;48.66;6.18;49.55;END;;
64;GPS;RMC;2024;12;12;GPS;GGA;9;24;36;7.43716;46.95173;12;0.9;605.4;49.5;RTCMEZ;2024;12;12;11;24;18;SENSORDATA;7.17;46.76;7.7;46.52;6.38;48.86;6.18;49.79;END;;
65;GPS;RMC;2024;12;12;GPS;GGA;9;24;37;7.43716;46.95173;12;0.9;605.3;49.5;RTCMEZ;2024;12;12;11;24;19;SENSORDATA;7.16;46.68;7.66;46.49;6.37;48.92;6.14;49.77;END;;
66;GPS;RMC;2024;12;12;GPS;GGA;9;24;38;7.43716;46.95173;12;0.9;605.1;49.5;RTCMEZ;2024;12;12;11;24;20;SENSORDATA;7.1;46.84;7.65;46.67;6.31;48.99;6.1;50.07;END;;
67;GPS;RMC;2024;12;12;GPS;GGA;9;24;39;7.43716;46.95173;12;0.9;605;49.5;RTCMEZ;2024;12;12;11;24;22;SENSORDATA;7.11;46.79;7.66;46.74;6.31;49.12;6.06;50.18;END;;
68;GPS;RMC;2024;12;12;GPS;GGA;9;24;41;7.43716;46.95173;13;0.9;604.5;49.5;RTCMEZ;2024;12;12;11;24;23;SENSORDATA;6.99;46.85;7.63;46.83;6.27;49.18;5.99;50.24;END;;
69;GPS;RMC;2024;12;12;GPS;GGA;9;24;42;7.43715;46.95173;13;0.9;604.3;49.5;RTCMEZ;2024;12;12;11;24;24;SENSORDATA;7.04;47;7.58;46.92;6.25;49.34;5.99;50.39;END;;
70;GPS;RMC;2024;12;12;GPS;GGA;9;24;43;7.43715;46.95173;13;0.9;604;49.5;RTCMEZ;2024;12;12;11;24;25;SENSORDATA;7;47;7.53;46.98;6.17;49.47;5.92;50.5;END;;
71;GPS;RMC;2024;12;12;GPS;GGA;9;24;44;7.43715;46.95173;13;0.9;603.8;49.5;RTCMEZ;2024;12;12;11;24;27;SENSORDATA;6.99;47.13;7.52;47.1;6.17;49.57;5.93;50.59;END;;
72;GPS;RMC;2024;12;12;GPS;GGA;9;24;45;7.43715;46.95173;13;0.9;603.5;49.5;RTCMEZ;2024;12;12;11;24;28;SENSORDATA;6.95;47.19;7.48;47.12;6.11;49.61;5.8;50.75;END;;
73;GPS;RMC;2024;12;12;GPS;GGA;9;24;47;7.43715;46.95173;13;0.9;603.1;49.5;RTCMEZ;2024;12;12;11;24;29;SENSORDATA;6.9;47.23;7.45;47.21;6.01;49.68;5.85;50.77;END;;
74;GPS;RMC;2024;12;12;GPS;GGA;9;24;48;7.43715;46.95173;13;0.9;602.9;49.5;RTCMEZ;2024;12;12;11;24;30;SENSORDATA;6.92;47.25;7.46;47.3;5.97;49.82;5.77;50.87;END;;
75;GPS;RMC;2024;12;12;GPS;GGA;9;24;49;7.43715;46.95173;13;0.9;602.7;49.5;RTCMEZ;2024;12;12;11;24;31;SENSORDATA;6.86;47.35;7.42;47.35;6.01;49.97;5.73;50.94;END;;
76;GPS;RMC;2024;12;12;GPS;GGA;9;24;50;7.43715;46.95173;13;0.9;602.6;49.5;RTCMEZ;2024;12;12;11;24;33;SENSORDATA;6.79;47.43;7.35;47.35;5.94;49.99;5.73;51.08;END;;
77;GPS;RMC;2024;12;12;GPS;GGA;9;24;51;7.43715;46.95173;13;0.9;602.4;49.5;RTCMEZ;2024;12;12;11;24;34;SENSORDATA;6.8;47.48;7.36;47.55;5.97;50.11;5.7;51.19;END;;
78;GPS;RMC;2024;12;12;GPS;GGA;9;24;53;7.43715;46.95173;13;0.9;602.1;49.5;RTCMEZ;2024;12;12;11;24;35;SENSORDATA;6.78;47.5;7.39;47.55;5.96;50.15;5.7;51.27;END;;
79;GPS;RMC;2024;12;12;GPS;GGA;9;24;54;7.43715;46.95173;13;0.9;601.9;49.5;RTCMEZ;2024;12;12;11;24;36;SENSORDATA;6.8;47.59;7.29;47.63;5.97;50.28;5.7;51.29;END;;
80;GPS;RMC;2024;12;12;GPS;GGA;9;24;55;7.43715;46.95173;13;0.9;601.7;49.5;RTCMEZ;2024;12;12;11;24;37;SENSORDATA;6.79;47.71;7.32;47.72;5.93;50.27;5.66;51.39;END;;
81;GPS;RMC;2024;12;12;GPS;GGA;9;24;56;7.43715;46.95173;13;0.9;601.5;49.5;RTCMEZ;2024;12;12;11;24;39;SENSORDATA;6.76;47.68;7.28;47.71;5.92;50.31;5.66;51.47;END;;
82;GPS;RMC;2024;12;12;GPS;GGA;9;24;58;7.43715;46.95173;13;0.9;601.1;49.5;RTCMEZ;2024;12;12;11;24;40;SENSORDATA;6.71;47.7;7.24;47.75;5.92;50.45;5.61;51.53;END;;
83;GPS;RMC;2024;12;12;GPS;GGA;9;24;59;7.43715;46.95173;13;0.9;600.9;49.5;RTCMEZ;2024;12;12;11;24;41;SENSORDATA;6.73;47.75;7.17;47.8;5.9;50.47;5.62;51.56;END;;
84;GPS;RMC;2024;12;12;GPS;GGA;9;25;0;7.43715;46.95173;13;0.9;600.7;49.5;RTCMEZ;2024;12;12;11;24;42;SENSORDATA;6.76;47.88;7.21;47.87;5.88;50.49;5.61;51.74;END;;
85;GPS;RMC;2024;12;12;GPS;GGA;9;25;1;7.43715;46.95173;13;0.9;600.4;49.5;RTCMEZ;2024;12;12;11;24;43;SENSORDATA;6.68;47.81;7.15;48;5.88;50.48;5.56;51.64;END;;
86;GPS;RMC;2024;12;12;GPS;GGA;9;25;2;7.43715;46.95173;13;0.9;600.2;49.5;RTCMEZ;2024;12;12;11;24;45;SENSORDATA;6.71;47.92;7.22;48.05;5.86;50.54;5.59;51.75;END;;
87;GPS;RMC;2024;12;12;GPS;GGA;9;25;4;7.43715;46.95173;13;0.9;599.7;49.5;RTCMEZ;2024;12;12;11;24;46;SENSORDATA;6.67;47.95;7.15;48.14;5.86;50.6;5.58;51.82;END;;
88;GPS;RMC;2024;12;12;GPS;GGA;9;25;5;7.43715;46.95173;13;0.9;599.5;49.5;RTCMEZ;2024;12;12;11;24;47;SENSORDATA;6.72;48.07;7.12;48.18;5.81;50.7;5.54;51.87;END;;
89;GPS;RMC;2024;12;12;GPS;GGA;9;25;6;7.43715;46.95173;13;0.9;599.3;49.5;RTCMEZ;2024;12;12;11;24;48;SENSORDATA;6.65;48.1;7.15;48.19;5.79;50.76;5.52;51.93;END;;
90;GPS;RMC;2024;12;12;GPS;GGA;9;25;7;7.43715;46.95173;13;0.9;599.1;49.5;RTCMEZ;2024;12;12;11;24;49;SENSORDATA;6.62;48.06;7.17;48.25;5.76;50.85;5.52;51.99;END;;
91;GPS;RMC;2024;12;12;GPS;GGA;9;25;8;7.43715;46.95173;13;0.9;599;49.5;RTCMEZ;2024;12;12;11;24;51;SENSORDATA;6.67;48.12;7.06;48.3;5.79;50.88;5.51;52.1;END;;
92;GPS;RMC;2024;12;12;GPS;GGA;9;25;10;7.43714;46.95173;13;0.9;598.6;49.5;RTCMEZ;2024;12;12;11;24;52;SENSORDATA;6.59;48.19;7.03;48.4;5.74;50.97;5.55;52.19;END;;
93;GPS;RMC;2024;12;12;GPS;GGA;9;25;11;7.43714;46.95173;13;0.9;598.4;49.5;RTCMEZ;2024;12;12;11;24;53;SENSORDATA;6.64;48.19;7.03;48.38;5.74;51.06;5.48;52.21;END;;
94;GPS;RMC;2024;12;12;GPS;GGA;9;25;12;7.43714;46.95173;13;0.9;598.2;49.5;RTCMEZ;2024;12;12;11;24;54;SENSORDATA;6.59;48.26;6.96;48.47;5.8;51.1;5.52;52.31;END;;
95;GPS;RMC;2024;12;12;GPS;GGA;9;25;13;7.43714;46.95173;13;0.9;598;49.5;RTCMEZ;2024;12;12;11;24;56;SENSORDATA;6.55;48.3;6.98;48.48;5.73;51.19;5.48;52.42;END;;
96;GPS;RMC;2024;12;12;GPS;GGA;9;25;14;7.43714;46.95173;13;0.9;597.9;49.5;RTCMEZ;2024;12;12;11;24;57;SENSORDATA;6.56;48.28;6.98;48.55;5.74;51.22;5.49;52.45;END;;
97;GPS;RMC;2024;12;12;GPS;GGA;9;25;16;7.43714;46.95173;13;0.9;597.5;49.5;RTCMEZ;2024;12;12;11;24;58;SENSORDATA;6.56;48.3;6.94;48.64;5.76;51.31;5.48;52.49;END;;
98;GPS;RMC;2024;12;12;GPS;GGA;9;25;17;7.43714;46.95173;13;0.9;597.4;49.5;RTCMEZ;2024;12;12;11;24;59;SENSORDATA;6.56;48.4;6.87;48.76;5.7;51.24;5.45;52.55;END;;
99;GPS;RMC;2024;12;12;GPS;GGA;9;25;18;7.43714;46.95173;13;0.9;597.2;49.5;RTCMEZ;2024;12;12;11;25;0;SENSORDATA;6.58;48.51;6.86;48.88;5.72;51.28;5.48;52.54;END;;
100;GPS;RMC;2024;12;12;GPS;GGA;9;25;19;7.43714;46.95173;13;0.9;597.1;49.5;RTCMEZ;2024;12;12;11;25;2;SENSORDATA;6.53;48.53;6.84;48.94;5.73;51.3;5.52;52.59;END;;
101;GPS;RMC;2024;12;12;GPS;GGA;9;25;20;7.43714;46.95173;13;0.9;597;49.5;RTCMEZ;2024;12;12;11;25;3;SENSORDATA;6.55;48.49;6.84;48.94;5.69;51.31;5.41;52.57;END;;
102;GPS;RMC;2024;12;12;GPS;GGA;9;25;22;7.43714;46.95173;13;0.9;596.8;49.5;RTCMEZ;2024;12;12;11;25;4;SENSORDATA;6.52;48.53;6.84;49.04;5.79;51.38;5.39;52.61;END;;
103;GPS;RMC;2024;12;12;GPS;GGA;9;25;23;7.43714;46.95173;13;0.9;596.6;49.5;RTCMEZ;2024;12;12;11;25;5;SENSORDATA;6.51;48.49;6.82;49.07;5.72;51.35;5.38;52.64;END;;
104;GPS;RMC;2024;12;12;GPS;GGA;9;25;24;7.43714;46.95173;13;0.9;596.6;49.5;RTCMEZ;2024;12;12;11;25;6;SENSORDATA;6.51;48.54;6.83;49.08;5.67;51.36;5.41;52.8;END;;
105;GPS;RMC;2024;12;12;GPS;GGA;9;25;25;7.43714;46.95173;13;0.9;596.6;49.5;RTCMEZ;2024;12;12;11;25;8;SENSORDATA;6.52;48.54;6.8;49.1;5.7;51.35;5.39;52.76;END;;
106;GPS;RMC;2024;12;12;GPS;GGA;9;25;26;7.43714;46.95173;13;0.9;596.6;49.5;RTCMEZ;2024;12;12;11;25;9;SENSORDATA;6.48;48.51;6.8;49.18;5.65;51.36;5.37;52.85;END;;
107;GPS;RMC;2024;12;12;GPS;GGA;9;25;28;7.43714;46.95173;13;0.9;596.7;49.5;RTCMEZ;2024;12;12;11;25;10;SENSORDATA;6.52;48.56;6.77;49.18;5.62;51.43;5.34;52.88;END;;
108;GPS;RMC;2024;12;12;GPS;GGA;9;25;29;7.43714;46.95173;13;0.9;596.8;49.5;RTCMEZ;2024;12;12;11;25;11;SENSORDATA;6.39;48.56;6.8;49.19;5.65;51.47;5.38;53.13;END;;
109;GPS;RMC;2024;12;12;GPS;GGA;9;25;30;7.43714;46.95173;13;0.9;596.8;49.5;RTCMEZ;2024;12;12;11;25;12;SENSORDATA;6.45;48.55;6.8;49.26;5.65;51.51;5.34;53.22;END;;
110;GPS;RMC;2024;12;12;GPS;GGA;9;25;31;7.43714;46.95173;13;0.9;596.8;49.5;RTCMEZ;2024;12;12;11;25;14;SENSORDATA;6.42;48.62;6.76;49.29;5.65;51.51;5.37;53.36;END;;
111;GPS;RMC;2024;12;12;GPS;GGA;9;25;32;7.43714;46.95173;13;0.9;596.8;49.5;RTCMEZ;2024;12;12;11;25;15;SENSORDATA;6.37;48.66;6.76;49.38;5.67;51.58;5.31;53.51;END;;
112;GPS;RMC;2024;12;12;GPS;GGA;9;25;34;7.43714;46.95173;13;0.9;596.8;49.5;RTCMEZ;2024;12;12;11;25;16;SENSORDATA;6.42;48.65;6.73;49.29;5.65;51.62;5.34;53.58;END;;
113;GPS;RMC;2024;12;12;GPS;GGA;9;25;35;7.43714;46.95173;13;0.9;596.8;49.5;RTCMEZ;2024;12;12;11;25;17;SENSORDATA;6.47;48.67;6.7;49.34;5.63;51.6;5.31;53.65;END;;
114;GPS;RMC;2024;12;12;GPS;GGA;9;25;36;7.43714;46.95173;13;0.9;596.8;49.5;RTCMEZ;2024;12;12;11;25;19;SENSORDATA;6.39;48.76;6.73;49.32;5.58;51.56;5.33;53.58;END;;
115;GPS;RMC;2024;12;12;GPS;GGA;9;25;37;7.43714;46.95173;13;0.9;596.8;49.5;RTCMEZ;2024;12;12;11;25;20;SENSORDATA;6.42;48.72;6.72;49.35;5.65;51.67;5.3;53.68;END;;
