Messung;GPS;RMC;Jahr;Monat;Tag;GPS;GGA;Stunde;Minute;Sekunde;Longitude;Latitud;X;XX;Height;XXX;RTCMEZ;Jahr_Gerät;Monat_Gerät;Tag_Gerät;Stunde_Gerät;Minute_Gerät;Sekunde_Gerät;SENSORDATA;Sensor1_T;Sensor1_LF;Sensor2_T;Sensor2_LF;Sensor3_T;Sensor3_LF;Sensor4_T;Sensor4_LF;END;;
4788;GPS;RMC;2024;12;12;GPS;GGA;11;0;6;7.43523;46.95235;19;0.7;547.5;49.5;RTCMEZ;2024;12;12;12;59;49;SENSORDATA;1.35;69.44;1.36;71.34;1.2;70.67;1.08;72.32;END;;
4789;GPS;RMC;2024;12;12;GPS;GGA;11;0;8;7.43521;46.95233;19;0.7;547.5;49.5;RTCMEZ;2024;12;12;12;59;50;SENSORDATA;1.37;69.44;1.36;71.34;1.27;70.69;1.15;72.38;END;;
4790;GPS;RMC;2024;12;12;GPS;GGA;11;0;9;7.4352;46.95232;19;0.7;547.6;49.5;RTCMEZ;2024;12;12;12;59;51;SENSORDATA;1.38;69.39;1.39;71.33;1.23;70.71;1.15;72.32;END;;
4791;GPS;RMC;2024;12;12;GPS;GGA;11;0;10;7.4352;46.95231;19;0.7;547.7;49.5;RTCMEZ;2024;12;12;12;59;53;SENSORDATA;1.35;69.41;1.39;71.36;1.2;70.63;1.11;72.38;END;;
4792;GPS;RMC;2024;12;12;GPS;GGA;11;0;11;7.43519;46.9523;19;0.7;547.9;49.5;RTCMEZ;2024;12;12;12;59;54;SENSORDATA;1.32;69.34;1.4;71.36;1.29;70.7;1.09;72.36;END;;
4793;GPS;RMC;2024;12;12;GPS;GGA;11;0;12;7.43518;46.95229;19;0.7;548.1;49.5;RTCMEZ;2024;12;12;12;59;55;SENSORDATA;1.32;69.33;1.39;71.35;1.2;70.63;1.11;72.36;END;;
4794;GPS;RMC;2024;12;12;GPS;GGA;11;0;14;7.43517;46.95227;19;0.7;548.6;49.5;RTCMEZ;2024;12;12;12;59;56;SENSORDATA;1.39;69.33;1.44;71.34;1.22;70.66;1.14;72.33;END;;
4795;GPS;RMC;2024;12;12;GPS;GGA;11;0;15;7.43516;46.95226;19;0.7;548.4;49.5;RTCMEZ;2024;12;12;12;59;57;SENSORDATA;1.35;69.32;1.46;71.35;1.23;70.69;1.09;72.35;END;;
4796;GPS;RMC;2024;12;12;GPS;GGA;11;0;16;7.43515;46.95225;19;0.7;548.2;49.5;RTCMEZ;2024;12;12;12;59;59;SENSORDATA;1.38;69.32;1.42;71.34;1.19;70.64;1.11;72.37;END;;
4797;GPS;RMC;2024;12;12;GPS;GGA;11;0;17;7.43515;46.95224;19;0.7;548.1;49.5;RTCMEZ;2024;12;12;13;0;0;SENSORDATA;1.39;69.28;1.39;71.33;1.23;70.68;1.08;72.35;END;;
4798;GPS;RMC;2024;12;12;GPS;GGA;11;0;18;7.43515;46.95223;19;0.7;547.7;49.5;RTCMEZ;2024;12;12;13;0;1;SENSORDATA;1.35;69.25;1.4;71.27;1.23;70.66;1.17;72.34;END;;
4799;GPS;RMC;2024;12;12;GPS;GGA;11;0;20;7.43514;46.95223;19;0.7;548.2;49.5;RTCMEZ;2024;12;12;13;0;2;SENSORDATA;1.35;69.28;1.4;71.31;1.29;70.67;1.14;72.34;END;;
4800;GPS;RMC;2024;12;12;GPS;GGA;11;0;21;7.43514;46.95223;19;0.7;548.3;49.5;RTCMEZ;2024;12;12;13;0;3;SENSORDATA;1.39;69.29;1.39;71.27;1.27;70.71;1.11;72.37;END;;
4801;GPS;RMC;2024;12;12;GPS;GGA;11;0;22;7.43514;46.95222;19;0.7;548.6;49.5;RTCMEZ;2024;12;12;13;0;5;SENSORDATA;1.37;69.33;1.37;71.34;1.26;70.68;1.15;72.44;END;;
4802;GPS;RMC;2024;12;12;GPS;GGA;11;0;23;7.43513;46.95221;19;0.7;548.7;49.5;RTCMEZ;2024;12;12;13;0;6;SENSORDATA;1.34;69.34;1.43;71.34;1.23;70.76;1.12;72.44;END;;
4803;GPS;RMC;2024;12;12;GPS;GGA;11;0;25;7.43512;46.95219;19;0.7;549;49.5;RTCMEZ;2024;12;12;13;0;7;SENSORDATA;1.42;69.53;1.43;71.46;1.23;70.82;1.17;72.43;END;;
4804;GPS;RMC;2024;12;12;GPS;GGA;11;0;26;7.43511;46.95218;19;0.7;549.3;49.5;RTCMEZ;2024;12;12;13;0;8;SENSORDATA;1.35;69.58;1.44;71.5;1.33;70.89;1.12;72.49;END;;
4805;GPS;RMC;2024;12;12;GPS;GGA;11;0;27;7.4351;46.95217;19;0.7;549.5;49.5;RTCMEZ;2024;12;12;13;0;10;SENSORDATA;1.34;69.69;1.43;71.58;1.26;70.92;1.14;72.53;END;;
4806;GPS;RMC;2024;12;12;GPS;GGA;11;0;28;7.43509;46.95217;19;0.7;549.5;49.5;RTCMEZ;2024;12;12;13;0;11;SENSORDATA;1.35;69.71;1.49;71.61;1.26;71;1.18;72.59;END;;
4807;GPS;RMC;2024;12;12;GPS;GGA;11;0;29;7.43509;46.95216;19;0.7;549.8;49.5;RTCMEZ;2024;12;12;13;0;12;SENSORDATA;1.39;69.81;1.4;71.71;1.3;71.03;1.22;72.61;END;;
4808;GPS;RMC;2024;12;12;GPS;GGA;11;0;31;7.43508;46.95214;19;0.7;550.5;49.5;RTCMEZ;2024;12;12;13;0;13;SENSORDATA;1.44;69.86;1.43;71.77;1.3;71.1;1.19;72.67;END;;
4809;GPS;RMC;2024;12;12;GPS;GGA;11;0;32;7.43507;46.95214;19;0.7;550.6;49.5;RTCMEZ;2024;12;12;13;0;14;SENSORDATA;1.35;69.94;1.46;71.82;1.32;71.18;1.19;72.7;END;;
4810;GPS;RMC;2024;12;12;GPS;GGA;11;0;33;7.43507;46.95213;19;0.7;550.7;49.5;RTCMEZ;2024;12;12;13;0;16;SENSORDATA;1.39;69.99;1.43;71.83;1.3;71.18;1.19;72.75;END;;
4811;GPS;RMC;2024;12;12;GPS;GGA;11;0;34;7.43507;46.95213;19;0.7;550.9;49.5;RTCMEZ;2024;12;12;13;0;17;SENSORDATA;1.37;70;1.46;71.91;1.26;71.21;1.19;72.76;END;;
4812;GPS;RMC;2024;12;12;GPS;GGA;11;0;35;7.43506;46.95212;19;0.7;551.1;49.5;RTCMEZ;2024;12;12;13;0;18;SENSORDATA;1.39;70.01;1.43;71.93;1.3;71.24;1.19;72.74;END;;
4813;GPS;RMC;2024;12;12;GPS;GGA;11;0;37;7.43505;46.9521;19;0.7;551.5;49.5;RTCMEZ;2024;12;12;13;0;19;SENSORDATA;1.42;70.1;1.46;72.06;1.26;71.15;1.19;72.65;END;;
4814;GPS;RMC;2024;12;12;GPS;GGA;11;0;38;7.43505;46.95209;19;0.7;551.7;49.5;RTCMEZ;2024;12;12;13;0;20;SENSORDATA;1.37;70.12;1.46;72.01;1.27;71.13;1.21;72.61;END;;
4815;GPS;RMC;2024;12;12;GPS;GGA;11;0;39;7.43504;46.95208;19;0.7;552.1;49.5;RTCMEZ;2024;12;12;13;0;22;SENSORDATA;1.42;70.08;1.47;72.06;1.29;71.13;1.18;72.63;END;;
4816;GPS;RMC;2024;12;12;GPS;GGA;11;0;40;7.43504;46.95207;19;0.7;552.4;49.5;RTCMEZ;2024;12;12;13;0;23;SENSORDATA;1.35;70.05;1.46;72.03;1.29;71.04;1.19;72.63;END;;
4817;GPS;RMC;2024;12;12;GPS;GGA;11;0;41;7.43504;46.95206;19;0.7;552.4;49.5;RTCMEZ;2024;12;12;13;0;24;SENSORDATA;1.39;69.99;1.49;72;1.3;71.09;1.22;72.64;END;;
4818;GPS;RMC;2024;12;12;GPS;GGA;11;0;43;7.43503;46.95203;19;0.7;552.4;49.5;RTCMEZ;2024;12;12;13;0;25;SENSORDATA;1.39;69.97;1.43;72.05;1.3;71.09;1.17;72.64;END;;
4819;GPS;RMC;2024;12;12;GPS;GGA;11;0;44;7.43504;46.95203;19;0.7;552.5;49.5;RTCMEZ;2024;12;12;13;0;27;SENSORDATA;1.42;69.92;1.4;71.92;1.3;71.01;1.17;72.59;END;;
4820;GPS;RMC;2024;12;12;GPS;GGA;11;0;45;7.43504;46.95202;19;0.7;552.8;49.5;RTCMEZ;2024;12;12;13;0;28;SENSORDATA;1.44;69.98;1.4;71.9;1.27;70.96;1.17;72.53;END;;
4821;GPS;RMC;2024;12;12;GPS;GGA;11;0;46;7.43505;46.95201;19;0.7;553.2;49.5;RTCMEZ;2024;12;12;13;0;29;SENSORDATA;1.38;69.91;1.44;71.87;1.3;71.02;1.12;72.48;END;;
4822;GPS;RMC;2024;12;12;GPS;GGA;11;0;48;7.43506;46.95201;19;0.7;554.2;49.5;RTCMEZ;2024;12;12;13;0;30;SENSORDATA;1.42;69.85;1.46;71.86;1.23;70.93;1.12;72.47;END;;
4823;GPS;RMC;2024;12;12;GPS;GGA;11;0;49;7.43506;46.95201;19;0.7;554.6;49.5;RTCMEZ;2024;12;12;13;0;31;SENSORDATA;1.35;69.79;1.42;71.82;1.26;70.88;1.18;72.45;END;;
4824;GPS;RMC;2024;12;12;GPS;GGA;11;0;50;7.43507;46.95201;19;0.7;555.3;49.5;RTCMEZ;2024;12;12;13;0;33;SENSORDATA;1.39;69.87;1.47;71.78;1.26;70.92;1.15;72.41;END;;
4825;GPS;RMC;2024;12;12;GPS;GGA;11;0;51;7.43509;46.952;19;0.7;555.8;49.5;RTCMEZ;2024;12;12;13;0;34;SENSORDATA;1.39;69.8;1.43;71.82;1.24;70.8;1.14;72.32;END;;
4826;GPS;RMC;2024;12;12;GPS;GGA;11;0;52;7.4351;46.95199;19;0.7;556.4;49.5;RTCMEZ;2024;12;12;13;0;35;SENSORDATA;1.38;69.71;1.4;71.71;1.27;70.84;1.15;72.34;END;;
4827;GPS;RMC;2024;12;12;GPS;GGA;11;0;54;7.43511;46.95198;19;0.7;557.3;49.5;RTCMEZ;2024;12;12;13;0;36;SENSORDATA;1.39;69.7;1.47;71.73;1.24;70.83;1.18;72.39;END;;
4828;GPS;RMC;2024;12;12;GPS;GGA;11;0;55;7.43512;46.95198;19;0.7;557.6;49.5;RTCMEZ;2024;12;12;13;0;37;SENSORDATA;1.35;69.68;1.43;71.73;1.26;70.82;1.14;72.36;END;;
4829;GPS;RMC;2024;12;12;GPS;GGA;11;0;56;7.43512;46.95198;19;0.7;557.9;49.5;RTCMEZ;2024;12;12;13;0;39;SENSORDATA;1.41;69.72;1.46;71.65;1.23;70.83;1.17;72.33;END;;
4830;GPS;RMC;2024;12;12;GPS;GGA;11;0;57;7.43514;46.95197;19;0.7;557.6;49.5;RTCMEZ;2024;12;12;13;0;40;SENSORDATA;1.38;69.68;1.42;71.67;1.27;70.75;1.12;72.35;END;;
4831;GPS;RMC;2024;12;12;GPS;GGA;11;0;58;7.43515;46.95197;19;0.7;557.7;49.5;RTCMEZ;2024;12;12;13;0;41;SENSORDATA;1.37;69.63;1.43;71.64;1.23;70.77;1.08;72.27;END;;
4832;GPS;RMC;2024;12;12;GPS;GGA;11;1;0;7.43516;46.95196;19;0.7;558.3;49.5;RTCMEZ;2024;12;12;13;0;42;SENSORDATA;1.37;69.59;1.43;71.67;1.26;70.8;1.09;72.28;END;;
4833;GPS;RMC;2024;12;12;GPS;GGA;11;1;1;7.43517;46.95196;19;0.7;558.5;49.5;RTCMEZ;2024;12;12;13;0;44;SENSORDATA;1.39;69.57;1.42;71.64;1.23;70.82;1.08;72.3;END;;
4834;GPS;RMC;2024;12;12;GPS;GGA;11;1;2;7.43519;46.95195;19;0.7;558.5;49.5;RTCMEZ;2024;12;12;13;0;45;SENSORDATA;1.37;69.54;1.42;71.56;1.24;70.76;1.17;72.32;END;;
4835;GPS;RMC;2024;12;12;GPS;GGA;11;1;3;7.43519;46.95195;19;0.7;558.7;49.5;RTCMEZ;2024;12;12;13;0;46;SENSORDATA;1.38;69.57;1.43;71.58;1.23;70.8;1.12;72.26;END;;
4836;GPS;RMC;2024;12;12;GPS;GGA;11;1;4;7.4352;46.95195;19;0.7;558.9;49.5;RTCMEZ;2024;12;12;13;0;47;SENSORDATA;1.37;69.59;1.39;71.51;1.2;70.75;1.12;72.3;END;;
4837;GPS;RMC;2024;12;12;GPS;GGA;11;1;6;7.43522;46.95194;19;0.7;559.6;49.5;RTCMEZ;2024;12;12;13;0;48;SENSORDATA;1.35;69.55;1.37;71.54;1.26;70.8;1.15;72.32;END;;
4838;GPS;RMC;2024;12;12;GPS;GGA;11;1;7;7.43524;46.95194;19;0.7;560.2;49.5;RTCMEZ;2024;12;12;13;0;50;SENSORDATA;1.35;69.56;1.4;71.52;1.22;70.8;1.09;72.34;END;;
4839;GPS;RMC;2024;12;12;GPS;GGA;11;1;8;7.43526;46.95193;19;0.7;560.6;49.5;RTCMEZ;2024;12;12;13;0;51;SENSORDATA;1.37;69.54;1.42;71.58;1.2;70.82;1.15;72.33;END;;
4840;GPS;RMC;2024;12;12;GPS;GGA;11;1;9;7.43528;46.95192;19;0.7;560.8;49.5;RTCMEZ;2024;12;12;13;0;52;SENSORDATA;1.37;69.58;1.39;71.51;1.27;70.83;1.15;72.31;END;;
4841;GPS;RMC;2024;12;12;GPS;GGA;11;1;11;7.43532;46.95191;19;0.7;560.9;49.5;RTCMEZ;2024;12;12;13;0;53;SENSORDATA;1.37;69.54;1.37;71.55;1.19;70.84;1.08;72.35;END;;
4842;GPS;RMC;2024;12;12;GPS;GGA;11;1;12;7.43533;46.95191;19;0.7;561.2;49.5;RTCMEZ;2024;12;12;13;0;55;SENSORDATA;1.37;69.63;1.4;71.55;1.23;70.84;1.12;72.34;END;;
4843;GPS;RMC;2024;12;12;GPS;GGA;11;1;13;7.43533;46.95191;19;0.7;561.4;49.5;RTCMEZ;2024;12;12;13;0;56;SENSORDATA;1.34;69.59;1.44;71.57;1.26;70.86;1.11;72.34;END;;
4844;GPS;RMC;2024;12;12;GPS;GGA;11;1;14;7.43534;46.9519;19;0.7;561.7;49.5;RTCMEZ;2024;12;12;13;0;57;SENSORDATA;1.37;69.54;1.43;71.59;1.2;70.83;1.15;72.35;END;;
4845;GPS;RMC;2024;12;12;GPS;GGA;11;1;15;7.43536;46.9519;19;0.7;561.6;49.5;RTCMEZ;2024;12;12;13;0;58;SENSORDATA;1.39;69.58;1.44;71.58;1.2;70.82;1.11;72.35;END;;
4846;GPS;RMC;2024;12;12;GPS;GGA;11;1;17;7.4354;46.95189;19;0.7;561.4;49.5;RTCMEZ;2024;12;12;13;0;59;SENSORDATA;1.32;69.52;1.4;71.56;1.2;70.84;1.09;72.38;END;;
4847;GPS;RMC;2024;12;12;GPS;GGA;11;1;18;7.43543;46.95189;19;0.7;561.3;49.5;RTCMEZ;2024;12;12;13;1;1;SENSORDATA;1.35;69.46;1.43;71.58;1.22;70.85;1.12;72.34;END;;
4848;GPS;RMC;2024;12;12;GPS;GGA;11;1;19;7.43546;46.95188;19;0.7;561.3;49.5;RTCMEZ;2024;12;12;13;1;2;SENSORDATA;1.37;69.53;1.39;71.61;1.23;70.82;1.12;72.36;END;;
4849;GPS;RMC;2024;12;12;GPS;GGA;11;1;20;7.43548;46.95188;19;0.7;561.4;49.5;RTCMEZ;2024;12;12;13;1;3;SENSORDATA;1.3;69.56;1.37;71.63;1.19;70.81;1.14;72.41;END;;
4850;GPS;RMC;2024;12;12;GPS;GGA;11;1;21;7.43551;46.95187;19;0.7;561.6;49.5;RTCMEZ;2024;12;12;13;1;4;SENSORDATA;1.35;69.58;1.4;71.53;1.22;70.88;1.15;72.4;END;;
4851;GPS;RMC;2024;12;12;GPS;GGA;11;1;23;7.43556;46.95186;19;0.7;562;49.5;RTCMEZ;2024;12;12;13;1;5;SENSORDATA;1.38;69.51;1.37;71.52;1.19;70.88;1.18;72.39;END;;
4852;GPS;RMC;2024;12;12;GPS;GGA;11;1;24;7.43559;46.95186;19;0.7;562.2;49.5;RTCMEZ;2024;12;12;13;1;7;SENSORDATA;1.38;69.53;1.43;71.58;1.24;70.88;1.15;72.41;END;;
4853;GPS;RMC;2024;12;12;GPS;GGA;11;1;25;7.43561;46.95186;19;0.7;562.3;49.5;RTCMEZ;2024;12;12;13;1;8;SENSORDATA;1.37;69.45;1.4;71.59;1.22;70.88;1.14;72.39;END;;
4854;GPS;RMC;2024;12;12;GPS;GGA;11;1;26;7.43564;46.95186;19;0.7;562.8;49.5;RTCMEZ;2024;12;12;13;1;9;SENSORDATA;1.38;69.5;1.39;71.61;1.23;70.88;1.11;72.41;END;;
4855;GPS;RMC;2024;12;12;GPS;GGA;11;1;27;7.43569;46.95186;19;0.7;563.3;49.5;RTCMEZ;2024;12;12;13;1;10;SENSORDATA;1.34;69.58;1.39;71.6;1.22;70.95;1.12;72.44;END;;
4856;GPS;RMC;2024;12;12;GPS;GGA;11;1;29;7.43573;46.95185;19;0.7;564.3;49.5;RTCMEZ;2024;12;12;13;1;12;SENSORDATA;1.35;69.58;1.37;71.64;1.23;70.92;1.09;72.38;END;;
4857;GPS;RMC;2024;12;12;GPS;GGA;11;1;30;7.43575;46.95184;19;0.7;564.6;49.5;RTCMEZ;2024;12;12;13;1;13;SENSORDATA;1.38;69.64;1.4;71.56;1.23;70.91;1.17;72.43;END;;
4858;GPS;RMC;2024;12;12;GPS;GGA;11;1;31;7.43578;46.95183;19;0.7;564.7;49.5;RTCMEZ;2024;12;12;13;1;14;SENSORDATA;1.35;69.59;1.39;71.65;1.2;70.96;1.17;72.5;END;;
4859;GPS;RMC;2024;12;12;GPS;GGA;11;1;32;7.4358;46.95183;19;0.7;564.8;49.5;RTCMEZ;2024;12;12;13;1;15;SENSORDATA;1.35;69.59;1.43;71.6;1.19;70.98;1.18;72.47;END;;
4860;GPS;RMC;2024;12;12;GPS;GGA;11;1;34;7.43584;46.95181;19;0.7;564.8;49.5;RTCMEZ;2024;12;12;13;1;16;SENSORDATA;1.37;69.66;1.46;71.68;1.27;71.04;1.14;72.49;END;;
4861;GPS;RMC;2024;12;12;GPS;GGA;11;1;35;7.43586;46.95181;19;0.7;564.9;49.5;RTCMEZ;2024;12;12;13;1;18;SENSORDATA;1.34;69.64;1.39;71.73;1.23;71.03;1.14;72.59;END;;
4862;GPS;RMC;2024;12;12;GPS;GGA;11;1;36;7.43588;46.9518;19;0.7;564.9;49.5;RTCMEZ;2024;12;12;13;1;19;SENSORDATA;1.37;69.79;1.36;71.75;1.23;71.05;1.14;72.59;END;;
4863;GPS;RMC;2024;12;12;GPS;GGA;11;1;37;7.4359;46.95179;19;0.7;565.1;49.5;RTCMEZ;2024;12;12;13;1;20;SENSORDATA;1.37;69.79;1.42;71.81;1.24;71.08;1.15;72.63;END;;
4864;GPS;RMC;2024;12;12;GPS;GGA;11;1;38;7.43592;46.95179;19;0.7;565.3;49.5;RTCMEZ;2024;12;12;13;1;21;SENSORDATA;1.32;69.74;1.43;71.78;1.26;71.13;1.11;72.59;END;;
4865;GPS;RMC;2024;12;12;GPS;GGA;11;1;40;7.43597;46.95178;19;0.7;565.7;49.5;RTCMEZ;2024;12;12;13;1;22;SENSORDATA;1.35;69.8;1.43;71.81;1.23;71.08;1.17;72.6;END;;
4866;GPS;RMC;2024;12;12;GPS;GGA;11;1;41;7.43599;46.95178;18;0.7;565.8;49.5;RTCMEZ;2024;12;12;13;1;24;SENSORDATA;1.35;69.79;1.42;71.79;1.24;71.05;1.15;72.57;END;;
4867;GPS;RMC;2024;12;12;GPS;GGA;11;1;42;7.43601;46.95177;18;0.7;566.1;49.5;RTCMEZ;2024;12;12;13;1;25;SENSORDATA;1.32;69.79;1.36;71.79;1.29;71.08;1.14;72.59;END;;
4868;GPS;RMC;2024;12;12;GPS;GGA;11;1;43;7.43603;46.95177;18;0.7;566.4;49.5;RTCMEZ;2024;12;12;13;1;26;SENSORDATA;1.35;69.87;1.34;71.75;1.24;71.07;1.15;72.61;END;;
4869;GPS;RMC;2024;12;12;GPS;GGA;11;1;44;7.43605;46.95177;18;0.7;566.6;49.5;RTCMEZ;2024;12;12;13;1;27;SENSORDATA;1.34;69.82;1.47;71.85;1.26;71.1;1.15;72.59;END;;
4870;GPS;RMC;2024;12;12;GPS;GGA;11;1;46;7.43609;46.95176;18;0.7;566.8;49.5;RTCMEZ;2024;12;12;13;1;29;SENSORDATA;1.37;69.8;1.37;71.81;1.23;71.1;1.12;72.59;END;;
4871;GPS;RMC;2024;12;12;GPS;GGA;11;1;47;7.4361;46.95176;18;0.7;566.8;49.5;RTCMEZ;2024;12;12;13;1;30;SENSORDATA;1.39;69.86;1.4;71.8;1.23;71.09;1.18;72.6;END;;
4872;GPS;RMC;2024;12;12;GPS;GGA;11;1;48;7.43612;46.95176;18;0.7;566.9;49.5;RTCMEZ;2024;12;12;13;1;31;SENSORDATA;1.35;69.83;1.37;71.84;1.23;71.13;1.14;72.63;END;;
4873;GPS;RMC;2024;12;12;GPS;GGA;11;1;49;7.43614;46.95176;18;0.7;566.9;49.5;RTCMEZ;2024;12;12;13;1;32;SENSORDATA;1.35;69.79;1.34;71.88;1.22;71.11;1.15;72.58;END;;
4874;GPS;RMC;2024;12;12;GPS;GGA;11;1;50;7.43617;46.95176;18;0.7;566.8;49.5;RTCMEZ;2024;12;12;13;1;33;SENSORDATA;1.34;69.88;1.42;71.83;1.29;71.23;1.15;72.65;END;;
4875;GPS;RMC;2024;12;12;GPS;GGA;11;1;52;7.43619;46.95175;19;0.7;566.8;49.5;RTCMEZ;2024;12;12;13;1;35;SENSORDATA;1.35;69.83;1.42;71.91;1.23;71.18;1.14;72.61;END;;
4876;GPS;RMC;2024;12;12;GPS;GGA;11;1;53;7.4362;46.95175;19;0.7;566.6;49.5;RTCMEZ;2024;12;12;13;1;36;SENSORDATA;1.32;69.8;1.37;71.84;1.24;71.23;1.15;72.62;END;;
4877;GPS;RMC;2024;12;12;GPS;GGA;11;1;54;7.43622;46.95175;19;0.7;566.5;49.5;RTCMEZ;2024;12;12;13;1;37;SENSORDATA;1.34;69.84;1.39;71.87;1.26;71.21;1.17;72.64;END;;
4878;GPS;RMC;2024;12;12;GPS;GGA;11;1;55;7.43624;46.95175;19;0.7;566.3;49.5;RTCMEZ;2024;12;12;13;1;38;SENSORDATA;1.32;69.76;1.4;71.92;1.22;71.18;1.17;72.55;END;;
4879;GPS;RMC;2024;12;12;GPS;GGA;11;1;57;7.43627;46.95174;18;0.7;566.3;49.5;RTCMEZ;2024;12;12;13;1;39;SENSORDATA;1.32;69.8;1.37;71.89;1.24;71.19;1.15;72.52;END;;
4880;GPS;RMC;2024;12;12;GPS;GGA;11;1;58;7.43628;46.95174;18;0.7;566.8;49.5;RTCMEZ;2024;12;12;13;1;41;SENSORDATA;1.35;69.83;1.39;71.9;1.23;71.18;1.15;72.49;END;;
4881;GPS;RMC;2024;12;12;GPS;GGA;11;1;59;7.4363;46.95174;18;0.7;566.8;49.5;RTCMEZ;2024;12;12;13;1;42;SENSORDATA;1.35;69.83;1.44;71.89;1.2;71.17;1.12;72.52;END;;
4882;GPS;RMC;2024;12;12;GPS;GGA;11;2;0;7.43632;46.95173;18;0.7;566.8;49.5;RTCMEZ;2024;12;12;13;1;43;SENSORDATA;1.28;69.73;1.4;71.81;1.24;71.11;1.17;72.47;END;;
4883;GPS;RMC;2024;12;12;GPS;GGA;11;2;1;7.43633;46.95173;18;0.7;566.8;49.5;RTCMEZ;2024;12;12;13;1;44;SENSORDATA;1.35;69.77;1.36;71.82;1.23;71.13;1.14;72.55;END;;
4884;GPS;RMC;2024;12;12;GPS;GGA;11;2;3;7.43636;46.95173;18;0.7;566.8;49.5;RTCMEZ;2024;12;12;13;1;46;SENSORDATA;1.37;69.78;1.42;71.82;1.24;71.17;1.14;72.47;END;;
4885;GPS;RMC;2024;12;12;GPS;GGA;11;2;4;7.43638;46.95173;18;0.7;566.8;49.5;RTCMEZ;2024;12;12;13;1;47;SENSORDATA;1.32;69.72;1.33;71.79;1.27;71.16;1.17;72.49;END;;
4886;GPS;RMC;2024;12;12;GPS;GGA;11;2;5;7.43639;46.95172;18;0.7;566.4;49.5;RTCMEZ;2024;12;12;13;1;48;SENSORDATA;1.34;69.74;1.39;71.81;1.24;71.08;1.15;72.5;END;;
4887;GPS;RMC;2024;12;12;GPS;GGA;11;2;6;7.4364;46.95171;18;0.7;566.3;49.5;RTCMEZ;2024;12;12;13;1;49;SENSORDATA;1.28;69.72;1.37;71.82;1.26;71.13;1.15;72.55;END;;
4888;GPS;RMC;2024;12;12;GPS;GGA;11;2;7;7.43641;46.95171;18;0.7;566.3;49.5;RTCMEZ;2024;12;12;13;1;50;SENSORDATA;1.39;69.69;1.42;71.78;1.23;71.08;1.17;72.48;END;;
4889;GPS;RMC;2024;12;12;GPS;GGA;11;2;9;7.43645;46.95171;18;0.7;566.3;49.5;RTCMEZ;2024;12;12;13;1;52;SENSORDATA;1.34;69.71;1.39;71.82;1.23;71.1;1.14;72.49;END;;
4890;GPS;RMC;2024;12;12;GPS;GGA;11;2;10;7.43646;46.95171;18;0.7;566.3;49.5;RTCMEZ;2024;12;12;13;1;53;SENSORDATA;1.34;69.79;1.37;71.84;1.27;71.11;1.14;72.49;END;;
4891;GPS;RMC;2024;12;12;GPS;GGA;11;2;11;7.43647;46.9517;18;0.7;566.2;49.5;RTCMEZ;2024;12;12;13;1;54;SENSORDATA;1.41;69.78;1.42;71.89;1.24;71.19;1.17;72.62;END;;
4892;GPS;RMC;2024;12;12;GPS;GGA;11;2;12;7.43649;46.9517;18;0.7;566;49.5;RTCMEZ;2024;12;12;13;1;55;SENSORDATA;1.34;69.77;1.4;71.85;1.22;71.19;1.15;72.61;END;;
4893;GPS;RMC;2024;12;12;GPS;GGA;11;2;13;7.4365;46.9517;18;0.7;566;49.5;RTCMEZ;2024;12;12;13;1;56;SENSORDATA;1.32;69.75;1.39;71.87;1.23;71.18;1.15;72.63;END;;
4894;GPS;RMC;2024;12;12;GPS;GGA;11;2;15;7.43653;46.9517;18;0.7;566.1;49.5;RTCMEZ;2024;12;12;13;1;58;SENSORDATA;1.34;69.76;1.42;71.92;1.26;71.21;1.15;72.65;END;;
4895;GPS;RMC;2024;12;12;GPS;GGA;11;2;16;7.43654;46.9517;18;0.7;566.2;49.5;RTCMEZ;2024;12;12;13;1;59;SENSORDATA;1.32;69.79;1.42;71.85;1.29;71.24;1.14;72.72;END;;
4896;GPS;RMC;2024;12;12;GPS;GGA;11;2;17;7.43655;46.9517;18;0.7;566.1;49.5;RTCMEZ;2024;12;12;13;2;0;SENSORDATA;1.38;69.82;1.4;71.91;1.26;71.28;1.19;72.73;END;;
4897;GPS;RMC;2024;12;12;GPS;GGA;11;2;18;7.43657;46.9517;18;0.7;566.1;49.5;RTCMEZ;2024;12;12;13;2;1;SENSORDATA;1.35;69.81;1.4;71.92;1.29;71.25;1.18;72.74;END;;
4898;GPS;RMC;2024;12;12;GPS;GGA;11;2;20;7.4366;46.9517;18;0.7;566.2;49.5;RTCMEZ;2024;12;12;13;2;3;SENSORDATA;1.38;69.85;1.39;71.94;1.26;71.31;1.18;72.76;END;;
4899;GPS;RMC;2024;12;12;GPS;GGA;11;2;21;7.43662;46.95169;18;0.7;566.2;49.5;RTCMEZ;2024;12;12;13;2;4;SENSORDATA;1.35;69.87;1.44;71.98;1.27;71.29;1.19;72.86;END;;
4900;GPS;RMC;2024;12;12;GPS;GGA;11;2;22;7.43663;46.95169;18;0.7;566.3;49.5;RTCMEZ;2024;12;12;13;2;5;SENSORDATA;1.37;69.86;1.4;71.95;1.26;71.32;1.17;72.86;END;;
4901;GPS;RMC;2024;12;12;GPS;GGA;11;2;23;7.43665;46.95169;18;0.7;566.4;49.5;RTCMEZ;2024;12;12;13;2;6;SENSORDATA;1.34;69.88;1.39;71.96;1.32;71.36;1.18;72.9;END;;
