Messung;Jahr;Monat;Tag;Longitude;Latitude;Height;Stunde;Minute;Sekunde;Sensor1_T;Sensor1_LF;Sensor2_T;Sensor2_LF;Sensor3_T;Sensor3_LF;Sensor4_T;Sensor4_LF;Time;Distanz_Nachbarpunkt;Distanz_Runsum;Height_GIS1;LCZ
1261;2024;12;12;7.42994;46.95521;567.2;11;2;43;1.32;70.4;1.64;71.63;1.27;71.42;1.18;72.78;36163;1.347173747;1387.863027;555.9400024;1
1262;2024;12;12;7.42993;46.9552;567.3;11;2;45;1.37;70.32;1.64;71.58;1.23;71.36;1.18;72.8;36165;1.347173827;1389.210201;555.9099731;1
1263;2024;12;12;7.4299;46.95518;566.9;11;2;46;1.32;70.35;1.55;71.54;1.24;71.31;1.15;72.83;36166;3.186832485;1392.397033;555.9699707;1
1264;2024;12;12;7.42989;46.95516;566.9;11;2;47;1.32;70.29;1.61;71.45;1.27;71.37;1.15;72.82;36167;2.349824781;1394.746858;555.8900146;1
1265;2024;12;12;7.42989;46.95515;566.9;11;2;48;1.32;70.22;1.58;71.41;1.3;71.4;1.17;72.85;36168;1.111575221;1395.858433;555.9099731;1
1266;2024;12;12;7.42988;46.95515;566.8;11;2;49;1.37;70.25;1.6;71.47;1.27;71.34;1.17;72.84;36169;0.761103812;1396.619537;555.9199829;1
1267;2024;12;12;7.42987;46.95514;566.6;11;2;51;1.32;70.24;1.61;71.46;1.23;71.34;1.17;72.84;36171;1.347174298;1397.966712;555.9199829;1
1268;2024;12;12;7.42986;46.95512;566.5;11;2;52;1.38;70.16;1.6;71.42;1.26;71.27;1.12;72.8;36172;2.34982495;1400.316537;555.8800049;1
1269;2024;12;12;7.42986;46.95512;566.5;11;2;53;1.38;70.19;1.58;71.36;1.26;71.2;1.17;72.81;36173;0;1400.316537;555.8800049;1
1270;2024;12;12;7.42986;46.95512;566.4;11;2;54;1.35;70.15;1.57;71.34;1.26;71.21;1.19;72.68;36174;0;1400.316537;555.8800049;1
1271;2024;12;12;7.42986;46.95512;566.4;11;2;55;1.34;70.11;1.57;71.31;1.24;71.19;1.17;72.66;36175;0;1400.316537;555.8800049;1
1272;2024;12;12;7.42985;46.95512;566.4;11;2;57;1.34;70.12;1.61;71.3;1.3;71.2;1.19;72.61;36177;0.761104237;1401.077641;555.8900146;1
1273;2024;12;12;7.42985;46.95512;566.4;11;2;58;1.41;70.06;1.58;71.26;1.26;71.21;1.18;72.59;36178;0;1401.077641;555.8900146;1
1274;2024;12;12;7.42985;46.95512;566.4;11;2;59;1.38;70.09;1.58;71.23;1.27;71.11;1.19;72.56;36179;0;1401.077641;555.8900146;1
1275;2024;12;12;7.42985;46.95511;566.5;11;3;0;1.35;70.01;1.61;71.15;1.24;71.19;1.21;72.53;36180;1.111575215;1402.189216;555.9000244;1
1276;2024;12;12;7.42985;46.95511;566.5;11;3;2;1.35;69.95;1.6;71.1;1.27;71.09;1.22;72.51;36182;0;1402.189216;555.9000244;1
1277;2024;12;12;7.42985;46.95511;566.6;11;3;3;1.38;69.94;1.61;71.13;1.33;71.14;1.15;72.57;36183;0;1402.189216;555.9000244;1
1278;2024;12;12;7.42985;46.95511;566.6;11;3;4;1.37;69.98;1.62;71.05;1.29;71.09;1.21;72.57;36184;0;1402.189216;555.9000244;1
1279;2024;12;12;7.42984;46.95511;566.5;11;3;5;1.31;69.93;1.61;71.02;1.33;71.12;1.21;72.56;36185;0.761104379;1402.95032;555.8900146;1
1280;2024;12;12;7.42984;46.95511;566.5;11;3;6;1.35;69.95;1.61;70.99;1.33;71.07;1.22;72.64;36186;0;1402.95032;555.8900146;1
1281;2024;12;12;7.42984;46.95511;566.5;11;3;8;1.38;69.94;1.65;71.02;1.36;71.06;1.21;72.62;36188;0;1402.95032;555.8900146;1
1282;2024;12;12;7.42984;46.95511;566.6;11;3;9;1.34;69.89;1.6;70.97;1.32;71.07;1.24;72.64;36189;0;1402.95032;555.8900146;1
1283;2024;12;12;7.42984;46.95511;566.6;11;3;10;1.38;69.94;1.61;70.95;1.32;71.08;1.18;72.58;36190;0;1402.95032;555.8900146;1
1284;2024;12;12;7.42984;46.95511;566.6;11;3;11;1.39;69.93;1.64;70.87;1.33;71.03;1.21;72.62;36191;0;1402.95032;555.8900146;1
1285;2024;12;12;7.42984;46.95511;566.5;11;3;12;1.35;69.92;1.61;70.95;1.34;71.01;1.22;72.65;36192;0;1402.95032;555.8900146;1
1286;2024;12;12;7.42984;46.95511;566.5;11;3;14;1.38;69.9;1.62;70.86;1.36;71;1.21;72.63;36194;0;1402.95032;555.8900146;1
1287;2024;12;12;7.42984;46.9551;566.4;11;3;15;1.38;69.88;1.61;70.85;1.33;71.03;1.19;72.61;36195;1.111575212;1404.061896;555.8599854;1
1288;2024;12;12;7.42984;46.9551;566.3;11;3;16;1.41;69.87;1.65;70.88;1.33;71.02;1.22;72.58;36196;0;1404.061896;555.8599854;1
1289;2024;12;12;7.42983;46.9551;566.3;11;3;17;1.38;69.91;1.61;70.82;1.34;71.02;1.24;72.57;36197;0.76110452;1404.823;555.8800049;1
1290;2024;12;12;7.42983;46.9551;566.2;11;3;19;1.37;69.81;1.6;70.82;1.32;71.03;1.21;72.53;36199;0;1404.823;555.8800049;1
1291;2024;12;12;7.42983;46.9551;566.2;11;3;20;1.37;69.84;1.61;70.83;1.33;71.07;1.25;72.65;36200;0;1404.823;555.8800049;1
1292;2024;12;12;7.42983;46.9551;566.1;11;3;21;1.41;69.85;1.65;70.82;1.37;71.09;1.24;72.55;36201;0;1404.823;555.8800049;1
1293;2024;12;12;7.42983;46.9551;566;11;3;22;1.42;69.87;1.64;70.83;1.36;71.14;1.22;72.54;36202;0;1404.823;555.8800049;1
1294;2024;12;12;7.42983;46.9551;566;11;3;23;1.39;69.86;1.67;70.84;1.37;71.24;1.24;72.59;36203;0;1404.823;555.8800049;1
1295;2024;12;12;7.42983;46.9551;566;11;3;25;1.39;69.84;1.64;70.87;1.3;71.23;1.24;72.58;36205;0;1404.823;555.8800049;1
1296;2024;12;12;7.42983;46.9551;565.9;11;3;26;1.38;69.82;1.61;70.85;1.33;71.32;1.24;72.53;36206;0;1404.823;555.8800049;1
1297;2024;12;12;7.42982;46.95509;565.9;11;3;27;1.34;69.88;1.65;70.89;1.32;71.29;1.22;72.52;36207;1.34717469;1406.170175;555.8900146;1
1298;2024;12;12;7.42982;46.95509;565.9;11;3;28;1.38;69.85;1.64;70.96;1.29;71.22;1.22;72.44;36208;0;1406.170175;555.8900146;1
1299;2024;12;12;7.42982;46.95509;565.9;11;3;29;1.39;69.79;1.65;70.99;1.33;71.18;1.25;72.46;36209;0;1406.170175;555.8900146;1
1300;2024;12;12;7.42982;46.95509;565.9;11;3;31;1.39;69.87;1.68;70.99;1.36;71.19;1.21;72.53;36211;0;1406.170175;555.8900146;1
1301;2024;12;12;7.42979;46.95508;565.9;11;3;32;1.39;69.75;1.64;70.98;1.36;71.13;1.27;72.42;36212;2.539512388;1408.709687;555.9299927;1
1302;2024;12;12;7.42978;46.95508;566;11;3;33;1.37;69.78;1.68;70.99;1.37;71.01;1.25;72.44;36213;0.761104804;1409.470792;555.9799805;1
1303;2024;12;12;7.42976;46.95508;565.9;11;3;34;1.41;69.83;1.67;70.95;1.34;71.02;1.25;72.47;36214;1.522209608;1410.993002;556.1799927;1
1304;2024;12;12;7.42975;46.95508;565.9;11;3;36;1.39;69.87;1.6;70.99;1.36;71.07;1.25;72.48;36216;0.761104804;1411.754106;556.1799927;1
1305;2024;12;12;7.42973;46.95508;565.8;11;3;37;1.41;69.83;1.67;71.03;1.39;71.08;1.27;72.37;36217;1.522209608;1413.276316;556.1699829;1
1306;2024;12;12;7.42971;46.95508;565.2;11;3;38;1.41;69.87;1.68;71.03;1.34;71.07;1.24;72.43;36218;1.522209608;1414.798526;556.2000122;1
1307;2024;12;12;7.42969;46.95508;565.2;11;3;39;1.38;69.81;1.67;71.06;1.33;71.02;1.27;72.4;36219;1.522209608;1416.320735;556.2600098;1
1308;2024;12;12;7.42968;46.95509;565.1;11;3;40;1.41;69.9;1.64;71.18;1.34;71.05;1.28;72.45;36220;1.347174767;1417.66791;556.25;1
1309;2024;12;12;7.42967;46.95509;565.1;11;3;42;1.37;69.91;1.68;71.18;1.36;71.06;1.24;72.43;36222;0.761104662;1418.429015;556.2600098;1
1310;2024;12;12;7.42966;46.95509;565.1;11;3;43;1.39;69.92;1.67;71.17;1.37;71.03;1.27;72.4;36223;0.761104662;1419.190119;556.2600098;1
1311;2024;12;12;7.42965;46.9551;565.2;11;3;44;1.39;69.95;1.68;71.18;1.37;71.05;1.27;72.42;36224;1.34717469;1420.537294;556.25;1
1312;2024;12;12;7.42964;46.9551;565.2;11;3;45;1.44;69.93;1.67;71.22;1.32;70.99;1.27;72.4;36225;0.76110452;1421.298398;556.2299805;1
1313;2024;12;12;7.42963;46.9551;565.2;11;3;46;1.44;69.92;1.7;71.19;1.39;70.99;1.27;72.36;36226;0.76110452;1422.059503;556.1900024;1
1314;2024;12;12;7.42961;46.9551;565.1;11;3;48;1.45;69.83;1.68;71.18;1.37;71.01;1.31;72.36;36228;1.522209041;1423.581712;556.1500244;1
1315;2024;12;12;7.42958;46.95511;564.4;11;3;49;1.39;69.88;1.7;71.21;1.4;71.07;1.31;72.37;36229;2.539511626;1426.121224;556.1400146;1
1316;2024;12;12;7.42956;46.95511;564;11;3;50;1.44;69.88;1.72;71.22;1.34;71.07;1.31;72.42;36230;1.522208757;1427.643432;556.1699829;1
1317;2024;12;12;7.42954;46.95512;563.9;11;3;51;1.45;69.86;1.67;71.21;1.39;71.11;1.31;72.43;36231;1.884865652;1429.528298;556.2299805;1
1318;2024;12;12;7.42953;46.95512;563.5;11;3;53;1.41;69.82;1.65;71.2;1.37;71.07;1.31;72.38;36233;0.761104237;1430.289402;556.2399902;1
1319;2024;12;12;7.4295;46.95512;563.2;11;3;54;1.44;69.84;1.64;71.21;1.41;71.07;1.29;72.34;36234;2.28331271;1432.572715;556.2399902;1
1320;2024;12;12;7.42945;46.95513;563;11;3;55;1.48;69.83;1.67;71.22;1.37;71.07;1.29;72.3;36235;3.964541367;1436.537256;556.210022;1
1321;2024;12;12;7.42943;46.95513;562.8;11;3;56;1.44;69.85;1.68;71.2;1.33;71.02;1.28;72.27;36236;1.52220819;1438.059465;556.2399902;1
1322;2024;12;12;7.42941;46.95514;562.7;11;3;57;1.47;69.81;1.7;71.2;1.41;70.93;1.32;72.26;36237;1.884865197;1439.94433;556.2000122;1
1323;2024;12;12;7.42938;46.95514;562.6;11;3;59;1.44;69.79;1.74;71.18;1.39;70.89;1.32;72.28;36239;2.28331186;1442.227642;555.9899902;1
1324;2024;12;12;7.42936;46.95514;562.6;11;4;0;1.45;69.74;1.74;71.13;1.39;70.89;1.28;72.22;36240;1.522207907;1443.74985;555.6300049;1
1325;2024;12;12;7.42933;46.95514;562.4;11;4;1;1.41;69.76;1.7;71.12;1.39;70.9;1.29;72.21;36241;2.28331186;1446.033161;555.7600098;1
1326;2024;12;12;7.42932;46.95514;562.3;11;4;2;1.49;69.74;1.71;71.07;1.44;70.86;1.31;72.18;36242;0.761103953;1446.794265;555.8900146;1
1327;2024;12;12;7.42932;46.95513;562.3;11;4;3;1.45;69.77;1.7;71.08;1.41;70.83;1.32;72.16;36243;1.111575219;1447.905841;556.0599976;1
1328;2024;12;12;7.4293;46.95514;561.8;11;4;5;1.42;69.76;1.74;71.01;1.44;70.9;1.31;72.14;36245;1.884865197;1449.790706;556.1199951;1
1329;2024;12;12;7.42927;46.95514;561.4;11;4;6;1.47;69.74;1.71;71.04;1.4;70.84;1.29;72.14;36246;2.28331186;1452.074018;556.1199951;1
1330;2024;12;12;7.42925;46.95515;561.1;11;4;7;1.47;69.72;1.7;70.97;1.4;70.81;1.28;72.1;36247;1.884864969;1453.958883;556.1599731;1
1331;2024;12;12;7.42923;46.95516;560.8;11;4;8;1.44;69.65;1.71;71.04;1.36;70.77;1.28;72.08;36248;1.88486474;1455.843747;556.1500244;1
1332;2024;12;12;7.42921;46.95517;560.8;11;4;10;1.48;69.7;1.71;71.01;1.44;70.77;1.32;72.08;36250;1.884864513;1457.728612;556.0499878;1
1333;2024;12;12;7.42919;46.95517;560.4;11;4;11;1.48;69.68;1.7;70.98;1.43;70.71;1.32;72.01;36251;1.522207056;1459.250819;556.0300293;1
1334;2024;12;12;7.42918;46.95517;560.4;11;4;12;1.47;69.65;1.74;70.93;1.46;70.75;1.32;71.98;36252;0.761103528;1460.011922;556.1199951;1
1335;2024;12;12;7.42917;46.95517;560.5;11;4;13;1.45;69.59;1.72;70.9;1.41;70.66;1.31;72.01;36253;0.761103528;1460.773026;556.1500244;1
1336;2024;12;12;7.42915;46.95517;560.5;11;4;14;1.48;69.65;1.77;70.95;1.44;70.64;1.31;71.94;36254;1.522207056;1462.295233;556.0999756;1
1337;2024;12;12;7.42913;46.95518;560.4;11;4;16;1.44;69.63;1.7;70.98;1.41;70.58;1.31;71.84;36256;1.884864284;1464.180097;555.9000244;1
1338;2024;12;12;7.42911;46.95518;560.2;11;4;17;1.48;69.6;1.72;70.87;1.46;70.6;1.32;71.9;36257;1.522206772;1465.702304;555.8400269;1
1339;2024;12;12;7.42907;46.95519;559.8;11;4;18;1.48;69.48;1.7;70.81;1.4;70.57;1.36;71.85;36258;3.240995463;1468.9433;555.8699951;1
1340;2024;12;12;7.42905;46.9552;559.7;11;4;19;1.45;69.57;1.71;70.84;1.41;70.51;1.34;71.8;36259;1.884863829;1470.828163;555.9299927;1
1341;2024;12;12;7.42904;46.9552;559.4;11;4;20;1.45;69.56;1.74;70.85;1.41;70.54;1.31;71.83;36260;0.761103103;1471.589266;555.9299927;1
1342;2024;12;12;7.42902;46.95521;559.2;11;4;22;1.47;69.49;1.72;70.8;1.43;70.53;1.28;71.76;36262;1.884863602;1473.47413;555.960022;1
1343;2024;12;12;7.429;46.95521;558.9;11;4;23;1.52;69.56;1.74;70.78;1.43;70.45;1.31;71.8;36263;1.522205922;1474.996336;555.8800049;1
1344;2024;12;12;7.42897;46.95522;558.4;11;4;24;1.51;69.51;1.72;70.71;1.41;70.48;1.32;71.79;36264;2.539507428;1477.535843;555.960022;1
1345;2024;12;12;7.42896;46.95522;558.4;11;4;25;1.48;69.45;1.74;70.72;1.43;70.53;1.32;71.76;36265;0.761102819;1478.296946;555.8699951;1
1346;2024;12;12;7.42896;46.95522;558.5;11;4;27;1.51;69.42;1.75;70.73;1.41;70.52;1.31;71.73;36267;0;1478.296946;555.8699951;1
1347;2024;12;12;7.42895;46.95522;558.6;11;4;28;1.52;69.39;1.75;70.65;1.41;70.48;1.36;71.81;36268;0.761102819;1479.058049;555.8300171;1
1348;2024;12;12;7.42895;46.95522;558.7;11;4;29;1.51;69.4;1.77;70.69;1.44;70.46;1.31;71.72;36269;0;1479.058049;555.8300171;1
1349;2024;12;12;7.42894;46.95522;558.8;11;4;30;1.49;69.38;1.75;70.56;1.44;70.44;1.32;71.73;36270;0.761102819;1479.819152;555.789978;1
1350;2024;12;12;7.42894;46.95521;558.9;11;4;31;1.48;69.39;1.77;70.54;1.44;70.5;1.36;71.8;36271;1.111575233;1480.930727;555.710022;1
1351;2024;12;12;7.42893;46.95521;559;11;4;33;1.55;69.42;1.72;70.57;1.47;70.48;1.39;71.74;36273;0.761102961;1481.69183;555.6799927;1
1352;2024;12;12;7.42893;46.95521;559.1;11;4;34;1.52;69.35;1.77;70.52;1.43;70.47;1.38;71.77;36274;0;1481.69183;555.6799927;1
1353;2024;12;12;7.42892;46.95522;559.2;11;4;35;1.49;69.34;1.74;70.63;1.49;70.49;1.36;71.76;36275;1.347173748;1483.039004;555.7000122;1
1354;2024;12;12;7.42891;46.95522;559.2;11;4;36;1.54;69.36;1.77;70.55;1.47;70.52;1.35;71.8;36276;0.761102819;1483.800107;555.7000122;1
1355;2024;12;12;7.4289;46.95522;559.3;11;4;37;1.51;69.36;1.74;70.54;1.46;70.55;1.35;71.77;36277;0.761102819;1484.561209;555.6799927;1
1356;2024;12;12;7.4289;46.95522;559.4;11;4;39;1.54;69.31;1.72;70.52;1.46;70.6;1.38;71.8;36279;0;1484.561209;555.6799927;1
1357;2024;12;12;7.42889;46.95522;559.5;11;4;40;1.51;69.29;1.81;70.57;1.51;70.6;1.32;71.85;36280;0.761102819;1485.322312;555.6699829;1
1358;2024;12;12;7.42888;46.95522;559.5;11;4;41;1.52;69.24;1.78;70.53;1.49;70.62;1.35;71.78;36281;0.761102819;1486.083415;555.6599731;1
1359;2024;12;12;7.42886;46.95523;559.6;11;4;42;1.48;69.17;1.71;70.53;1.47;70.59;1.36;71.8;36282;1.884863145;1487.968278;555.6900024;1
1360;2024;12;12;7.42885;46.95524;559.7;11;4;44;1.51;69.2;1.77;70.56;1.46;70.52;1.34;71.77;36284;1.347173592;1489.315452;555.7299805;1
1361;2024;12;12;7.42883;46.95524;559.7;11;4;45;1.51;69.14;1.72;70.46;1.44;70.48;1.34;71.76;36285;1.522205071;1490.837657;555.6599731;1
1362;2024;12;12;7.42882;46.95524;559.7;11;4;46;1.49;69.09;1.74;70.46;1.46;70.5;1.36;71.67;36286;0.761102535;1491.598759;555.6699829;1
1363;2024;12;12;7.42878;46.95525;560;11;4;47;1.52;69.13;1.72;70.48;1.44;70.41;1.38;71.74;36287;3.24099227;1494.839752;555.539978;1
1364;2024;12;12;7.42877;46.95525;560.1;11;4;48;1.48;69.05;1.72;70.4;1.43;70.37;1.34;71.7;36288;0.761102394;1495.600854;555.5;1
1365;2024;12;12;7.42875;46.95524;560.1;11;4;50;1.49;69.09;1.68;70.32;1.47;70.27;1.34;71.59;36290;1.884862689;1497.485717;555.5300293;1
1366;2024;12;12;7.42873;46.95524;560.2;11;4;51;1.51;69.06;1.74;70.37;1.46;70.37;1.34;71.63;36291;1.522205071;1499.007922;555.5200195;1
1367;2024;12;12;7.4287;46.95524;560.4;11;4;52;1.54;69.04;1.78;70.31;1.47;70.24;1.36;71.62;36292;2.283307606;1501.291229;555.5499878;1
1368;2024;12;12;7.42868;46.95525;560.5;11;4;53;1.51;69.04;1.75;70.25;1.46;70.23;1.38;71.62;36293;1.884862689;1503.176092;555.539978;1
1369;2024;12;12;7.42866;46.95525;560.5;11;4;54;1.47;69.03;1.77;70.29;1.5;70.25;1.38;71.59;36294;1.522204787;1504.698297;555.6099854;1
1370;2024;12;12;7.42865;46.95526;560.6;11;4;56;1.51;69.03;1.68;70.29;1.43;70.22;1.39;71.64;36296;1.347173435;1506.04547;555.5100098;1
1371;2024;12;12;7.42863;46.95526;560.5;11;4;57;1.45;69;1.79;70.28;1.47;70.21;1.32;71.61;36297;1.522204504;1507.567675;555.5599976;1
1372;2024;12;12;7.42859;46.95527;560.4;11;4;58;1.48;69.01;1.77;70.28;1.49;70.27;1.4;71.66;36298;3.240991206;1510.808666;555.5300293;1
1373;2024;12;12;7.42858;46.95528;560.3;11;4;59;1.52;69.05;1.72;70.3;1.5;70.28;1.32;71.64;36299;1.347173278;1512.155839;555.4299927;1
1374;2024;12;12;7.42856;46.95528;560.2;11;5;1;1.49;69.05;1.77;70.26;1.47;70.32;1.35;71.65;36301;1.522203937;1513.678043;555.5;1
1375;2024;12;12;7.42854;46.95529;560.2;11;5;2;1.52;68.96;1.72;70.36;1.49;70.41;1.38;71.62;36302;1.884861778;1515.562905;555.5100098;1
1376;2024;12;12;7.42853;46.95529;560.3;11;5;3;1.49;69.03;1.75;70.35;1.51;70.44;1.36;71.69;36303;0.761101826;1516.324007;555.4899902;1
1377;2024;12;12;7.42849;46.9553;560.3;11;5;4;1.47;69.03;1.74;70.33;1.54;70.5;1.36;71.66;36304;3.240989609;1519.564997;555.5100098;1
1378;2024;12;12;7.42847;46.95531;560.4;11;5;5;1.54;69.06;1.77;70.35;1.49;70.45;1.36;71.68;36305;1.884861322;1521.449858;555.4799805;1
1379;2024;12;12;7.42845;46.95532;560.3;11;5;7;1.52;69.03;1.75;70.37;1.47;70.41;1.36;71.7;36307;1.884861095;1523.334719;555.460022;1
1380;2024;12;12;7.42844;46.95533;560.3;11;5;8;1.49;69.03;1.75;70.41;1.5;70.47;1.42;71.66;36308;1.347172884;1524.681892;555.3800049;1
1381;2024;12;12;7.42842;46.95534;560.4;11;5;9;1.54;69.09;1.77;70.38;1.5;70.45;1.39;71.73;36309;1.884860639;1526.566752;555.3499756;1
1382;2024;12;12;7.42838;46.95535;560.6;11;5;10;1.52;69.05;1.72;70.34;1.53;70.32;1.43;71.68;36310;3.24098695;1529.807739;555.2700195;1
1383;2024;12;12;7.42836;46.95536;560.8;11;5;11;1.48;69.11;1.82;70.38;1.57;70.42;1.4;71.67;36311;1.884860182;1531.6926;555.460022;1
1384;2024;12;12;7.42834;46.95537;561;11;5;13;1.49;69.1;1.78;70.43;1.5;70.42;1.42;71.74;36313;1.884859956;1533.57746;555.4899902;1
1385;2024;12;12;7.42832;46.95537;561;11;5;14;1.52;69.14;1.77;70.43;1.49;70.36;1.4;71.77;36314;1.522201384;1535.099661;555.4000244;1
1386;2024;12;12;7.4283;46.95538;561;11;5;15;1.51;69.14;1.71;70.37;1.51;70.33;1.39;71.76;36315;1.884859727;1536.984521;555.4799805;1
1387;2024;12;12;7.42827;46.95539;561;11;5;16;1.54;69.11;1.74;70.4;1.53;70.3;1.39;71.79;36316;2.539500943;1539.524022;555.4799805;1
1388;2024;12;12;7.42825;46.95539;561;11;5;18;1.55;69.17;1.75;70.35;1.51;70.33;1.39;71.77;36318;1.522200817;1541.046222;555.460022;1
1389;2024;12;12;7.42824;46.95539;561;11;5;19;1.52;69.1;1.74;70.35;1.46;70.27;1.36;71.76;36319;0.761100409;1541.807323;555.4000244;1
1390;2024;12;12;7.42822;46.9554;561.1;11;5;20;1.54;69.12;1.74;70.42;1.49;70.27;1.38;71.72;36320;1.884859272;1543.692182;555.4899902;1
1391;2024;12;12;7.42819;46.95541;561.1;11;5;21;1.54;69.13;1.77;70.41;1.49;70.25;1.45;71.74;36321;2.539500178;1546.231682;555.5;1
1392;2024;12;12;7.42818;46.95541;561;11;5;22;1.51;69.14;1.77;70.43;1.47;70.21;1.35;71.68;36322;0.761100125;1546.992782;555.4000244;1
1393;2024;12;12;7.42816;46.95542;560.8;11;5;24;1.54;69.12;1.71;70.44;1.49;70.21;1.42;71.74;36324;1.884858816;1548.877641;555.4099731;1
1394;2024;12;12;7.42815;46.95542;560.6;11;5;25;1.54;69.24;1.78;70.41;1.51;70.22;1.36;71.69;36325;0.761099983;1549.638741;555.3900146;1
1395;2024;12;12;7.42813;46.95542;560.3;11;5;26;1.48;69.12;1.75;70.48;1.54;70.16;1.36;71.64;36326;1.522199967;1551.160941;555.3499756;1
1396;2024;12;12;7.42811;46.95544;560;11;5;27;1.51;69.22;1.81;70.49;1.5;70.21;1.39;71.67;36327;2.694344123;1553.855285;555.5;1
1397;2024;12;12;7.42809;46.95544;560;11;5;28;1.52;69.17;1.77;70.5;1.49;70.12;1.39;71.65;36328;1.5221994;1555.377485;555.460022;1
1398;2024;12;12;7.42809;46.95544;560.1;11;5;30;1.54;69.22;1.75;70.52;1.47;70.17;1.42;71.7;36330;0;1555.377485;555.460022;1
1399;2024;12;12;7.42809;46.95544;560.1;11;5;31;1.54;69.23;1.78;70.51;1.51;70.25;1.38;71.65;36331;0;1555.377485;555.460022;1
1400;2024;12;12;7.42808;46.95544;560.2;11;5;32;1.52;69.25;1.77;70.56;1.51;70.22;1.43;71.67;36332;0.7610997;1556.138584;555.3900146;1
1401;2024;12;12;7.42806;46.95545;559.9;11;5;33;1.49;69.2;1.81;70.57;1.54;70.24;1.42;71.73;36333;1.884858132;1558.023443;555.4799805;1
1402;2024;12;12;7.42805;46.95545;559.9;11;5;35;1.51;69.27;1.77;70.58;1.5;70.23;1.38;71.66;36335;0.761099558;1558.784542;555.460022;1
1403;2024;12;12;7.42803;46.95546;560;11;5;36;1.55;69.28;1.74;70.54;1.5;70.21;1.36;71.71;36336;1.884857904;1560.6694;555.4400024;1
1404;2024;12;12;7.42802;46.95546;560;11;5;37;1.52;69.29;1.77;70.61;1.44;70.27;1.4;71.78;36337;0.761099416;1561.430499;555.4000244;1
1405;2024;12;12;7.42801;46.95546;559.8;11;5;38;1.55;69.36;1.77;70.62;1.49;70.28;1.4;71.72;36338;0.761099416;1562.191599;555.2600098;1
1406;2024;12;12;7.428;46.95547;559.5;11;5;39;1.52;69.36;1.75;70.7;1.51;70.31;1.45;71.83;36339;1.347171786;1563.538771;555.289978;1
1407;2024;12;12;7.428;46.95547;559.5;11;5;41;1.57;69.39;1.72;70.67;1.46;70.34;1.38;71.79;36341;0;1563.538771;555.289978;1
1408;2024;12;12;7.42799;46.95547;559.6;11;5;42;1.54;69.37;1.77;70.71;1.47;70.33;1.38;71.84;36342;0.761099274;1564.29987;555.2999878;1
1409;2024;12;12;7.42797;46.95547;559.7;11;5;43;1.52;69.38;1.77;70.71;1.49;70.45;1.43;71.89;36343;1.522198549;1565.822068;555.3200073;1
1410;2024;12;12;7.42793;46.95548;559.8;11;5;44;1.55;69.43;1.75;70.73;1.49;70.31;1.4;71.98;36344;3.240980032;1569.063048;555.3900146;1
1411;2024;12;12;7.42792;46.95548;559.8;11;5;45;1.52;69.42;1.77;70.74;1.46;70.35;1.35;71.88;36345;0.761099133;1569.824148;555.4099731;1
1412;2024;12;12;7.42791;46.95548;559.9;11;5;47;1.52;69.41;1.77;70.77;1.49;70.32;1.4;71.9;36347;0.761099133;1570.585247;555.4199829;1
1413;2024;12;12;7.42791;46.95548;560;11;5;48;1.54;69.41;1.74;70.68;1.5;70.34;1.36;71.85;36348;0;1570.585247;555.4199829;1
1414;2024;12;12;7.4279;46.95548;560;11;5;49;1.54;69.39;1.79;70.75;1.49;70.32;1.4;71.88;36349;0.761099133;1571.346346;555.4500122;1
1415;2024;12;12;7.42786;46.95549;560.1;11;5;50;1.55;69.46;1.75;70.74;1.47;70.29;1.4;71.86;36350;3.240979501;1574.587325;555.4500122;1
1416;2024;12;12;7.42784;46.9555;560.1;11;5;52;1.52;69.48;1.78;70.72;1.47;70.3;1.39;71.8;36352;1.884856993;1576.472182;555.4299927;1
1417;2024;12;12;7.42782;46.9555;560.1;11;5;53;1.58;69.47;1.78;70.75;1.49;70.32;1.42;71.84;36353;1.522197698;1577.99438;555.460022;1
1418;2024;12;12;7.42779;46.95551;560.2;11;5;54;1.52;69.39;1.77;70.71;1.46;70.31;1.39;71.72;36354;2.539496362;1580.533876;555.4199829;1
1419;2024;12;12;7.42778;46.95551;560.2;11;5;55;1.49;69.39;1.75;70.77;1.46;70.27;1.39;71.77;36355;0.761098707;1581.294975;555.4299927;1
1420;2024;12;12;7.42774;46.95553;560.1;11;5;56;1.58;69.39;1.71;70.64;1.5;70.26;1.4;71.7;36356;3.769712847;1585.064688;555.3699951;1
1421;2024;12;12;7.42772;46.95554;560.1;11;5;58;1.51;69.39;1.77;70.68;1.51;70.23;1.38;71.76;36358;1.884856081;1586.949544;555.3599854;1
1422;2024;12;12;7.4277;46.95554;560.1;11;5;59;1.55;69.33;1.74;70.62;1.51;70.23;1.42;71.67;36359;1.522196564;1588.471741;555.4000244;1
1423;2024;12;12;7.42768;46.95555;560;11;6;0;1.54;69.3;1.79;70.67;1.47;70.18;1.38;71.7;36360;1.884855853;1590.356596;555.3599854;1
1424;2024;12;12;7.42765;46.95556;559.9;11;6;1;1.55;69.21;1.75;70.59;1.54;70.19;1.36;71.63;36361;2.539494455;1592.896091;555.3699951;1
1425;2024;12;12;7.42764;46.95556;559.7;11;6;2;1.51;69.23;1.74;70.59;1.5;70.15;1.39;71.69;36362;0.761097998;1593.657189;555.460022;1
